"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"0300","36","05","COD_PRNC","Código de cadastro do bem principal nos casos em que o bem ou componente ( campo 02) esteja vinculado a um bem principal.","C","060","-","OC","",""
"0300","36","06","COD_CTA","Código da conta analítica de contabilização do bem ou componente (campo 06 do Registro 0500)","C","060","-","O","",""
"0300","36","07","NR_PARC","Número total de parcelas a serem apropriadas, segundo a legislação de cada unidade federada","N","003","-","OC","",""
"0305","37","01","REG","Texto fixo contendo ""0305""","C","004*","-","O","",""
"0305","37","02","COD_CCUS","Código do centro de custo onde o bem está sendo ou será utilizado (campo 03 do Registro 0600)","C","060","-","O","",""
"0305","37","03","FUNC","Descrição sucinta da função do bem na atividade do estabelecimento","C","-","-","O","",""
"0305","37","04","VIDA_UTIL","Vida útil estimada do bem, em número de meses","N","003","-","OC","",""
"0400","38","01","REG","Texto fixo contendo ""0400""","C","004","-","O","",""
"0400","38","02","COD_NAT","Código da natureza da operação/prestação","C","010","-","O","",""
"0400","38","03","DESCR_NAT","Descrição da natureza da operação/prestação","C","-","-","O","",""
"0450","38","01","REG","Texto fixo contendo ""0450""","C","004","-","O","",""
"0450","38","02","COD_INF","Código da informação complementar do documento fiscal.","C","006","-","O","",""
"0450","38","03","TXT","Texto livre da informação complementar existente no documento fiscal, inclusive espécie de normas legais, poder normativo, número, capitulação, data e demais referências pertinentes com indicação referentes ao tributo.","C","-","-","O","",""
"0460","38","01","REG","Texto fixo contendo ""0460""","C","004","-","O","",""
"0460","38","02","COD_OBS","Código da Observação do lançamento fiscal.","C","006","-","O","",""
"0500","39","01","REG","Texto fixo contendo “0500”","C","004*","-","O","",""
"0500","39","02","DT_ALT","Data da inclusão/alteração","N","008*","-","O","",""
"0500","39","03","COD_ NAT_CC","Código da natureza da conta/grupo de contas: 01 - Contas de ativo; 02 - Contas de passivo; 03 - Patrimônio líquido; 04 - Contas de resultado; 05 - Contas de compensação; 09 - Outras.","C","002*","-","O","",""
"0500","39","04","IND_CTA","Indicador do tipo de conta: S - Sintética (grupo de contas); A - Analítica (conta).","C","001*","-","O","",""
"0500","39","05","NÍVEL","Nível da conta analítica/grupo de contas.","N","005","-","O","",""
"0500","39","06","COD_CTA","Código da conta analítica/grupo de contas.","C","60","-","O","",""
"0500","39","07","NOME_CTA","Nome da conta analítica/grupo de contas.","C","60","-","O","",""
"0600","39","01","REG","Texto fixo contendo “0600”.","C","004*","-","O","",""
"0600","39","02","DT_ALT","Data da inclusão/alteração.","N","008*","-","O","",""
"0600","39","03","COD_CCUS","Código do centro de custos.","C","060","-","O","",""
"0600","39","04","CCUS","Nome do centro de custos.","C","060","-","O","",""
"0990","40","01","REG","Texto fixo contendo ""0990""","C","004","-","O","",""
"0990","40","02","QTD_LIN_0","Quantidade total de linhas do Bloco 0","N","-","-","O","",""
"C001","40","01","REG","Texto fixo contendo ""C001""","C","004","-","O","",""
"C001","40","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001","-","O","",""
"C100","42","01","REG","Texto fixo contendo ""C100""","C","004","-","","O","O"
"C100","42","02","IND_OPER","Indicador do tipo de operação: 0- Entrada; 1- Saída","C","001*","-","","O","O"
"C100","42","03","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros","C","001*","-","","O","O"
"C100","42","04","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","","O","O"
"C100","42","05","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","","O","O"
"C100","42","06","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","-","","O","O"
"C100","42","07","SER","Série do documento fiscal","C","003","-","","OC","OC"
"C100","42","08","NUM_DOC","Número do documento fiscal","N","009","-","","O","O"
"C100","42","09","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","-","","OC","OC"
"C100","42","10","DT_DOC","Data da emissão do documento fiscal","N","008*","-","","O","O"
"C100","42","11","DT_E_S","Data da entrada ou da saída","N","008*","-","","O","OC"
"C100","42","12","VL_DOC","Valor total do documento fiscal","N","-","02","","O","O"
"C100","42","13","IND_PGTO","Indicador do tipo de pagamento: 0- À vista; 1- A prazo; 9- Sem pagamento.","C","001*","-","","O","O"
"C100","43","14","VL_DESC","Valor total do desconto","N","-","02","","OC","OC"
"C100","43","15","VL_ABAT_NT","Abatimento não tributado e não comercial Ex. desconto ICMS nas remessas para ZFM.","N","-","02","","OC","OC"
"C100","43","16","VL_MERC","Valor total das mercadorias e serviços","N","-","02","","O","OC"
"C100","43","17","IND_FRT","Indicador do tipo do frete: 0 - Por conta de terceiros; 1 - Por conta do emitente; 2 - Por conta do destinatário; 9 - Sem cobrança de frete.","C","001*","-","","O","O"
"C100","43","18","VL_FRT","Valor do frete indicado no documento fiscal","N","-","02","","OC","OC"
"C100","43","19","VL_SEG","Valor do seguro indicado no documento fiscal","N","-","02","","OC","OC"
"C100","43","20","VL_OUT_DA","Valor de outras despesas acessórias","N","-","02","","OC","OC"
"C100","43","21","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","-","02","","OC","OC"
"C100","43","22","VL_ICMS","Valor do ICMS","N","-","02","","OC","OC"
"C100","43","23","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","-","02","","OC","OC"
"C100","43","24","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","-","02","","OC","OC"
"C100","43","25","VL_IPI","Valor total do IPI","N","-","02","","OC","OC"
"C100","43","26","VL_PIS","Valor total do PIS","N","-","02","","OC","OC"
"C100","43","27","VL_COFINS","Valor total da COFINS","N","-","02","","OC","OC"
"C100","43","28","VL_PIS_ST","Valor total do PIS retido por substituição tributária","N","-","02","","OC","OC"
"C100","43","29","VL_COFINS_ST","Valor total da COFINS retido por substituição tributária","N","-","02","","OC","OC"
"C101","46","1","REG","Texto fixo contendo ""C101""","C","004","-","","O","O"
"C101","46","2","VL_FCP_UF_ DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","-","02","","O","O"
"C101","46","3","VL_ICMS_UF _DEST","Valor total do ICMS Interestadual para a UF de destino","N","-","02","","O","O"
"C101","46","4","VL_ICMS_UF _REM","Valor total do ICMS Interestadual para a UF do remetente","N","-","02","","O","O"
"C105","47","1","REG","Texto fixo contendo ""C105""","C","004","-","","O","O"
"C105","47","2","OPER","Indicador do tipo de operação: Combustíveis e Lubrificantes; 0- leasing de veículos ou faturamento direto. 1-","N","001*","-","","O","O"
"C105","47","3","UF","Sigla da UF de destino do ICMS_ST","C","002*","-","","O","O"
"C110","48","01","REG","Texto fixo contendo ""C110""","C","004","-","","O","O"
"C110","48","02","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","-","","O","O"
"C110","48","03","TXT_COMPL","Descrição complementar do código de referência.","C","-","-","","OC","OC"
"C111","48","01","REG","Texto fixo contendo ""C111""","C","004","-","","O","O"
"C111","48","02","NUM_PROC","Identificação do processo ou ato concessório.","C","015","-","","O","O"
"C111","48","03","IND_PROC","Indicador da origem do processo: 0 - SEFAZ; 1 - Justiça Federal; 2 - Justiça Estadual; 3 - SECEX/SRF 9 - Outros.","C","001*","-","","O","O"
"C112","48","01","REG","Texto fixo contendo ""C112""","C","004","-","","O","O"
"C112","48","02","COD_DA","Código do modelo do documento de arrecadação : 0 - documento estadual de arrecadação 1 – GNRE","C","001*","-","","O","O"
"C112","48","03","UF","Unidade federada beneficiária do recolhimento","C","002*","-","","O","O"
"C112","48","04","NUM_DA","Número do documento de arrecadação","C","-","-","","OC","OC"
"C112","48","05","COD_AUT","Código completo da autenticação bancária","C","-","-","","OC","OC"
"C112","48","06","VL_DA","Valor do total do documento de arrecadação (principal, atualização monetária, juros e multa)","N","-","02","","O","O"
"C112","48","07","DT_VCTO","Data de vencimento do documento de arrecadação","N","008*","-","","O","O"
"C112","48","08","DT_PGTO","Data de pagamento do documento de arrecadação, ou data do vencimento, no caso de ICMS","N","008*","-","","O","O"
"C113","49","01","REG","Texto fixo contendo ""C113""","C","004","-","","O","O"
"C113","49","02","IND_OPER","Indicador do tipo de operação: 0- Entrada/aquisição; 1- Saída/prestação","C","001*","-","","O","O"
"C113","49","03","IND_EMIT","Indicador do emitente do título: 0- Emissão própria; 1- Terceiros","C","001*","-","","O","O"
"C113","49","04","COD_PART","Código do participante emitente (campo 02 do Registro 0150) do documento referenciado.","C","060","-","","O","O"
"C113","49","05","COD_MOD","Código do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","","O","O"
"C113","49","06","SER","Série do documento fiscal","C","004","-","","OC","OC"
"C113","49","07","SUB","Subsérie do documento fiscal","N","003","-","","OC","OC"
"C113","49","08","NUM_DOC","Número do documento fiscal","N","009","-","","O","O"
"C113","49","09","DT_DOC","Data da emissão do documento fiscal.","N","008*","-","","O","O"
"C113","49","10","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","","OC","OC"
"C114","50","01","REG","Texto fixo contendo ""C114""","C","004","-","","O","O"
"C114","50","02","COD_MOD","Código do modelo do documento fiscal, conforme a tabela indicada no item 4.1.1","C","002*","-","","O","O"
"C114","50","03","ECF_FAB","Número de série de fabricação do ECF","C","021","-","","O","O"
"C114","50","04","ECF_CX","Número do caixa atribuído ao ECF","N","003","-","","O","O"
"C114","50","05","NUM_DOC","Número do documento fiscal","N","009","","","O","O"
"C114","50","06","DT_DOC","Data da emissão do documento fiscal","N","008*","-","","O","O"
"C115","51","01","REG","Texto fixo contendo ""C115""","C","004","-","","Não Apresen- tar","O"
"C115","51","02","IND_CARGA","Indicador do tipo de transporte: 0 – Rodoviário; 1 – Ferroviário; 2 – Rodo-Ferroviário; 3 – Aquaviário; 4 – Dutoviário; 5 – Aéreo; 9 – Outros.","N","001*","-","","","O"
"C115","51","03","CNPJ_COL","Número do CNPJ do contribuinte do local de coleta","N","014*","-","","","OC"
"C115","51","04","IE_COL","Inscrição Estadual do contribuinte do local de coleta","C","014","-","","","OC"
"C115","51","05","CPF_COL","CPF do contribuinte do local de coleta das mercadorias.","N","011*","-","","","OC"
"C115","51","06","COD_MUN_COL","Código do Município do local de coleta","N","007*","-","","","OC"
"C115","51","07","CNPJ_ENTG","Número do CNPJ do contribuinte do local de entrega","N","014*","-","","","OC"
"C115","51","08","IE_ENTG","Inscrição Estadual do contribuinte do local de entrega","C","014","-","","","OC"
"C115","51","09","CPF_ENTG","Cpf do contribuinte do local de entrega","N","011*","-","","","OC"
"C115","51","10","COD_MUN_ENTG","Código do Município do local de entrega","N","007*","-","","","OC"
"C116","52","01","REG","Texto fixo contendo ""C116""","C","004","-","","O","O"
"C116","52","02","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002","-","","O","O"
"C116","52","03","NR_SAT","Número de Série do equipamento SAT","N","009","-","","O","O"
"C116","52","04","CHV_CFE","Chave do Cupom Fiscal Eletrônico","N","044","-","","O","O"
"C116","52","05","NUM_CFE","Número do cupom fiscal eletrônico","N","006","-","","O","O"
"C116","52","06","DT_DOC","Data da emissão do documento fiscal","N","008","-","","O","O"
"C120","52","01","REG","Texto fixo contendo ""C120""","C","004","-","","O","Não apresentar"
"C120","52","02","COD_DOC_IMP","Documento de importação: 0 – Declaração de Importação; 1 – Declaração Simplificada de Importação.","C","001*","-","","O",""
"C120","52","03","NUM_DOC__IM P","Número do documento de Importação.","C","012","-","","O",""
"C120","52","04","PIS_IMP","Valor pago de PIS na importação","N","-","02","","OC",""
"C120","52","05","COFINS IMP","Valor pago de COFINS na importação","N","","02","","OC",""
"C120","53","06","NUM_ACDRAW","Número do Ato Concessório do regime Drawback","C","020","-","","OC",""
"C130","53","01","REG","Texto fixo contendo ""C130""","C","004","-","","Não apresentar","O"
"C130","53","02","VL_SERV_NT","Valor dos serviços sob não-incidência ou não- tributados pelo ICMS","N","-","02","","","O"
"C130","53","03","VL_BC_ISSQN","Valor da base de cálculo do ISSQN","N","-","02","","","O"
"C130","53","04","VL_ISSQN","Valor do ISSQN","N","-","02","","","OC"
"C130","53","05","VL_BC_IRRF","Valor da base de cálculo do Imposto de Renda Retido na Fonte","N","-","02","","","OC"
"C130","53","06","VL_ IRRF","Valor do Imposto de Renda - Retido na Fonte","N","-","02","","","OC"
"C130","53","07","VL_BC_PREV","Valor da base de cálculo de retenção da Previdência Social","N","-","02","","","OC"
"C130","53","08","VL_ PREV","Valor destacado para retenção da Previdência Social","N","-","02","","","OC"
"C140","53","01","REG","Texto fixo contendo ""C140""","C","004","-","","O","O"
"C140","53","02","IND_EMIT","Indicador do emitente do título: 0- Emissão própria; 1- Terceiros","C","001*","-","","O","O"
"C140","53","03","IND_TIT","Indicador do tipo de título de crédito: 00- Duplicata;","C","002*","-","","O","O"
"C140","54","04","DESC_TIT","Descrição complementar do título de crédito","C","-","-","","OC","OC"
"C140","54","05","NUM_TIT","Número ou código identificador do título de crédito","C","-","-","","O","O"
"C140","54","06","QTD_PARC","Quantidade de parcelas a receber/pagar","N","002","-","","O","O"
"C140","54","07","VL_TIT","Valor total dos títulos de créditos","N","-","02","","O","O"
"C141","54","01","REG","Texto fixo contendo ""C141""","C","004","-","","O","O"
"C141","54","02","NUM_PARC","Número da parcela a receber/pagar","N","002","-","","O","O"
"C141","54","03","DT_VCTO","Data de vencimento da parcela","N","008*","-","","O","O"
"C141","54","04","VL_PARC","Valor da parcela a receber/pagar","N","-","02","","O","O"
"C160","54","01","REG","Texto fixo contendo ""C160""","C","004","-","","Não apresentar","O"
"C160","54","02","COD_PART","Código do participante (campo 02 do Registro 0150): - transportador, se houver","C","060","-","","","OC"
"C160","54","03","VEIC_ID","Placa de identificação do veículo automotor","C","007","-","","","OC"
"C160","54","04","QTD_VOL","Quantidade de volumes transportados","N","-","-","","","O"
"C160","54","05","PESO_BRT","Peso bruto dos volumes transportados (em Kg)","N","-","02","","","O"
"C160","55","06","PESO_LIQ","Peso líquido dos volumes transportados (em Kg)","N","-","02","","","O"
"C160","55","07","UF_ID","Sigla da UF da placa do veículo","C","002","-","","","OC"
"C165","55","01","REG","Texto fixo contendo ""C165”","C","004","-","","Não apresentar","O"
"C165","55","02","COD_PART","Código do participante (campo 02 do Registro 0150): - transportador, se houver","C","060","-","","","OC"
"C165","55","03","VEIC_ID","Placa de identificação do veículo","C","007","-","","","O"
"C165","55","04","COD_AUT","Código da autorização fornecido pela SEFAZ (combustíveis)","C","-","-","","","OC"
"C165","55","05","NR_PASSE","Número do Passe Fiscal","C","-","-","","","OC"
"C165","55","06","HORA","Hora da saída das mercadorias","N","006*","-","","","O"
"C165","55","07","TEMPER","Temperatura em graus Celsius utilizada para quantificação do volume de combustível","N","-","01","","","OC"
"C165","55","08","QTD_VOL","Quantidade de volumes transportados","N","-","-","","","O"
"C165","55","09","PESO_BRT","Peso bruto dos volumes transportados (em Kg)","N","-","02","","","O"
"C165","55","10","PESO_LIQ","Peso líquido dos volumes transportados (em Kg)","N","-","02","","","O"
"C165","55","11","NOM_MOT","Nome do motorista","C","060","-","","","OC"
"C165","55","12","CPF","CPF do motorista","N","011*","-","","","OC"
"C165","55","13","UF_ID","Sigla da UF da placa do veículo","C","002","-","","","OC"
"C170","56","01","REG","Texto fixo contendo ""C170""","C","004","-","","O","O"
"C170","56","02","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","-","","O","O"
"C170","56","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","","O","O"
"C170","56","04","DESCR_COMPL","Descrição complementar do item como adotado no documento fiscal","C","-","-","","OC","OC"
"C170","56","05","QTD","Quantidade do item","N","-","05","","O","O"
"C170","56","06","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","-","","O","O"
"C170","56","07","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","-","02","","O","O"
"C170","56","08","VL_DESC","Valor do desconto comercial","N","-","02","","OC","OC"
"C170","56","09","IND_MOV","Movimentação física do ITEM/PRODUTO: 0. SIM 1. NÃO","C","001*","-","","O","O"
"C170","56","10","CST_ICMS","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1","N","003*","-","","O","O"
"C170","56","11","CFOP","Código Fiscal de Operação e Prestação","N","004*","-","","O","O"
"C170","56","12","COD_NAT","Código da natureza da operação (campo 02 do Registro 0400)","C","010","-","","OC","OC"
"C170","56","13","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","-","02","","OC","OC"
"C170","56","14","ALIQ_ICMS","Alíquota do ICMS","N","006","02","","OC","OC"
"C170","56","15","VL_ICMS","Valor do ICMS creditado/debitado","N","-","02","","OC","OC"
"C170","56","16","VL_BC_ICMS_ST","Valor da base de cálculo referente à substituição tributária","N","-","02","","OC","OC"
"C170","56","17","ALIQ_ST","Alíquota do ICMS da substituição tributária na unidade da federação de destino","N","-","02","","OC","OC"
"C170","56","18","VL_ICMS_ST","Valor do ICMS referente à substituição tributária","N","-","02","","OC","OC"
"C170","56","19","IND_APUR","Indicador de período de apuração do IPI: 0 - Mensal; 1 - Decendial","C","001*","-","","OC","OC"
"C170","56","20","CST_IPI","Código da Situação Tributária referente ao IPI, conforme a Tabela indicada no item 4.3.2.","C","002*","-","","OC","OC"
"C170","56","21","COD_ENQ","Código de enquadramento legal do IPI, conforme tabela indicada no item 4.5.3.","C","003*","-","","OC","OC"
"C170","56","22","VL_BC_IPI","Valor da base de cálculo do IPI","N","-","02","","OC","OC"
"C170","56","23","ALIQ_IPI","Alíquota do IPI","N","006","02","","OC","OC"
"C170","56","24","VL_IPI","Valor do IPI creditado/debitado","N","-","02","","OC","OC"
"C170","56","25","CST_PIS","Código da Situação Tributária referente ao PIS.","N","002*","-","","OC","OC"
"C170","56","26","VL_BC_PIS","Valor da base de cálculo do PIS","N","","02","","OC","OC"
"C170","56","27","ALIQ_PIS","Alíquota do PIS (em percentual)","N","008","04","","OC","OC"
"C170","56","28","QUANT_BC_PIS","Quantidade – Base de cálculo PIS","N","","03","","OC","OC"
"C170","56","29","ALIQ_PIS","Alíquota do PIS (em reais)","N","","04","","OC","OC"
"C170","56","30","VL_PIS","Valor do PIS","N","-","02","","OC","OC"
"C170","56","31","CST_COFINS","Código da Situação Tributária referente ao COFINS.","N","002*","-","","OC","OC"
"C170","56","32","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","02","","OC","OC"
"C170","56","33","ALIQ_COFINS","Alíquota do COFINS (em percentual)","N","008","04","","OC","OC"
"C170","56","34","QUANT_BC_COFINS","Quantidade – Base de cálculo COFINS","N","","03","","OC","OC"
"C170","56","35","ALIQ_COFINS","Alíquota da COFINS (em reais)","N","","04","","OC","OC"
"C170","57","36","VL_COFINS","Valor da COFINS","N","-","02","","OC","OC"
"C170","57","37","COD_CTA","Código da conta analítica contábil debitada/creditada","C","-","-","","OC","OC"
"C171","61","01","REG","Texto fixo contendo ""C171""","C","004","-","","O","não apresentar"
