"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig"
"0035","63","04","INF_COMP","Informação Complementar","C","-","-",""
"0100","64","01","REG","Texto fixo contendo “0100”.","C","004*","-","S"
"0100","64","02","NOME","Nome do contabilista.","C","100","-","S"
"0100","64","03","CPF","Número de inscrição do contabilista no CPF.","N","011*","-","S"
"0100","64","04","CRC","Número de inscrição do contabilista no Conselho Regional de Contabilidade.","C","015","-","S"
"0100","64","05","CNPJ","Número de inscrição do escritório de contabilidade no CNPJ, se houver.","N","014*","-","N"
"0100","64","06","CEP","Código de Endereçamento Postal.","N","008*","-","N"
"0100","64","07","END","Logradouro e endereço do imóvel.","C","060","-","N"
"0100","64","08","NUM","Número do imóvel.","C","-","-","N"
"0100","64","09","COMPL","Dados complementares do endereço.","C","060","-","N"
"0100","64","10","BAIRRO","Bairro em que o imóvel está situado.","C","060","-","N"
"0100","64","11","FONE","Número do telefone.","C","11","-","N"
"0100","64","12","FAX","Número do fax.","C","11","-","N"
"0100","64","13","EMAIL","Endereço do correio eletrônico.","C","-","-","N"
"0100","64","14","COD_MUN","Código do município, conforme tabela IBGE.","N","007*","-","N"
"0110","65","01","REG","Texto fixo contendo “0110”.","C","004 *","-","S"
"0110","65","02","COD_INC_TRIB","Código indicador da incidência tributária no período: 1 – Escrituração de operações com incidência exclusivamente no regime não-cumulativo; 2 – Escrituração de operações com incidência exclusivamente no regime cumulativo; 3 – Escrituração de operações com incidência nos regimes não-cumulativo e cumulativo.","N","001 *","-","S"
"0110","65","03","IND_APRO_CR ED","Código indicador de método de apropriação de créditos comuns, no caso de incidência no regime não-cumulativo (COD_INC_TRIB = 1 ou 3): 1 – Método de Apropriação Direta; 2 – Método de Rateio Proporcional (Receita Bruta)","N","001 *","-","N"
"0110","65","04","COD_TIPO_CO NT","Código indicador do Tipo de Contribuição Apurada no Período 1 – Apuração da Contribuição Exclusivamente a Alíquota Básica 2 – Apuração da Contribuição a Alíquotas Específicas (Diferenciadas e/ou por Unidade de Medida de Produto)","N","001 *","-","N"
"0110","65","05","IND_REG_CUM","Código indicador do critério de escrituração e apuração adotado, no caso de incidência exclusivamente no regime cumulativo (COD_INC_TRIB = 2), pela pessoa jurídica submetida ao regime de tributação com base no lucro presumido: 1 – Regime de Caixa – Escrituração consolidada (Registro F500); 2 – Regime de Competência - Escrituração consolidada (Registro F550); 9 – Regime de Competência - Escrituração detalhada, com base nos registros dos Blocos “A”,","N","001 *","-","N"
"0111","68","01","REG","Texto fixo contendo “0111”.","C","004*","-","S"
"0111","68","02","REC_BRU_NCUM_TRIB _MI","Receita Bruta Não-Cumulativa - Tributada no Mercado Interno","N","-","02","S"
"0111","68","03","REC_BRU_ NCUM_NT_MI","Receita Bruta Não-Cumulativa – Não Tributada no Mercado Interno (Vendas com suspensão, alíquota zero, isenção e sem incidência das contribuições)","N","-","02","S"
"0111","68","04","REC_BRU_ NCUM_EXP","Receita Bruta Não-Cumulativa – Exportação","N","-","02","S"
"0111","68","05","REC_BRU_CUM","Receita Bruta Cumulativa","N","-","02","S"
"0111","68","06","REC_BRU_TOTAL","Receita Bruta Total","N","-","02","S"
"0120","70","01","REG","Texto fixo contendo ""0120”","C","004*","-","S"
"0120","70","02","MES_REFER","Mês de referência do ano-calendário da escrituração sem dados, dispensada da entrega. Campo a ser preenchido no formato “mmaaaa”","C","006*","-","S"
"0120","70","03","INF_COMP","Informação complementar do registro. No caso de escrituração sem dados, deve ser informado o real motivo dessa situação, conforme indicadores abaixo: 01 - Pessoa jurídica imune ou isenta do IRPJ 02 - Órgãos públicos, autarquias e fundações públicas 03 - Pessoa jurídica inativa 04 - Pessoa jurídica em geral, que não realizou operações geradoras de receitas (tributáveis ou não) ou de créditos 05 - Sociedade em Conta de Participação - SCP, que não realizou operações geradoras de receitas (tributáveis ou não) ou de créditos 06 - Sociedade Cooperativa, que não realizou operações geradoras de receitas (tributáveis ou não) ou de créditos 07 - Escrituração decorrente de incorporação, fusão ou cisão, sem operações geradoras de receitas (tributáveis ou não) ou de créditos 99 - Demais hipóteses de dispensa de escrituração, relacionadas no art. 5º, da IN RFB nº 1.252, de 2012","C","090","-","S"
"0140","72","01","REG","Texto fixo contendo “0140”.","C","004*","-","S"
"0140","72","02","COD_EST","Código de identificação do estabelecimento","C","060","-","N"
"0140","72","03","NOME","Nome empresarial do estabelecimento","C","100","-","S"
"0140","72","04","CNPJ","Número de inscrição do estabelecimento no CNPJ.","N","014*","-","S"
"0140","72","05","UF","Sigla da unidade da federação do estabelecimento.","C","002*","-","S"
"0140","72","06","IE","Inscrição Estadual do estabelecimento, se contribuinte de ICMS.","C","014","-","N"
"0140","72","07","COD_MUN","Código do município do domicílio fiscal do estabelecimento, conforme a tabela IBGE","N","007*","-","S"
"0140","72","08","IM","Inscrição Municipal do estabelecimento, se contribuinte do ISS.","C","-","-","N"
"0140","72","09","SUFRAMA","Inscrição do estabelecimento na Suframa","C","009*","-","N"
"0145","73","01","REG","Texto fixo contendo “0145”.","C","004*","-","S"
"0145","73","02","COD_IN C_TRIB","Código indicador da incidência tributária no período: 1 – Contribuição Previdenciária apurada no período, exclusivamente com base na Receita Bruta; 2 – Contribuição Previdenciária apurada no período, com base na Receita Bruta e com base nas Remunerações pagas, na forma dos nos incisos I e III do art. 22 da Lei no 8.212, de 1991.","N","001*","-","S"
"0145","73","03","VL_REC _TOT","Valor da Receita Bruta Total da Pessoa Jurídica no Período","N","-","02","S"
"0145","73","04","VL_REC _ATIV","Valor da Receita Bruta da(s) Atividade(s) Sujeita(s) à Contribuição Previdenciária sobre a Receita Bruta","N","-","02","S"
"0145","73","05","VL_REC _DEMAI S_ATIV","Valor da Receita Bruta da(s) Atividade(s) não Sujeita(s) à Contribuição Previdenciária sobre a Receita Bruta","N","-","02","N"
"0145","73","06","INFO_C OMPL","Informação complementar","C","-","-","N"
"0150","74","01","REG","Texto fixo contendo “0150”.","C","004*","-","S"
"0150","74","02","COD_PAR T","Código de identificação do participante no arquivo.","C","060","-","S"
"0150","74","03","NOME","Nome pessoal ou empresarial do participante.","C","100","-","S"
"0150","74","04","COD_PAIS","Código do país do participante, conforme a tabela indicada no item 3.2.1.","N","005","-","S"
"0150","75","05","CNPJ","CNPJ do participante.","N","014*","-","N"
"0150","75","06","CPF","CPF do participante.","N","011*","-","N"
"0150","75","07","IE","Inscrição Estadual do participante.","C","014","-","N"
"0150","75","08","COD_MU N","Código do município, conforme a tabela IBGE","N","007*","-","N"
"0150","75","09","SUFRAMA","Número de inscrição do participante na Suframa","C","009*","-","N"
"0150","75","10","END","Logradouro e endereço do imóvel","C","060","-","N"
"0150","75","11","NUM","Número do imóvel","C","-","-","N"
"0150","75","12","COMPL","Dados complementares do endereço","C","060","-","N"
"0150","75","13","BAIRRO","Bairro em que o imóvel está situado","C","060","-","N"
"0190","76","01","REG","Texto fixo contendo ""0190""","C","004 *","-","S"
"0190","76","02","UNID","Código da unidade de medida","C","006","-","S"
"0190","76","03","DESCR","Descrição da unidade de medida","C","-","-","S"
"0200","76","01","REG","Texto fixo contendo ""0200""","C","004","-","S"
"0200","76","02","COD_ITEM","Código do item","C","060","-","S"
"0200","76","03","DESCR_ITEM","Descrição do item","C","-","-","S"
"0200","76","04","COD_BARRA","Representação alfanumérico do código de barra do produto, se houver.","C","-","-","N"
"0200","76","05","COD_ANT_ITE M","Código anterior do item com relação à última informação apresentada.","C","060","-","N"
"0200","76","06","UNID_INV","Unidade de medida utilizada na quantificação de estoques.","C","006","-","N"
"0200","76","07","TIPO_ITEM","Tipo do item – Atividades Industriais, Comerciais e Serviços: 00 – Mercadoria para Revenda;","N","002*","-","S"
"0200","77","08","COD_NCM","Código da Nomenclatura Comum do Mercosul","C","008","-","N"
"0200","77","09","EX_IPI","Código EX, conforme a TIPI","C","003","-","N"
"0200","77","10","COD_GEN","Código do gênero do item, conforme a Tabela 4.2.1.","N","002*","-","N"
"0200","77","11","COD_LST","Código do serviço conforme lista do Anexo I da Lei Complementar Federal nº 116/03.","N","004","","N"
"0200","77","12","ALIQ_ICMS","Alíquota de ICMS aplicável ao item nas operações internas","N","006","02","N"
"0205","79","01","REG","Texto fixo contendo ""0205""","C","004*","-","S"
"0205","79","02","DESCR_ANT_ITE M","Descrição anterior do item","C","-","-","N"
"0205","79","03","DT_INI","Data inicial de utilização da descrição do item","N","008*","-","S"
"0205","79","04","DT_FIM","Data final de utilização da descrição do item","N","008*","-","S"
"0205","79","05","COD_ANT_ITEM","Código anterior do item com relação à última informação apresentada.","C","060","-","N"
"0206","79","01","REG","Texto fixo contendo ""0206""","C","004","-","S"
"0206","79","02","COD_COMB","Código do combustível, conforme tabela publicada pela ANP","C","-","-","S"
"0208","80","01","REG","Texto fixo contendo ""0208""","C","004 *","-","S"
"0208","80","02","COD_TAB","Código indicador da Tabela de Incidência, conforme Anexo III do Decreto nº 6.707/08: 01 – Tabela I 02 – Tabela II 03 – Tabela III 04 – Tabela IV 05 – Tabela V 06 – Tabela VI 07 – Tabela VII 08– Tabela VIII 09 – Tabela IX 10 – Tabela X 11 – Tabela XI 12 – Tabela XII","C","002","-","S"
"0208","80","03","COD_GRU","Código do grupo, conforme Anexo III do Decreto nº 6.707/08.","C","002","-","S"
"0208","80","04","MARCA_COM","Marca Comercial","C","060","-","S"
"0400","81","01","REG","Texto fixo contendo ""0400""","C","004","-","S"
"0400","81","02","COD_NAT","Código da natureza da operação/prestação","C","010","-","S"
"0400","81","03","DESCR_NAT","Descrição da natureza da operação/prestação","C","-","-","S"
"0450","82","01","REG","Texto fixo contendo ""0450""","C","004*","-","S"
"0450","82","02","COD_INF","Código da informação complementar do documento fiscal.","C","006","-","S"
"0450","82","03","TXT","Texto livre da informação complementar existente no documento fiscal, inclusive espécie de normas legais, poder normativo, número, capitulação, data e demais referências pertinentes com indicação referentes ao tributo.","C","-","-","S"
"0500","83","01","REG","Texto fixo contendo “0500”","C","004*","-","S"
"0500","83","02","DT_ALT","Data da inclusão/alteração","N","008*","-","S"
"0500","83","03","COD_ NAT_CC","Código da natureza da conta/grupo de contas: 01 - Contas de ativo 02 - Contas de passivo; 03 - Patrimônio líquido; 04 - Contas de resultado; 05 - Contas de compensação; 09 - Outras.","C","002*","-","S"
"0500","83","04","IND_CTA","Indicador do tipo de conta: S - Sintética (grupo de contas); A - Analítica (conta).","C","001*","-","S"
"0500","83","05","NÍVEL","Nível da conta analítica/grupo de contas.","N","005","-","S"
"0500","83","06","COD_CTA","Código da conta analítica/grupo de contas.","C","255","-","S"
"0500","83","07","NOME_CTA","Nome da conta analítica/grupo de contas.","C","060","-","S"
"0500","83","08","COD_CTA_R EF","Código da conta correlacionada no Plano de Contas Referenciado, publicado pela RFB.","C","060","-","N"
"0500","83","09","CNPJ_EST","CNPJ do estabelecimento, no caso da conta informada no campo COD_CTA ser específica de um estabelecimento.","N","014*","-","N"
"0600","84","01","REG","Texto fixo contendo “0600”.","C","004*","-","S"
"0600","84","02","DT_ALT","Data da inclusão/alteração.","N","008*","-","S"
"0600","84","03","COD_CCUS","Código do centro de custos.","C","255","-","S"
"0600","84","04","CCUS","Nome do centro de custos.","C","060","-","S"
"0990","85","01","REG","Texto fixo contendo ""0990""","C","004","-","S"
"0990","85","02","QTD_LIN_0","Quantidade total de linhas do Bloco 0","N","-","-","S"
"A001","85","01","REG","Texto fixo contendo ""A001""","C","004*","-","S"
"A001","85","02","IND_MOV","Indicador de movimento: 0 - Bloco com dados informados; 1 - Bloco sem dados informados","C","001","-","S"
"A010","86","01","REG","Texto fixo contendo “A010”","C","004*","-","S"
"A010","86","02","CNPJ","Número de inscrição do estabelecimento no CNPJ.","N","014*","-","S"
"A100","87","01","REG","Texto fixo contendo ""A100""","C","004*","-","S"
"A100","87","02","IND_OPER","Indicador do tipo de operação: 0 - Serviço Contratado pelo Estabelecimento; 1 - Serviço Prestado pelo Estabelecimento.","C","001*","-","S"
"A100","87","03","IND_EMIT","Indicador do emitente do documento fiscal: 0 - Emissão Própria; 1 - Emissão de Terceiros","C","001*","-","S"
"A100","87","04","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento, no caso de emissão de terceiros; - do adquirente, no caso de serviços prestados.","C","060","-","N"
"A100","87","05","COD_SIT","Código da situação do documento fiscal: 00 – Documento regular 02 – Documento cancelado","N","002*","-","S"
"A100","87","06","SER","Série do documento fiscal","C","020","-","N"
"A100","87","07","SUB","Subsérie do documento fiscal","C","020","-","N"
"A100","87","08","NUM_DOC","Número do documento fiscal ou documento internacional equivalente","C","060","-","S"
"A100","87","09","CHV_NFSE","Chave/Código de Verificação da nota fiscal de serviço eletrônica","C","060","-","N"
"A100","87","10","DT_DOC","Data da emissão do documento fiscal","N","008*","-","S"
"A100","87","11","DT_EXE_SERV","Data de Execução / Conclusão do Serviço","N","008*","-","N"
"A100","87","12","VL_DOC","Valor total do documento","N","-","02","S"
"A100","87","13","IND_PGTO","Indicador do tipo de pagamento: 0- À vista; 1- A prazo; 9- Sem pagamento.","C","001*","-","S"
"A100","87","14","VL_DESC","Valor total do desconto","N","-","02","N"
"A100","87","15","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","-","02","S"
"A100","87","16","VL_PIS","Valor total do PIS","N","-","02","S"
"A100","87","17","VL_BC_COFIN S","Valor da base de cálculo da COFINS","N","-","02","S"
"A100","87","18","VL_COFINS","Valor total da COFINS","N","-","02","S"
"A100","87","19","VL_PIS_RET","Valor total do PIS retido na fonte","N","-","02","N"
"A100","87","20","VL_COFINS_R ET","Valor total da COFINS retido na fonte.","N","-","02","N"
"A100","87","21","VL_ISS","Valor do ISS","N","-","02","N"
"A110","89","01","REG","Texto fixo contendo ""A110""","C","004*","-","S"
"A110","89","02","COD_INF","Código da informação complementar do documento fiscal (Campo 02 do Registro 0450)","C","006","-","S"
"A110","89","03","TXT_COMP L","Informação Complementar do Documento Fiscal","C","-","-","N"
"A111","90","01","REG","Texto fixo contendo ""A111""","C","004*","-","S"
"A111","90","02","NUM_PROC","Identificação do processo ou ato concessório","C","015","-","S"
"A111","90","03","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros.","C","001*","-","S"
"A120","91","01","REG","Texto fixo contendo ""A120”","C","004","-","S"
"A120","91","02","VL_TOT_SERV","Valor total do serviço, prestado por pessoa física ou jurídica domiciliada no exterior.","N","-","02","S"
"A120","91","03","VL_BC_PIS","Valor da base de cálculo da Operação – PIS/PASEP – Importação","N","-","02","S"
"A120","91","04","VL_PIS_IMP","Valor pago/recolhido de PIS/PASEP – Importação","N","-","02","N"
"A120","91","05","DT_PAG_PIS","Data de pagamento do PIS/PASEP – Importação","N","008 *","-","N"
"A120","91","06","VL_BC_COFIN S","Valor da base de cálculo da Operação – COFINS – Importação","N","-","02","S"
"A120","91","07","VL_COFINS_IM P","Valor pago/recolhido de COFINS – Importação","N","-","02","N"
"A120","91","08","DT_PAG_COFI NS","Data de pagamento do COFINS – Importação","N","008 *","-","N"
"A120","91","09","LOC_EXE_SER V","Local da execução do serviço: 0 – Executado no País; 1 – Executado no Exterior, cujo resultado se verifique no País.","C","001 *","-","S"
"A170","92","01","REG","Texto fixo contendo ""A170""","C","004*","-","S"
"A170","92","02","NUM_ITEM","Número seqüencial do item no documento fiscal","N","004","-","S"
"A170","92","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","S"
"A170","92","04","DESCR_COMPL","Descrição complementar do item como adotado no documento fiscal","C","-","-","N"
"A170","92","05","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","-","02","S"
"A170","92","06","VL_DESC","Valor do desconto comercial / exclusão da base de cálculo do PIS/PASEP e da COFINS","N","-","02","N"
"A170","92","07","NAT_BC_CRED","Código da base de cálculo do crédito, conforme a Tabela indicada no item 4.3.7, caso seja informado código representativo de crédito no Campo 09 (CST_PIS) ou no Campo 13 (CST_COFINS).","C","002*","-","N"
"A170","92","08","IND_ORIG_CRED","Indicador da origem do crédito: 0 – Operação no Mercado Interno 1 – Operação de Importação","C","001*","-","N"
"A170","92","09","CST_PIS","Código da Situação Tributária referente ao PIS/PASEP – Tabela 4.3.3.","N","002*","-","S"
"A170","92","10","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP.","N","-","02","N"
"A170","92","11","ALIQ_PIS","Alíquota do PIS/PASEP (em percentual)","N","-","02","N"
"A170","92","12","VL_PIS","Valor do PIS/PASEP","N","-","02","N"
"A170","92","13","CST_COFINS","Código da Situação Tributária referente ao COFINS – Tabela 4.3.4.","N","002*","-","S"
"A170","92","14","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","02","N"
"A170","92","15","ALIQ_COFINS","Alíquota do COFINS (em percentual)","N","006","02","N"
"A170","92","16","VL_COFINS","Valor da COFINS","N","-","02","N"
"A170","92","17","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","-","N"
"A170","92","18","COD_CCUS","Código do centro de custos","C","255","-","N"
"A990","94","01","REG","Texto fixo contendo ""A990""","C","004*","-","S"
"A990","94","02","QTD_LIN_A","Quantidade total de linhas do Bloco A","N","-","-","S"
"C001","95","01","REG","Texto fixo contendo ""C001""","C","004*","-","S"
"C001","95","02","IND_MOV","Indicador de movimento: 0 - Bloco com dados informados; 1 - Bloco sem dados informados","C","001*","-","S"
"C010","95","01","REG","Texto fixo contendo “C010”.","C","004*","-","S"
"C010","95","02","CNPJ","Número de inscrição do estabelecimento no CNPJ.","N","014*","-","S"
"C010","95","03","IND_ESCRI","Indicador da apuração das contribuições e créditos, na escrituração das operações por NF-e e ECF, no período: 1 – Apuração com base nos registros de consolidação das operações por NF-e (C180 e C190) e por ECF (C490); 2 – Apuração com base no registro individualizado de NF-e (C100 e C170) e de ECF (C400)","C","001*","-","N"
"C100","98","01","REG","Texto fixo contendo ""C100""","C","004","-","S"
"C100","98","02","IND_OPER","Indicador do tipo de operação: 0- Entrada; 1- Saída","C","001*","-","S"
"C100","98","03","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros","C","001*","-","S"
"C100","98","04","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","S"
"C100","98","05","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","S"
"C100","98","06","COD_SIT;","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","-","S"
"C100","98","07","SER","Série do documento fiscal","C","003","-","N"
"C100","98","08","NUM_DOC","Número do documento fiscal","N","009","-","S"
"C100","98","09","CHV_NFE","Chave da Nota Fiscal Eletrônica ou da NFC-e","N","044*","-","N"
"C100","98","10","DT_DOC","Data da emissão do documento fiscal","N","008*","-","S"
"C100","98","11","DT_E_S","Data da entrada ou da saída","N","008*","-","N"
"C100","98","12","VL_DOC","Valor total do documento fiscal","N","-","02","S"
"C100","98","13","IND_PGTO","Indicador do tipo de pagamento: 0- À vista; 1- A prazo; 9- Sem pagamento.","C","001*","-","S"
"C100","98","14","VL_DESC","Valor total do desconto","N","-","02","N"
"C100","98","15","VL_ABAT_NT","Abatimento não tributado e não comercial Ex. desconto ICMS nas remessas para ZFM.","N","-","02","N"
"C100","98","16","VL_MERC","Valor total das mercadorias e serviços","N","-","02","N"
"C100","99","17","IND_FRT","Indicador do tipo do frete: 0- Por conta de terceiros; 1- Por conta do emitente; 2- Por conta do destinatário; 9- Sem cobrança de frete.","C","001*","-","S"
"C100","99","18","VL_FRT","Valor do frete indicado no documento fiscal","N","-","02","N"
"C100","99","19","VL_SEG","Valor do seguro indicado no documento fiscal","N","-","02","N"
"C100","99","20","VL_OUT_DA","Valor de outras despesas acessórias","N","-","02","N"
"C100","99","21","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","-","02","N"
"C100","99","22","VL_ICMS","Valor do ICMS","N","-","02","N"
"C100","99","23","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS substituição tributária","N","-","02","N"
"C100","99","24","VL_ICMS_ST","Valor do ICMS retido por substituição tributária","N","-","02","N"
"C100","99","25","VL_IPI","Valor total do IPI","N","-","02","N"
"C100","99","26","VL_PIS","Valor total do PIS","N","-","02","N"
"C100","99","27","VL_COFINS","Valor total da COFINS","N","-","02","N"
"C100","99","28","VL_PIS_ST","Valor total do PIS retido por substituição tributária","N","-","02","N"
"C100","99","29","VL_COFINS_ST","Valor total da COFINS retido por substituição tributária","N","-","02","N"
"C110","104","01","REG","Texto fixo contendo ""C110""","C","004","-","S"
"C110","104","02","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","-","S"
"C110","104","03","TXT_COMP L","Descrição complementar do código de referência.","C","-","-","N"
"C111","105","01","REG","Texto fixo contendo ""C111""","C","004*","-","S"
"C111","105","02","NUM_PRO C","Identificação do processo ou ato concessório","C","020","-","S"
"C111","105","03","IND_PROC","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros.","C","001*","-","S"
"C120","106","01","REG","Texto fixo contendo ""C120""","C","004","-","S"
"C120","106","02","COD_DOC _IMP","Documento de importação: 0 – Declaração de Importação; 1 – Declaração Simplificada de Importação; A partir dos fatos geradores ocorridos em 01/2019: Documento de importação: 0 – Declaração de Importação; 1 – Declaração Simplificada de Importação; 2 – Declaração Única de Importação","C","001*","-","S"
"C120","106","03","NUM_DOC _IMP","Número do documento de Importação.","C","015","-","S"
"C120","106","04","VL_PIS_IM P","Valor pago de PIS na importação","N","-","02","N"
"C120","106","05","VL_COFIN S_IMP","Valor pago de COFINS na importação","N","-","02","N"
"C120","106","06","NUM_ACD RAW","Número do Ato Concessório do regime Drawback","C","020","-","N"
"C170","108","01","REG","Texto fixo contendo ""C170""","C","004","-","S"
"C170","108","02","NUM_ITEM","Número seqüencial do item no documento fiscal","N","003","-","S"
"C170","108","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","S"
"C170","108","04","DESCR_CO MPL","Descrição complementar do item como adotado no documento fiscal","C","-","-","N"
"C170","108","05","QTD","Quantidade do item","N","-","05","N"
"C170","108","06","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","-","N"
"C170","108","07","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","-","02","S"
"C170","108","08","VL_DESC","Valor do desconto comercial / exclusão da base de cálculo do PIS/PASEP e da COFINS","N","-","02","N"
"C170","108","09","IND_MOV","Movimentação física do ITEM/PRODUTO: 0. SIM 1. NÃO","C","001","-","N"
"C170","108","10","CST_ICMS","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1","N","003*","-","N"
"C170","108","11","CFOP","Código Fiscal de Operação e Prestação","N","004*","-","S"
"C170","108","12","COD_NAT","Código da natureza da operação (campo 02 do Registro 0400)","C","010","-","N"
"C170","108","13","VL_BC_IC MS","Valor da base de cálculo do ICMS","N","-","02","N"
"C170","108","14","ALIQ_ICMS","Alíquota do ICMS","N","006","02","N"
"C170","108","15","VL_ICMS","Valor do ICMS creditado/debitado","N","-","02","N"
"C170","108","16","VL_BC_IC MS_ST","Valor da base de cálculo referente à substituição tributária","N","-","02","N"
"C170","108","17","ALIQ_ST","Alíquota do ICMS da substituição tributária na unidade da federação de destino","N","006","02","N"
"C170","108","18","VL_ICMS_S T","Valor do ICMS referente à substituição tributária","N","-","02","N"
"C170","108","19","IND_APUR","Indicador de período de apuração do IPI: 0 - Mensal; 1 Decendial","C","001*","-","N"
"C170","108","20","CST_IPI","Código da Situação Tributária referente ao IPI, conforme a Tabela indicada no item 4.3.2.","C","002*","-","N"
"C170","109","21","COD_ENQ","Código de enquadramento legal do IPI, conforme tabela indicada no item 4.5.3.","C","003*","-","N"
"C170","109","22","VL_BC_IPI","Valor da base de cálculo do IPI","N","-","02","N"
"C170","109","23","ALIQ_IPI","Alíquota do IPI","N","006","02","N"
"C170","109","24","VL_IPI","Valor do IPI creditado/debitado","N","-","02","N"
"C170","109","25","CST_PIS","Código da Situação Tributária referente ao PIS.","N","002*","-","S"
"C170","109","26","VL_BC_PIS","Valor da base de cálculo do PIS/PASEP","N","-","02","N"
"C170","109","27","ALIQ_PIS","Alíquota do PIS (em percentual)","N","008","04","N"
"C170","109","28","QUANT_BC _PIS","Quantidade – Base de cálculo PIS/PASEP","N","-","03","N"
"C170","109","29","ALIQ_PIS_ QUANT","Alíquota do PIS/PASEP (em reais)","N","-","04","N"
"C170","109","30","VL_PIS","Valor do PIS/PASEP","N","-","02","N"
"C170","109","31","CST_COFIN S","Código da Situação Tributária referente ao COFINS.","N","002*","-","S"
"C170","109","32","VL_BC_CO FINS","Valor da base de cálculo da COFINS","N","-","02","N"
"C170","109","33","ALIQ_COFI NS","Alíquota do COFINS (em percentual)","N","008","04","N"
"C170","109","34","QUANT_BC _COFINS","Quantidade – Base de cálculo COFINS","N","-","03","N"
"C170","109","35","ALIQ_COFI NS_QUANT","Alíquota da COFINS (em reais)","N","-","04","N"
"C170","109","36","VL_COFINS","Valor da COFINS","N","-","02","N"
"C170","109","37","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","-","N"
"C175","113","01","REG","Texto fixo contendo ""C175”","C","004*","-","S"
"C175","113","02","CFOP","Código fiscal de operação e prestação","N","004*","-","S"
"C175","113","03","VL_OPR","Valor da operação na combinação de CFOP, CST e alíquotas, correspondente ao somatório do valor das mercadorias e produtos constantes no documento.","N","-","02","S"
