"Register","Page","Nº","Campo","Descrição","Tipo","Tamanho","Decimal","Valores Válidos","Obrigatório"
"0001","68","1","REG","Texto fixo contendo a identificação do registro (0001).","C","4","-","[0001]","Sim"
"0001","68","2","IND_DAD","Indicador de movimento: 0 – Bloco com dados informados. 1 – Bloco sem dados informados.","N","1","-","[0;1]","Sim"
"0010","69","1","REG","Texto fixo contendo a identificação do registro (0010).","C","4","-","[0010]","Sim"
"0010","69","2","HASH_ECF_ANTERIOR","Hashcode da ECF do período imediatamente anterior a ser recuperado (Escrituração da qual os saldos da parte B do e-LALUR foram recuperados). Campo preenchido automaticamente pelo sistema.","C","40","-","-","Não"
"0010","69","3","OPT_REFIS","Indicador de Optante pelo Refis: S - Sim N – Não A pessoa jurídica deve assinalar este campo quando for optante pelo Programa de Recuperação Fiscal (Refis). Atenção: Este campo só deve ser assinalado pela pessoa jurídica optante pelo Programa de Recuperação Fiscal (Refis), instituído pela Lei nº 9.964, de 10 de abril de 2000, e que dele não tenha sido excluída. A pessoa jurídica que for apenas optante pelo Parcelamento Especial (Paes) de que trata a Lei nº 10.684, de 30 de maio de 2003, e outros reparcelamentos não deve assinalar este campo.","C","1","-","[S;N]","Sim"
"0010","70","4","OPT_PAES","Indicador de Optante pelo Paes: S – Sim N – Não A pessoa jurídica deve assinalar este campo quando for optante pelo Parcelamento Especial (Paes), de que trata a Lei nº 10.684, de 30 de maio de 2003.","C","1","-","[S;N]","Sim"
"0020","78","1","REG","Texto fixo contendo a identificação do registro (0020).","C","4","-","[0020]","Sim"
"0020","78","2","IND_ALIQ_CSLL","PJ Sujeita à Alíquota da CSLL de 9% ou 17% ou 20% em 31/12/2015: 1 – 9% 2 – 17% 3 – 20% De acordo com o art. 1º da Lei nº 13.169, de 6 de outubro de 2015: A Lei nº 7.689, de 15 de dezembro de 1988, passa a vigorar com as seguintes alterações: “Art. 3º ........................................................................ I - 20% (vinte por cento), no período compreendido entre 1º de setembro de 2015 e 31 de dezembro de 2018, e 15% (quinze por cento) a partir de 1º de janeiro de 2019, no caso das pessoas jurídicas de seguros privados, das de capitalização e das referidas nos incisos I a VII e X do § 1º do art. 1º da Lei Complementar no 105, de 10 de janeiro de 2001; II - 17% (dezessete por cento), no período compreendido entre 1º de outubro de 2015 e 31 de dezembro de 2018, e 15% (quinze por cento) a partir de 1º de janeiro de 2019, no caso das pessoas jurídicas referidas no inciso IX do § 1º do art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001; III - 9% (nove por cento), no caso das demais pessoas jurídicas.","N","1","-","[1;2;3]","Sim"
"0020","79","3","IND_QTE_SCP","Quantidade total de SCP do Sócio Ostensivo de SCP.","N","3","-","-","Sim"
"0020","79","4","IND_ADM_FUN_CLU","Administradora de Fundos e Clubes de Investimento: S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","79","5","IND_PART_CONS","Participações em Consórcios de Empresas: S – Sim N – Não A pessoa jurídica participante de consórcio constituído nos termos do disposto nos arts. 278 e 279 da Lei nº 6.404, de 15 de dezembro de 1976, deve assinalar este campo. Atenção: Somente deve ser assinalado este campo quando houver receita de pelo menos uma consorciada.","C","1","-","[S;N]","Sim"
"0020","79","6","IND_OP_EXT","Operações com o Exterior: S – Sim N – Não A pessoa jurídica, inclusive instituição financeira ou companhia seguradora, conforme relacionadas no § 1º do art. 22 da Lei nº 8.212, de 1991, e no inciso II do art. 14 da Lei nº 9.718, de 1998, que realizou exportação/importação de bens, serviços ou direitos ou auferiu receitas financeiras ou incorreu em despesas financeiras em operações efetuadas com pessoa física ou jurídica residente ou domiciliada no exterior, ainda que essas operações não tenham sido realizadas com pessoa vinculada ou com pessoa residente ou domiciliada em país ou dependência com tributação favorecida ou cuja legislação interna oponha sigilo relativo à composição societária de pessoas jurídicas ou a sua titularidade, deve assinalar este campo. Deve também assinalar este campo a pessoa jurídica, inclusive instituição financeira ou companhia seguradora, que realizar as operações acima referidas por intermédio de interposta pessoa.","C","1","-","[S;N]","Sim"
"0020","80","7","IND_OP_VINC","Operações com Pessoa Vinculada/Interposta Pessoa / País com Tributação Favorecida. S – Sim N – Não Deve assinalar este campo, a pessoa jurídica, inclusive instituição financeira ou companhia seguradora, conforme relacionadas no § 1º do art. 22 da Lei nº 8.212, de 1991, e no inciso II do art. 14 da Lei nº 9.718, de 1998, que realizou exportação/importação de bens, serviços ou direitos ou auferiu receitas financeiras ou incorreu em despesas financeiras em operações efetuadas com pessoa física ou jurídica residente ou domiciliada no exterior, considerada pela legislação brasileira: a) pessoa vinculada; b) pessoa residente ou domiciliada em países com tributação favorecida ou cuja legislação interna oponha sigilo relativo à composição societária de pessoas jurídicas ou a sua titularidade; e c) a partir de 1º de janeiro de 2009, pessoa residente ou domiciliada no exterior, que goze, nos termos da legislação, de regime fiscal privilegiado (Art. 24-A da Lei nº 9.430, de 1996, instituído pela Lei nº 11.727, de 2008). Deve também assinalar este campo a pessoa jurídica, inclusive instituição financeira ou companhia seguradora, que realizar as operações acima referidas por intermédio de interposta pessoa.","C","1","-","[S;N]","Sim"
"0020","80","8","IND_PJ_ENQUAD","PJ Enquadrada nos artigos 48 ou 49 da Instrução Normativa RFB nº 1.312/2012: S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","80","9","IND_PART_EXT","Participações no Exterior: A pessoa jurídica deve assinalar este campo, caso tenha participações no exterior. S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","80","10","IND_ATIV_RURAL","Atividade Rural: A pessoa jurídica deve assinalar este campo, caso explore atividade rural. S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","81","11","IND_LUC_EXP","Existência de Lucro da Exploração: S – Sim N – Não Este campo deve ser assinalado pelas pessoas jurídicas que adotam a forma de tributação pelo lucro real, inclusive se optantes pelo Refis, que gozem de benefícios fiscais calculados com base no lucro da exploração.","C","1","-","[S;N]","Sim"
"0020","81","12","IND_RED_ISEN","Isenção e Redução do Imposto para Lucro Presumido: S – Sim N – Não A pessoa jurídica tributada pelo lucro presumido e optante pelo Refis deve assinalar este campo caso usufrua benefícios fiscais relativos a isenção ou redução do imposto de renda.","C","1","-","[S;N]","Sim"
"0020","81","13","IND_FIN","Indicativo da Existência de FINOR/FINAM: S – Sim N – Não Este campo deve ser assinalado pelas pessoas jurídicas ou grupos de empresas coligadas de que trata o art. 9º da Lei nº 8.167, de 1991, alterado pela Medida Provisória nº 2.199-14, de 24 de agosto de 2001, titulares de empreendimento de setor da economia considerado, em ato do Poder Executivo, prioritário para o desenvolvimento regional, aprovado ou protocolizado até 2 de maio de 2001 nas áreas da Sudam e da Sudene ou do Grupo Executivo para Recuperação Econômica do Estado do Espírito Santo (Geres) (MP nº 2.199-14, de 2001, art. 4º, e MP nº 2.145, de 2 de maio de 2001, art. 50, XX, atuais MP nº 2.156-5, de 2001, art. 32, XVIII, e nº 2.157-5, de 2001, art. 32, IV).","C","1","-","[S;N]","Sim"
"0020","81","14","IND_DOA_ELEIT","Doações a Campanhas Eleitorais: S – Sim N – Não A pessoa jurídica deve assinalar este campo, caso tenha efetuado, durante o ano-calendário, doações a candidatos, comitês financeiros e partidos políticos, ainda que na forma de fornecimento de mercadorias ou prestação de serviços para campanhas eleitorais.","C","1","-","[S;N]","Sim"
"0020","82","15","IND_PART_COLIG","Participação Avaliada pelo Método de Equivalência Patrimonial: S – Sim N – Não A pessoa jurídica domiciliada no Brasil, que teve participações permanentes, no ano-calendário, em capital de pessoa jurídica domiciliada no Brasil ou no exterior, considerada, pela legislação brasileira, avaliada pelo método de equivalência patrimonial, deve assinalar este campo.","C","1","-","[S;N]","Sim"
"0020","82","16","IND_VEND_EXP","PJ Efetuou Vendas a Empresa Comercial Exportadora com Fim Específico de Exportação: S – Sim N – Não Este campo deve ser assinalado pela pessoa jurídica que efetuou vendas, no ano-calendário, a empresas comerciais exportadoras.","C","1","-","[S;N]","Sim"
"0020","82","17","IND_ REC_EXT","Recebimentos do Exterior ou de Não Residentes: S – Sim N – Não Deve assinalar este campo, a pessoa jurídica que recebeu, durante o ano- calendário, de pessoas físicas ou jurídicas, residentes ou domiciliadas no exterior ou de não-residentes: - quaisquer valores mediante operações de câmbio de qualquer natureza; - quaisquer valores por intermédio de transferências internacionais em reais (TIR), ou seja, provenientes de conta bancária em reais (R$) titulada por não-residente; - valores iguais ou superiores a R$ 120.000,00 (cento e vinte mil reais), equivalentes a R$ 10.000,00 por mês, por intermédio de cartões de crédito; - quaisquer valores por intermédio de depósitos em contas bancárias mantidas no exterior.","C","1","-","[S;N]","Sim"
"0020","83","18","IND_ATIV_EXT","Ativos no Exterior: S – Sim N – Não Preenchida por todas as pessoas jurídicas (Sim), salvo quando o valor contábil total dos ativos a declarar, convertido para Reais no final do período abrangido pela ECF, for inferior a R$ 100.000,00 (cem mil reais) (Não).","C","1","-","[S;N]","Sim"
"0020","83","19","IND_COM_EXP","PJ Comercial Exportadora: S – Sim N – Não Este campo deve ser assinalado pela empresa comercial exportadora que comprou produtos com o fim específico de exportação ou exportou, no ano-calendário, produtos adquiridos com esta finalidade.","C","1","-","[S;N]","Sim"
"0020","83","20","IND_PGTO_EXT","Pagamentos ao Exterior ou a Não Residentes: S – Sim N – Não Deve assinalar este campo, a pessoa jurídica que tiver pagado, creditado, entregado, empregado ou remetido, durante o ano-calendário, a pessoas físicas ou jurídicas, residentes ou domiciliadas no exterior ou a não-residentes: - quaisquer valores mediante operações de câmbio de qualquer natureza; - quaisquer valores por intermédio de transferências internacionais em reais (TIR), ou seja, pela utilização de reais (R$) para crédito de conta bancária titulada por não-residentes; - valores iguais ou superiores a R$ 120.000,00 (cento e vinte mil reais), equivalentes a R$ 10.000,00 por mês, por intermédio de cartões de crédito; - quaisquer valores mediante a utilização de recursos mantidos no exterior.","C","1","-","[S;N]","Sim"
"0020","84","21","IND_E-COM_TI","Comércio Eletrônico e Tecnologia da Informação: S – Sim N – Não A pessoa jurídica que efetuou durante o ano-calendário vendas de bens (tangíveis ou intangíveis) ou tiver prestado serviços, por meio da Internet, para pessoas físicas e jurídicas, residentes ou domiciliadas no Brasil ou no exterior, deve assinalar este campo. Ao assinalar este campo, são disponibilizados os registros X400 (Comércio Eletrônico e Tecnologia da Informação) e X410 (Comércio Eletrônico).","C","1","-","[S;N]","Sim"
"0020","84","22","IND_ROY_REC","Royalties Recebidos do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver recebido, durante o ano-calendário, de pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, rendimentos a título de royalties relativos a: exploração econômica dos direitos patrimoniais do autor, de marcas, de patentes e de desenho industrial; exploração de know-how; exploração de franquias e exploração dos direitos relativos à propriedade intelectual referente a cultivares, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","84","23","IND_ROY_PAG","Royalties Pagos a Beneficiários do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver efetuado pagamento ou remessa, durante o ano-calendário, a pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, a título de royalties relativos a: exploração econômica dos direitos patrimoniais do autor, de marcas, de patentes e de desenho industrial; exploração de know-how; exploração de franquias e exploração dos direitos relativos à propriedade intelectual referente a cultivares, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","85","24","IND_REND_SERV","Rendimentos Relativos a Serviços, Juros e Dividendos Recebidos do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver recebido, durante o ano-calendário, de pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, rendimentos relativos a: serviços de assistência técnica, científica, administrativa e semelhantes que impliquem transferência de tecnologia; serviços técnicos e de assistência que não impliquem transferência de tecnologia; juros sobre capital próprio, bem como juros decorrentes de contratos de mútuo entre empresas ligadas e juros decorrentes de contratos de financiamento; dividendos decorrentes de participações em outras empresas, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","85","25","IND_PGTO_REM","Pagamentos ou Remessas a Título de Serviços, Juros e Dividendos a Beneficiários do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver pagado ou remetido, durante o ano- calendário, a pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, valores relativos a: serviços de assistência técnica, científica, administrativa e semelhantes que impliquem transferência de tecnologia; serviços técnicos e de assistência que não impliquem transferência de tecnologia; juros sobre capital próprio, bem como juros decorrentes de contratos de mútuo entre empresas ligadas e juros decorrentes de contratos de financiamento; dividendos decorrentes de participações em outras empresas, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","86","26","IND_INOV_TEC","Inovação Tecnológica e Desenvolvimento Tecnológico: S – Sim N – Não A pessoa jurídica beneficiária de incentivos fiscais relativos às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica de que tratam os arts. 17 a 26 da Lei nº 11.196, de 21 de novembro de 2005, ou a pessoa jurídica executora dos programas de desenvolvimento tecnológico industrial ou agropecuário (PDTI/PDTA) de que trata a Lei nº 8.661, de 1993, aprovados até 31 de dezembro de 2005, que não tenha migrado para o regime estabelecido nos arts. 17 a 26 da Lei nº 11.196, de 2005, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","86","27","IND_CAP_INF","Capacitação de Informática e Inclusão Digital: S – Sim N – Não A pessoa jurídica que tiver investido em atividades de pesquisa e desenvolvimento em tecnologia da informação no âmbito dos programas de capacitação e competitividade dos setores de informática e automação e tecnologias da informação de que trata a Lei nº 8.248, de 23 de outubro de 1991, a Lei nº 10.176, de 11 de janeiro de 2001, e a Lei nº 11.077, de 30 de dezembro de 2004, regulamentadas pelo Decreto nº 5.906, de 26 de setembro de 2006, ou tiver efetuado venda a varejo nos termos dos arts. 28 a 30 da Lei nº 11.196, de 2005, que dispõem sobre o programa de inclusão digital, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","87","28","IND_PJ_HAB","PJ Habilitada no Repes, Recap, Padis, PATVD, Reidi, Repenec, Reicomp, Retaero, Recine, Resíduos Sólidos, Recopa, Copa do Mundo, Retid, REPNBL-Redes, Reif e Olimpíadas: S – Sim N – Não A pessoa jurídica habilitada no Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação (Repes) ou no Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras (Recap) instituídos pela Lei nº 11.196, de 2005, regulamentados pelos Decretos nº 5.712, de 2 de março de 2006, e nº 5.649, de 29 de dezembro de 2005, respectivamente, deve assinalar este campo. Também deve assinalar este campo a pessoa jurídica executora de projeto aprovado no âmbito do Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores (Padis) ou do Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Equipamentos para TV Digital (PATVD), instituídos pela Lei nº 11.484, de 2007. Este campo deve também ser assinalado pela pessoa jurídica habilitada ou co-habilitada no Regime Especial de Incentivos e Desenvolvimento da Infraestrutura (Reidi), instituído pela Lei nº 11.488, de 15 de junho de 2007, e regulamentado pelo Decreto nº 6.144, de 3 de julho de 2007, com alterações introduzidas pelo Decreto nº 6.167, de 24 de julho de 2007. Habilitada ou co-habilitada no Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura da Indústria Petrolífera das Regiões Norte, Nordeste e Centro-Oeste (Repenec), instituído pela Lei nº 12.249, de 2010, regulamentado pelo Decreto nº 7.320, de 28 de setembro de 2010. Habilitada no Regime Especial de Incentivo a Computadores para Uso Educacional (REICOMP), instituído pela Lei nº 12.715, de 17 de setembro de 2012. Habilitada no Regime Especial para a Indústria Aeronáutica Brasileira (Retaero), instituído pela Lei nº 12.249, de 2010.","C","1","-","[S;N]","Sim"
"0020","89","29","IND_POLO_AM","Pólo Industrial de Manaus e Amazônia Ocidental: S – Sim N – Não A pessoa jurídica que estiver localizada na área de atuação da Superintendência da Zona Franca de Manaus (Suframa) que seja beneficiária dos incentivos de que trata o Decreto-lei nº 288, de 28 de fevereiro de 1967, e alterações posteriores; a Lei nº 8.387, de 30 de dezembro de 1991, e alterações posteriores; ou o Decreto-lei nº 356, de 15 de agosto de 1968, e alterações posteriores (Amazônia Ocidental), deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","89","30","IND_ZON_EXP","Zonas de Processamento de Exportação: S – Sim N – Não A pessoa jurídica autorizada a operar em Zonas de Processamento de Exportação, voltadas para a produção de bens a serem comercializados no exterior, de acordo com o estabelecido pela Lei nº 11.508, de 20 de julho de 2007 e pela Lei nº 11.732, de 30 de junho de 2008, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","89","31","IND_AREA_COM","Áreas de Livre Comércio: S – Sim N – Não A pessoa jurídica autorizada a operar nas Áreas de Livre Comércio de Boa Vista, Bonfim, Tabatinga, Macapá e Santana, Brasiléia, Cruzeiro do Sul ou Guajará-Mirim, beneficiária dos incentivos de que tratam a Lei nº 8.256, de 25 de novembro de 1991, a Lei nº 11.732, de 30 de junho de 2008, a Lei nº 7.965, de 22 de dezembro de 1989, a Lei nº 8.387, de 30 de dezembro de 1991, o Decreto nº 517, de 8 de maio de 1992, a Lei nº 8.857, de 8 de março de 1994, e a Lei nº 8.210, de 19 de julho de 1991, e alterações posteriores, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","89","32","IND_PAIS_A_PAIS","A pessoa jurídica é entidade integrante de grupo multinacional, nos termos da Instrução Normativa RFB nº 1.681/2016? S - Sim N - Não","C","1","-","[S;N]","Sim"
"0021","94","1","REG","Texto fixo contendo a identificação do registro (0021).","C","4","-","[0021]","Sim"
"0021","94","2","IND_REPES","Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação (Repes): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","94","3","IND_RECAP","Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras (Recap): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","94","4","IND_PADIS","Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores (Padis): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","94","5","IND_PATVD","Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Equipamentos para TV Digital (PATVD): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","94","6","IND_REIDI","Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura (Reidi): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","94","7","IND_REPENEC","Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura da Indústria Petrolífera das Regiões Norte, Nordeste e Centro-Oeste (Repenec): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","8","IND_REICOMP","Regime Especial de Incentivo a Computadores para Uso Educacional (Reicomp): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","9","IND_RETAERO","Regime Especial para a Indústria Aeronáutica Brasileira (Retaero): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","10","IND_RECINE","Regime Especial de Tributação para Desenvolvimento da Atividade de Exibição Cinematográfica (Recine): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","11","IND_RESIDUOS_SOLIDOS","Estabelecimentos industriais façam jus a crédito presumido do IPI na aquisição de resíduos sólidos, de que trata a Lei nº 12.375, de 30 de dezembro de 2010: S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","12","IND_RECOPA","Regime Especial de Tributação para construção, ampliação, reforma ou modernização de estádios de futebol (Recopa): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","13","IND_COPA_DO_MUNDO","Habilitada para fins de fruição dos benefícios fiscais, não abrangidos na alínea anterior, relativos à realização, no Brasil, da Copa das Confederações FIFA 2013 e da Copa do Mundo FIFA 2014, de que trata a Lei nº 12.350, de 2010, regulamentada pelo Decreto nº 7.578, e 11 de outubro de 2011: S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","14","IND_RETID","Regime Especial Tributário para a Indústria de Defesa (Retid): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","95","15","IND_REPNBL_REDES","Regime Especial de Tributação do Programa Nacional de Banda Larga para Implantação de Redes de Telecomunicações (REPNBL-Redes): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","96","16","IND_REIF","Regime Especial de Incentivo ao Desenvolvimento da Infraestrutura da Indústria de Fertilizantes (REIF): S - Sim N - Não","C","1","-","[S;N]","Não"
"0021","96","17","IND_OLIMPIADAS","Habilitada para fins de fruição dos benefícios fiscais, relativos à realização, no Brasil, dos Jogos Olímpicos de 2016 e dos Jogos Paraolímpicos de 2016, de que trata a Lei nº 12.780, de 2013: S - Sim N - Não","C","1","-","[S;N]","Não"
"0030","97","1","REG","Texto fixo contendo a identificação do registro (0030).","C","4","-","[0030]","Sim"
"0030","97","2","COD_NAT","Código da natureza jurídica, conforme tabela do Sped (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas/SPEDECF_LOCAL$SPEDECF_NATURE ZA_JURIDICA).","N","4","-","Código da Natureza Jurídica","Sim"
"0030","97","3","CNAE_FISCAL","Código da atividade econômica (CNAE-Fiscal), conforme tabela do Sped (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas/SPEDECF_LOCAL$SPEDECF_CNAE). Atenção: Se houver mais de uma atividade, indicar a de maior faturamento.","N","7","-","CNAE Fiscal","Sim"
"0030","97","4","ENDERECO","Endereço da pessoa jurídica.","C","150","-","-","Sim"
"0030","97","5","NUM","Número","C","6","-","-","Sim"
"0030","97","6","COMPL","Complemento","C","50","-","-","Não"
"0030","97","7","BAIRRO","Bairro/Distrito","C","50","-","-","Sim"
"0030","97","8","UF","UF, conforme do tabela do Sped (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas/SPEDECF_GLOBAL$UF_SIG_NOM).","C","2","-","Sigla da UF","Sim"
"0030","97","9","COD_MUN","Código do Município, conforme tabela do Sped (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas/SPEDECF_GLOBAL$SPEDCONTABIL_ MUNICIPIOS).","C","7","-","Código do Município","Sim"
"0030","97","10","CEP","Código de Endereçamento Postal (CEP)","C","8","-","-","Sim"
"0030","97","11","NUM_TEL","DDD + Número do Telefone","N","15","-","-","Não"
"0030","97","12","EMAIL","Correio eletrônico","C","115","-","-","Sim"
"0035","99","1","REG","Texto fixo contendo a identificação do registro (0035).","C","4","-","[0035]","Sim"
"0035","99","2","COD_SCP","CNPJ da SCP (Art. 4º, XVII, da Instrução Normativa RFB nº 1.634, de 6 de maio de 2016).","C","14","-","-","Sim"
"0035","99","3","NOME_SCP","Descrição da SCP","C","-","-","-","Não"
"0930","101","1","REG","Texto fixo contendo a identificação do registro (0930).","C","4","-","[0930]","Sim"
"0930","101","2","IDENT_NOM","Nome do Signatário","C","-","-","-","Sim"
"0930","101","3","IDENT_CPF_CNPJ","CPF/CNPJ: coluna na informado o exatamente ser deve campo do O tamanho “Tamanho”.","N","CPF (11) CNPJ(14)","-","-","Sim"
"0930","101","4","IDENT_QUALIF","Código de qualificação do assinante, conforme tabela do Sped (Disponibilizada no programa da ECF no diretório Arquivos de Programas/Programas Sped/ECf/SpedEcf/Recursos/Tabelas/SPEDECF_LOCAL$SPEDECF_Q UALIF_ASSINANTE).","C","3","-","-","Sim"
