"register","index","code","type","required","length","decimal","spec_type","spec_required","desc"
"0145","3","VL_REC_TOT","float","True","","02","N","S","Valor da Receita Bruta Total da Pessoa Jurídica no Período"
"0145","4","VL_REC_ATIV","float","True","","02","N","S","Valor da Receita Bruta da(s) Atividade(s) Sujeita(s) à Contribuição Previdenciária sobre a Receita Bruta"
"0145","5","VL_REC_DEMAIS_ATIV","float","False","","02","N","N","Valor da Receita Bruta da(s) Atividade(s) não Sujeita(s) à Contribuição Previdenciária sobre a Receita Bruta"
"0145","6","INFO_COMPL","char","False","","","C","N","Informação complementar"
"0150","2","COD_PART","char","True","060","","C","S","Código de identificação do participante no arquivo."
"0150","3","NOME","char","True","100","","C","S","Nome pessoal ou empresarial do participante."
"0150","4","COD_PAIS","int","True","005","","N","S","Código do país do participante, conforme a tabela indicada no item 3.2.1."
"0150","5","CNPJ","int","False","014*","","N","N","CNPJ do participante."
"0150","6","CPF","int","False","011*","","N","N","CPF do participante."
"0150","7","IE","char","False","014","","C","N","Inscrição Estadual do participante."
"0150","8","COD_MUN","int","False","007*","","N","N","Código do município, conforme a tabela IBGE"
"0150","9","SUFRAMA","char","False","009*","","C","N","Número de inscrição do participante na Suframa"
"0150","10","END","char","False","060","","C","N","Logradouro e endereço do imóvel"
"0150","11","NUM","char","False","","","C","N","Número do imóvel"
"0150","12","COMPL","char","False","060","","C","N","Dados complementares do endereço"
"0150","13","BAIRRO","char","False","060","","C","N","Bairro em que o imóvel está situado"
"0190","2","UNID","char","True","006","","C","S","Código da unidade de medida"
"0190","3","DESCR","char","True","","","C","S","Descrição da unidade de medida"
"0200","2","COD_ITEM","char","True","060","","C","S","Código do item"
"0200","3","DESCR_ITEM","char","True","","","C","S","Descrição do item"
"0200","4","COD_BARRA","char","False","","","C","N","Representação alfanumérico do código de barra do produto, se houver."
"0200","5","COD_ANT_ITEM","char","False","060","","C","N","Código anterior do item com relação à última informação apresentada."
"0200","6","UNID_INV","char","False","006","","C","N","Unidade de medida utilizada na quantificação de estoques."
"0200","7","TIPO_ITEM","int","True","002*","","N","S","Tipo do item – Atividades Industriais, Comerciais e Serviços: 00 – Mercadoria para Revenda;"
"0200","8","COD_NCM","char","False","008","","C","N","Código da Nomenclatura Comum do Mercosul"
"0200","9","EX_IPI","char","False","003","","C","N","Código EX, conforme a TIPI"
"0200","10","COD_GEN","int","False","002*","","N","N","Código do gênero do item, conforme a Tabela 4.2.1."
"0200","11","COD_LST","int","False","004","","N","N","Código do serviço conforme lista do Anexo I da Lei Complementar Federal nº 116/03."
"0200","12","ALIQ_ICMS","float","False","006","02","N","N","Alíquota de ICMS aplicável ao item nas operações internas"
"0205","2","DESCR_ANT_ITEM","char","False","","","C","N","Descrição anterior do item"
"0205","3","DT_INI","date","True","008*","","N","S","Data inicial de utilização da descrição do item"
"0205","4","DT_FIM","date","True","008*","","N","S","Data final de utilização da descrição do item"
"0205","5","COD_ANT_ITEM","char","False","060","","C","N","Código anterior do item com relação à última informação apresentada."
"0206","2","COD_COMB","char","True","","","C","S","Código do combustível, conforme tabela publicada pela ANP"
"0208","2","COD_TAB","char","True","002","","C","S","Código indicador da Tabela de Incidência, conforme Anexo III do Decreto nº 6.707/08: 01 – Tabela I 02 – Tabela II 03 – Tabela III 04 – Tabela IV 05 – Tabela V 06 – Tabela VI 07 – Tabela VII 08– Tabela VIII 09 – Tabela IX 10 – Tabela X 11 – Tabela XI 12 – Tabela XII"
"0208","3","COD_GRU","char","True","002","","C","S","Código do grupo, conforme Anexo III do Decreto nº 6.707/08."
"0208","4","MARCA_COM","char","True","060","","C","S","Marca Comercial"
"0400","2","COD_NAT","char","True","010","","C","S","Código da natureza da operação/prestação"
"0400","3","DESCR_NAT","char","True","","","C","S","Descrição da natureza da operação/prestação"
"0450","2","COD_INF","char","True","006","","C","S","Código da informação complementar do documento fiscal."
"0450","3","TXT","char","True","","","C","S","Texto livre da informação complementar existente no documento fiscal, inclusive espécie de normas legais, poder normativo, número, capitulação, data e demais referências pertinentes com indicação referentes ao tributo."
"0500","2","DT_ALT","date","True","008*","","N","S","Data da inclusão/alteração"
"0500","3","COD_NAT_CC","char","True","002*","","C","S","Código da natureza da conta/grupo de contas: 01 - Contas de ativo 02 - Contas de passivo; 03 - Patrimônio líquido; 04 - Contas de resultado; 05 - Contas de compensação; 09 - Outras."
"0500","4","IND_CTA","char","True","001*","","C","S","Indicador do tipo de conta: S - Sintética (grupo de contas); A - Analítica (conta)."
"0500","5","NÍVEL","int","True","005","","N","S","Nível da conta analítica/grupo de contas."
"0500","6","COD_CTA","char","True","255","","C","S","Código da conta analítica/grupo de contas."
"0500","7","NOME_CTA","char","True","060","","C","S","Nome da conta analítica/grupo de contas."
"0500","8","COD_CTA_REF","char","False","060","","C","N","Código da conta correlacionada no Plano de Contas Referenciado, publicado pela RFB."
"0500","9","CNPJ_EST","int","False","014*","","N","N","CNPJ do estabelecimento, no caso da conta informada no campo COD_CTA ser específica de um estabelecimento."
"0600","2","DT_ALT","date","True","008*","","N","S","Data da inclusão/alteração."
"0600","3","COD_CCUS","char","True","255","","C","S","Código do centro de custos."
"0600","4","CCUS","char","True","060","","C","S","Nome do centro de custos."
"0990","2","QTD_LIN_0","int","True","","","N","S","Quantidade total de linhas do Bloco 0"
"A001","2","IND_MOV","char","True","001","","C","S","Indicador de movimento: 0 - Bloco com dados informados; 1 - Bloco sem dados informados"
"A010","2","CNPJ","int","True","014*","","N","S","Número de inscrição do estabelecimento no CNPJ."
"A100","2","IND_OPER","char","True","001*","","C","S","Indicador do tipo de operação: 0 - Serviço Contratado pelo Estabelecimento; 1 - Serviço Prestado pelo Estabelecimento."
"A100","3","IND_EMIT","char","True","001*","","C","S","Indicador do emitente do documento fiscal: 0 - Emissão Própria; 1 - Emissão de Terceiros"
"A100","4","COD_PART","char","False","060","","C","N","Código do participante (campo 02 do Registro 0150): - do emitente do documento, no caso de emissão de terceiros; - do adquirente, no caso de serviços prestados."
"A100","5","COD_SIT","int","True","002*","","N","S","Código da situação do documento fiscal: 00 – Documento regular 02 – Documento cancelado"
"A100","6","SER","char","False","020","","C","N","Série do documento fiscal"
"A100","7","SUB","char","False","020","","C","N","Subsérie do documento fiscal"
"A100","8","NUM_DOC","char","True","060","","C","S","Número do documento fiscal ou documento internacional equivalente"
"A100","9","CHV_NFSE","char","False","060","","C","N","Chave/Código de Verificação da nota fiscal de serviço eletrônica"
"A100","10","DT_DOC","date","True","008*","","N","S","Data da emissão do documento fiscal"
"A100","11","DT_EXE_SERV","date","False","008*","","N","N","Data de Execução / Conclusão do Serviço"
"A100","12","VL_DOC","float","True","","02","N","S","Valor total do documento"
"A100","13","IND_PGTO","char","True","001*","","C","S","Indicador do tipo de pagamento: 0- À vista; 1- A prazo; 9- Sem pagamento."
"A100","14","VL_DESC","float","False","","02","N","N","Valor total do desconto"
"A100","15","VL_BC_PIS","float","True","","02","N","S","Valor da base de cálculo do PIS/PASEP"
"A100","16","VL_PIS","float","True","","02","N","S","Valor total do PIS"
"A100","17","VL_BC_COFINS","float","True","","02","N","S","Valor da base de cálculo da COFINS"
"A100","18","VL_COFINS","float","True","","02","N","S","Valor total da COFINS"
"A100","19","VL_PIS_RET","float","False","","02","N","N","Valor total do PIS retido na fonte"
"A100","20","VL_COFINS_RET","float","False","","02","N","N","Valor total da COFINS retido na fonte."
"A100","21","VL_ISS","float","False","","02","N","N","Valor do ISS"
"A110","2","COD_INF","char","True","006","","C","S","Código da informação complementar do documento fiscal (Campo 02 do Registro 0450)"
"A110","3","TXT_COMPL","char","False","","","C","N","Informação Complementar do Documento Fiscal"
"A111","2","NUM_PROC","char","True","015","","C","S","Identificação do processo ou ato concessório"
"A111","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 - Outros."
"A120","2","VL_TOT_SERV","float","True","","02","N","S","Valor total do serviço, prestado por pessoa física ou jurídica domiciliada no exterior."
"A120","3","VL_BC_PIS","float","True","","02","N","S","Valor da base de cálculo da Operação – PIS/PASEP – Importação"
"A120","4","VL_PIS_IMP","float","False","","02","N","N","Valor pago/recolhido de PIS/PASEP – Importação"
"A120","5","DT_PAG_PIS","date","False","008 *","","N","N","Data de pagamento do PIS/PASEP – Importação"
"A120","6","VL_BC_COFINS","float","True","","02","N","S","Valor da base de cálculo da Operação – COFINS – Importação"
"A120","7","VL_COFINS_IMP","float","False","","02","N","N","Valor pago/recolhido de COFINS – Importação"
"A120","8","DT_PAG_COFINS","date","False","008 *","","N","N","Data de pagamento do COFINS – Importação"
"A120","9","LOC_EXE_SERV","char","True","001 *","","C","S","Local da execução do serviço: 0 – Executado no País; 1 – Executado no Exterior, cujo resultado se verifique no País."
"A170","2","NUM_ITEM","int","True","004","","N","S","Número seqüencial do item no documento fiscal"
"A170","3","COD_ITEM","char","True","060","","C","S","Código do item (campo 02 do Registro 0200)"
"A170","4","DESCR_COMPL","char","False","","","C","N","Descrição complementar do item como adotado no documento fiscal"
"A170","5","VL_ITEM","float","True","","02","N","S","Valor total do item (mercadorias ou serviços)"
"A170","6","VL_DESC","float","False","","02","N","N","Valor do desconto comercial / exclusão da base de cálculo do PIS/PASEP e da COFINS"
"A170","7","NAT_BC_CRED","char","False","002*","","C","N","Código da base de cálculo do crédito, conforme a Tabela indicada no item 4.3.7, caso seja informado código representativo de crédito no Campo 09 (CST_PIS) ou no Campo 13 (CST_COFINS)."
"A170","8","IND_ORIG_CRED","char","False","001*","","C","N","Indicador da origem do crédito: 0 – Operação no Mercado Interno 1 – Operação de Importação"
"A170","9","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP – Tabela 4.3.3."
"A170","10","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP."
"A170","11","ALIQ_PIS","float","False","","02","N","N","Alíquota do PIS/PASEP (em percentual)"
"A170","12","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"A170","13","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente ao COFINS – Tabela 4.3.4."
"A170","14","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"A170","15","ALIQ_COFINS","float","False","006","02","N","N","Alíquota do COFINS (em percentual)"
"A170","16","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"A170","17","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"A170","18","COD_CCUS","char","False","255","","C","N","Código do centro de custos"
"A990","2","QTD_LIN_A","int","True","","","N","S","Quantidade total de linhas do Bloco A"
"C001","2","IND_MOV","char","True","001*","","C","S","Indicador de movimento: 0 - Bloco com dados informados; 1 - Bloco sem dados informados"
"C010","2","CNPJ","int","True","014*","","N","S","Número de inscrição do estabelecimento no CNPJ."
"C010","3","IND_ESCRI","char","False","001*","","C","N","Indicador da apuração das contribuições e créditos, na escrituração das operações por NF-e e ECF, no período: 1 – Apuração com base nos registros de consolidação das operações por NF-e (C180 e C190) e por ECF (C490); 2 – Apuração com base no registro individualizado de NF-e (C100 e C170) e de ECF (C400)"
"C100","2","IND_OPER","char","True","001*","","C","S","Indicador do tipo de operação: 0- Entrada; 1- Saída"
"C100","3","IND_EMIT","char","True","001*","","C","S","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros"
"C100","4","COD_PART","char","True","060","","C","S","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas"
"C100","5","COD_MOD","char","True","002*","","C","S","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"C100","6","COD_SIT;","int","True","002*","","N","S","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"C100","7","SER","char","False","003","","C","N","Série do documento fiscal"
"C100","8","NUM_DOC","int","True","009","","N","S","Número do documento fiscal"
"C100","9","CHV_NFE","int","False","044*","","N","N","Chave da Nota Fiscal Eletrônica ou da NFC-e"
"C100","10","DT_DOC","date","True","008*","","N","S","Data da emissão do documento fiscal"
"C100","11","DT_E_S","date","False","008*","","N","N","Data da entrada ou da saída"
"C100","12","VL_DOC","float","True","","02","N","S","Valor total do documento fiscal"
"C100","13","IND_PGTO","char","True","001*","","C","S","Indicador do tipo de pagamento: 0- À vista; 1- A prazo; 9- Sem pagamento."
"C100","14","VL_DESC","float","False","","02","N","N","Valor total do desconto"
"C100","15","VL_ABAT_NT","float","False","","02","N","N","Abatimento não tributado e não comercial Ex. desconto ICMS nas remessas para ZFM."
"C100","16","VL_MERC","float","False","","02","N","N","Valor total das mercadorias e serviços"
"C100","17","IND_FRT","char","True","001*","","C","S","Indicador do tipo do frete: 0- Por conta de terceiros; 1- Por conta do emitente; 2- Por conta do destinatário; 9- Sem cobrança de frete."
"C100","18","VL_FRT","float","False","","02","N","N","Valor do frete indicado no documento fiscal"
"C100","19","VL_SEG","float","False","","02","N","N","Valor do seguro indicado no documento fiscal"
"C100","20","VL_OUT_DA","float","False","","02","N","N","Valor de outras despesas acessórias"
"C100","21","VL_BC_ICMS","float","False","","02","N","N","Valor da base de cálculo do ICMS"
"C100","22","VL_ICMS","float","False","","02","N","N","Valor do ICMS"
"C100","23","VL_BC_ICMS_ST","float","False","","02","N","N","Valor da base de cálculo do ICMS substituição tributária"
"C100","24","VL_ICMS_ST","float","False","","02","N","N","Valor do ICMS retido por substituição tributária"
"C100","25","VL_IPI","float","False","","02","N","N","Valor total do IPI"
"C100","26","VL_PIS","float","False","","02","N","N","Valor total do PIS"
"C100","27","VL_COFINS","float","False","","02","N","N","Valor total da COFINS"
"C100","28","VL_PIS_ST","float","False","","02","N","N","Valor total do PIS retido por substituição tributária"
"C100","29","VL_COFINS_ST","float","False","","02","N","N","Valor total da COFINS retido por substituição tributária"
"C110","2","COD_INF","char","True","006","","C","S","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"C110","3","TXT_COMPL","char","False","","","C","N","Descrição complementar do código de referência."
"C111","2","NUM_PROC","char","True","020","","C","S","Identificação do processo ou ato concessório"
"C111","3","IND_PROC","char","True","001*","","C","S","Indicador da origem do processo: 1 - Justiça Federal; 3 – Secretaria da Receita Federal do Brasil 9 – Outros."
"C120","2","COD_DOC_IMP","char","True","001*","","C","S","Documento de importação: 0 – Declaração de Importação; 1 – Declaração Simplificada de Importação; A partir dos fatos geradores ocorridos em 01/2019: Documento de importação: 0 – Declaração de Importação; 1 – Declaração Simplificada de Importação; 2 – Declaração Única de Importação"
"C120","3","NUM_DOC_IMP","char","True","015","","C","S","Número do documento de Importação."
"C120","4","VL_PIS_IMP","float","False","","02","N","N","Valor pago de PIS na importação"
"C120","5","VL_COFINS_IMP","float","False","","02","N","N","Valor pago de COFINS na importação"
"C120","6","NUM_ACDRAW","char","False","020","","C","N","Número do Ato Concessório do regime Drawback"
"C170","2","NUM_ITEM","int","True","003","","N","S","Número seqüencial do item no documento fiscal"
"C170","3","COD_ITEM","char","True","060","","C","S","Código do item (campo 02 do Registro 0200)"
"C170","4","DESCR_COMPL","char","False","","","C","N","Descrição complementar do item como adotado no documento fiscal"
"C170","5","QTD","float","False","","05","N","N","Quantidade do item"
"C170","6","UNID","char","False","006","","C","N","Unidade do item (Campo 02 do registro 0190)"
"C170","7","VL_ITEM","float","True","","02","N","S","Valor total do item (mercadorias ou serviços)"
"C170","8","VL_DESC","float","False","","02","N","N","Valor do desconto comercial / exclusão da base de cálculo do PIS/PASEP e da COFINS"
"C170","9","IND_MOV","char","False","001","","C","N","Movimentação física do ITEM/PRODUTO: 0. SIM 1. NÃO"
"C170","10","CST_ICMS","int","False","003*","","N","N","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1"
"C170","11","CFOP","int","True","004*","","N","S","Código Fiscal de Operação e Prestação"
"C170","12","COD_NAT","char","False","010","","C","N","Código da natureza da operação (campo 02 do Registro 0400)"
"C170","13","VL_BC_ICMS","float","False","","02","N","N","Valor da base de cálculo do ICMS"
"C170","14","ALIQ_ICMS","float","False","006","02","N","N","Alíquota do ICMS"
"C170","15","VL_ICMS","float","False","","02","N","N","Valor do ICMS creditado/debitado"
"C170","16","VL_BC_ICMS_ST","float","False","","02","N","N","Valor da base de cálculo referente à substituição tributária"
"C170","17","ALIQ_ST","float","False","006","02","N","N","Alíquota do ICMS da substituição tributária na unidade da federação de destino"
"C170","18","VL_ICMS_ST","float","False","","02","N","N","Valor do ICMS referente à substituição tributária"
"C170","19","IND_APUR","char","False","001*","","C","N","Indicador de período de apuração do IPI: 0 - Mensal; 1 Decendial"
"C170","20","CST_IPI","char","False","002*","","C","N","Código da Situação Tributária referente ao IPI, conforme a Tabela indicada no item 4.3.2."
"C170","21","COD_ENQ","char","False","003*","","C","N","Código de enquadramento legal do IPI, conforme tabela indicada no item 4.5.3."
"C170","22","VL_BC_IPI","float","False","","02","N","N","Valor da base de cálculo do IPI"
"C170","23","ALIQ_IPI","float","False","006","02","N","N","Alíquota do IPI"
"C170","24","VL_IPI","float","False","","02","N","N","Valor do IPI creditado/debitado"
"C170","25","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS."
"C170","26","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP"
"C170","27","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS (em percentual)"
"C170","28","QUANT_BC_PIS","float","False","","03","N","N","Quantidade – Base de cálculo PIS/PASEP"
"C170","29","ALIQ_PIS_QUANT","float","False","","04","N","N","Alíquota do PIS/PASEP (em reais)"
"C170","30","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C170","31","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente ao COFINS."
"C170","32","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da COFINS"
"C170","33","ALIQ_COFINS","float","False","008","04","N","N","Alíquota do COFINS (em percentual)"
"C170","34","QUANT_BC_COFINS","float","False","","03","N","N","Quantidade – Base de cálculo COFINS"
"C170","35","ALIQ_COFINS_QUANT","float","False","","04","N","N","Alíquota da COFINS (em reais)"
"C170","36","VL_COFINS","float","False","","02","N","N","Valor da COFINS"
"C170","37","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C175","2","CFOP","int","True","004*","","N","S","Código fiscal de operação e prestação"
"C175","3","VL_OPR","float","True","","02","N","S","Valor da operação na combinação de CFOP, CST e alíquotas, correspondente ao somatório do valor das mercadorias e produtos constantes no documento."
"C175","4","VL_DESC","float","False","","02","N","N","Valor do desconto comercial / exclusão da base de cálculo do PIS/PASEP e da COFINS"
"C175","5","CST_PIS","int","False","002*","","N","N","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3."
"C175","6","VL_BC_PIS","float","False","","02","N","N","Valor da base de cálculo do PIS/PASEP (em valor)"
"C175","7","ALIQ_PIS","float","False","008","04","N","N","Alíquota do PIS/PASEP (em percentual)"
"C175","8","QUANT_BC_PIS","float","False","","03","N","N","Base de cálculo PIS/PASEP (em quantidade)"
"C175","9","ALIQ_PIS_QUANT","float","False","","04","N","N","Alíquota do PIS (em reais)"
"C175","10","VL_PIS","float","False","","02","N","N","Valor do PIS/PASEP"
"C175","11","CST_COFINS","int","True","002*","","N","S","Código da Situação Tributária referente a Cofins, conforme"
"C175","12","VL_BC_COFINS","float","False","","02","N","N","Valor da base de cálculo da Cofins"
"C175","13","ALIQ_COFINS","float","False","008","04","N","N","Alíquota da Cofins (em percentual)"
"C175","14","QUANT_BC_COFINS","float","False","","03","N","N","Base de cálculo COFINS (em quantidade)"
"C175","15","ALIQ_COFINS_QUANT","float","False","","04","N","N","Alíquota da COFINS (em reais)"
"C175","16","VL_COFINS","float","False","","02","N","N","Valor da Cofins"
"C175","17","COD_CTA","char","False","255","","C","N","Código da conta analítica contábil debitada/creditada"
"C175","18","INFO_COMPL","char","False","","","C","N","Informação complementar"
"C180","2","COD_MOD","char","True","002*","","C","S","Texto fixo contendo ""55"" ou “65”(Código da NF-e ou da NFC-e, conforme a Tabela 4.1.1)"
"C180","3","DT_DOC_INI","date","True","008*","","N","S","Data de Emissão Inicial dos Documentos"
"C180","4","DT_DOC_FIN","date","True","008*","","N","S","Data de Emissão Final dos Documentos"
"C180","5","COD_ITEM","char","True","060","","C","S","Código do Item (campo 02 do Registro 0200)"
"C180","6","COD_NCM","char","False","008*","","C","N","Código da Nomenclatura Comum do Mercosul"
"C180","7","EX_IPI","char","False","003","","C","N","Código EX, conforme a TIPI"
"C180","8","VL_TOT_ITEM","float","True","","02","N","S","Valor Total do Item"
"C181","2","CST_PIS","int","True","002*","","N","S","Código da Situação Tributária referente ao PIS/PASEP, conforme a Tabela indicada no item 4.3.3."
"C181","3","CFOP","int","True","004*","","N","S","Código fiscal de operação e prestação"
