"Register","Page","Nº","Campo","Descrição","Tipo","Tamanho","Decimal","Valores Válidos","Obrigatório","Regras de Validação do Campo"
"0020","68","03","CNPJ","Número de inscrição da pessoa jurídica no CNPJ da matriz ou da filial.","N","014","-","-","Sim","[ [ [ [REGRA_VALIDA_CNPJ] REGRA_VERIFICA_CNPJ_ REG_0000_REG_0020] REGRA_REGISTRO_ DUPLICADO] REGRA_DUPLICIDADE_ CNPJ_REG_0000_REG_ 0020]"
"0020","68","04","UF","Sigla da unidade da federação da matriz ou da filial.","C","002","-","-","Sim","[REGRA_TABELA_UF]"
"0020","68","05","IE","Inscrição estadual da matriz ou da filial.","C","-","-","-","Não","[REGRA_CAMPO_ CARACTERE_INVALIDO]"
"0020","68","06","COD_MUN","Código do município do domicílio da matriz ou da filial.","N","007","-","-","Não","[REGRA_TABELA_ MUNICIPIO]"
"0020","68","07","IM","Número de Inscrição Municipal da matriz ou da filial.","C","-","-","-","Não","[REGRA_CAMPO_ CARACTERE_INVALIDO]"
"0020","68","08","NIRE","Número de Identificação do Registro de Empresas da matriz ou da filial na Junta Comercial.","N","11","-","-","Não","[REGRA_VALIDA_NIRE]"
"0035","71","","1 REG","Texto fixo contendo “0035”.","C","004","-","[0035]","Sim","-"
"0150","72","01","REG","Texto fixo contendo “0150”.","C","004","-","""0150""","Sim","-"
"0150","72","02","COD_PART","Código de identificação do participante no arquivo criado pela própria pessoa jurídica.","C","-","-","-","Sim","[REGRA_REGISTRO_ DUPLICADO]"
"0150","72","03","NOME","Nome pessoal ou empresarial do participante.","C","-","-","-","Sim","-"
"0150","72","04","COD_PAIS","Código do país do participante, conforme a tabela do Banco Central do Brasil.","N","005","-","-","Sim","[REGRA_TABELA_PAIS]"
"0150","72","05","CNPJ","CNPJ do participante.","N","014","-","-","Não","[REGRA_VALIDA_CNPJ]"
"0150","72","06","CPF","CPF do participante.","N","011","-","-","Não","[REGRA_VALIDA_CPF]"
"0150","72","07","NIT","Número de Identificação do Trabalhador, Pis, Pasep, SUS.","N","011","-","-","Não","-"
"0150","72","08","UF","Sigla da unidade da federação do participante.","C","002","-","-","Não","[ [REGRA_TABELA_UF] REGRA_CAMPO_NAO_ OBRIGATORIO_PAIS_ BRASIL]"
"0150","72","09","IE","Inscrição Estadual do participante.","C","-","-","-","Não","[REGRA_CAMPO_ CARACTERE_INVALIDO]"
"0150","72","10","IE_ST","Inscrição Estadual do participante na unidade da federação do destinatário, na condição de contribuinte substituto.","C","-","-","-","Não","[REGRA_CAMPO_ CARACTERE_INVALIDO]"
"0150","72","11","COD_MUN","Código do município, conforme a tabela do IBGE.","N","007","-","-","Não","[ [REGRA_TABELA_ MUNICIPIO] REGRA_CAMPO_NAO_ OBRIGATORIO_PAIS_ BRASIL]"
"0150","72","12","IM","Inscrição Municipal do participante.","C","-","-","-","Não","[REGRA_CAMPO_ CARACTERE_INVALIDO]"
"0150","73","13","SUFRAMA","Número de inscrição do participante na Suframa.","C","009","-","-","Não","[REGRA_CAMPO_ CARACTERE_INVALIDO]"
"0180","75","01","REG","Texto fixo contendo “0180”.","C","004","-","""0180""","Sim","-"
"0180","75","02","COD_REL","Código do relacionamento conforme tabela publicada pelo Sped.","N","002","-","-","Sim","[REGRA_TABELA_ RELACIONAMENTO]"
"0180","75","03","DT_INI_REL","Data do início do relacionamento.","N","008","-","-","Sim","[REGRA_DT_INI_MAIOR_ DT_FIN_REL]"
"0180","75","04","DT_FIN_REL","Data do término do relacionamento.","N","008","-","-","Não","-"
"0990","77","01","REG","Texto fixo contendo “0990”.","C","004","-","""0990""","Sim","-"
"0990","77","02","QTD_LIN_0","Quantidade total de linhas do Bloco 0.","N","-","-","-","Sim","[REGRA_QTD_LIN_ BLOCO_0]"
"C001","78","01","REG","Texto fixo contendo “C001”.","C","004","-","“C001”","Sim","-"
"C001","78","02","IND_DAD","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","[0,1]","Sim","-"
"C040","79","01","REG","Texto fixo contendo “C040”.","C","004","-","“C040”","Sim","-"
"C040","79","02","HASH_ECD_REC","Hashcode da ECD recuperada.","C","040","-","-","Sim","-"
"C040","79","03","DT_INI_ECD_REC","Data inicial das informações contidas na ECD recuperada.","N","008","-","-","Sim","-"
"C040","79","04","DT_FIN_ECD_REC","Data final das informações contidas na ECD recuperada.","N","008","-","-","Sim","-"
"C040","79","05","CNPJ_ECD_REC","CNPJ da ECD recuperada.","N","014","-","-","Sim","-"
"C040","79","06","IND_ESC","Indicador da forma de escrituração contábil: G – Livro Diário Geral. R – Livro Diário com Escrituração Resumida. B – Livro de Balancetes Diários.","C","001","-","[G;R;B]","Sim","-"
"C040","79","07","COD_VER_LC","Código da versão do leiaute.","C","-","-","-","Sim","-"
"C040","79","08","NUM_ORD","Número de ordem da escrituração.","N","-","-","-","Sim","-"
"C040","79","09","NAT_LIVR","Natureza do livro.","C","080","-","-","Sim","-"
"C040","79","10","IND_SIT_ESP_ECD _REC","Indicador de situação especial da ECD recuperada: 1 – Cisão. 2 – Fusão. 3 - Incorporação. 4 – Extinção.","N","001","-","[1;2;3;4]","Não","-"
"C040","80","11","IND_NIRE_ECD _REC","Indicador de existência de Nire: 0 – Pessoa jurídica não possui registro na Junta Comercial. 1 – Pessoa jurídica possui registro na Junta Comercial.","N","001","-","[0;1]","Sim","-"
"C040","80","12","IND_FIN_ESC_ECD _REC","Indicador da finalidade da escrituração: 0 – Original. 1 – Substituta.","N","001","-","[0;1]","Sim","-"
"C040","80","13","TIP_ECD_REC","Indicador do tipo da ECD: 0 – ECD de empresa não participante de SCP como sócio ostensivo. 1 – ECD de empresa participante de SCP como sócio ostensivo. 2 – ECD da SCP.","N","001","-","[0;1;2]","-","-"
"C040","80","14","COD_SCP_ECD_REC","CNPJ da SCP.","N","014","-","-","Não","-"
"C040","80","15","IDENT_MF_ECD_REC","Identificação de moeda funcional: S – Sim N – Não","C","001","-","[S;N]","Sim","-"
"C040","80","16","IND_ESC_CONS_ECD _REC","Identificação de escriturações contábeis consolidadas: S – Sim N – Não","C","001","-","[S;N]","Sim","-"
"C040","80","17","IND_CENTRALIZADA _ECD_REC","Identificação de escrituração contábil centralizada ou descentralizada: 0 – Escrituração centralizada. 1 – Escrituração descentralizada.","N","001","-","[0;1]","Não","-"
"C040","80","18","IND_MUDANCA_PC _ECD_REC","Indicativo de mudança de plano de contas: 0 – Não houve alteração de plano de contas. 1 – Houve alteração de plano de contas.","N","001","-","[0;1]","Não","-"
"C040","81","19","IND_PLANO_REF_ECD _REC","Código do Plano de Contas Referencial que será utilizado para o mapeamento de todas as contas analíticas: 1 – PJ em Geral – Lucro Real. 2 – PJ em Geral – Lucro Presumido. 3 – Financeiras – Lucro Real. 4 – Seguradoras – Lucro Real. 5 – Imunes e Isentas em Geral. 6 – Imunes e Isentas – Financeiras. 7 – Imunes e Isentas – Seguradoras. 8 – Entidades Fechadas de Previdência Complementar. 9 – Partidos Políticos. 10 – Financeiras – Lucro Presumido.","N","002","-","[0;1;2;3;4; 5;6;7;8;9;10]","Não","-"
"C050","82","01","REG","Texto fixo contendo “C050”.","C","004","-","""C050""","Sim","-"
"C050","82","02","DT_ALT","Data da inclusão/alteração.","N","008","-","-","Sim","-"
"C050","82","03","COD_NAT","Código da natureza da conta/grupo de contas, conforme tabela publicada pelo Sped.","C","002","-","","Sim","-"
"C050","82","04","IND_CTA","Indicador do tipo de conta: S - Sintética (grupo de contas) A - Analítica (conta)","C","001","-","[“S”,”A”]","Sim","-"
"C050","82","05","NIVEL","Nível da conta analítica/grupo de contas.","N","-","-","-","Sim","-"
"C050","82","06","COD_CTA","Código da conta analítica/grupo de contas.","C","-","-","-","Sim","-"
"C050","82","07","COD_CTA_SUP","Código da conta sintética /grupo de contas de nível imediatamente superior.","C","-","-","-","Não","-"
"C050","82","08","CTA","Nome da conta analítica/grupo de contas.","C","-","-","-","Sim","-"
"C051","83","01","REG","Texto fixo contendo “C051”.","C","004","-","“C051”","Sim","-"
"C051","83","02","COD_CCUS","Código do centro de custo.","C","-","-","-","Não","-"
"C051","83","03","COD_CTA_REF","Código da conta de acordo com o plano de contas referencial, conforme tabela publicada pelos órgãos indicados no campo COD_PLAN_REF do registro 0000.","C","-","-","-","Sim","-"
"C150","85","01","REG","Texto fixo contendo “C150”.","C","004","-","“C150”","Sim","-"
"C150","85","02","DT_INI","Data inicial do período.","N","008","-","-","Sim","-"
"C150","85","03","DT_FIN","Data final do período.","N","008","-","-","Sim","-"
"C155","86","01","REG","Texto fixo contendo “C155”.","C","004","-","“C155”","Sim","-"
"C155","86","02","COD_CTA_REC","Código da conta analítica.","C","-","-","-","Sim","-"
"C155","86","03","COD_CCUS_REC","Código do centro de custos.","C","-","-","-","Não","-"
"C155","86","04","VL_SLD_INI_REC","Valor do saldo inicial do período.","N","019","002","-","Sim","-"
"C155","86","05","IND_DC_INI_REC","Indicador da situação do saldo inicial: D – Devedor. C – Credor.","C","001","-","[D;C]","Não","-"
"C155","86","06","VL_DEB_REC","Valor total dos débitos no período.","N","019","002","-","Sim","-"
"C155","86","07","VL_CRED_REC","Valor total dos créditos no período.","N","019","002","-","Sim","-"
"C155","86","08","VL_SLD_FIN_REC","Valor do saldo final do período.","N","019","002","-","Sim","-"
"C155","86","09","IND_DC_FIN_REC","Indicador da situação do saldo final do período.","C","001","-","[D;C]","Não","-"
"C600","88","01","REG","Texto fixo contendo “C600”.","C","004","-","“C600”","Sim","-"
"C600","88","02","DT_INI","Data inicial das demonstrações contábeis.","N","008","-","-","Sim","-"
"C600","88","03","DT_FIN","Data final das demonstrações contábeis.","N","008","-","-","Sim","-"
"C600","88","04","ID_DEM","Identificação das demonstrações: 1 – Demonstrações contábeis do empresário ou sociedade empresária a que se refere a escrituração. 2 – Demonstrações consolidadas ou de outras pessoas jurídicas.","N","001","-","[1;2]","Sim","-"
"C600","88","05","CAB_DEM","Cabeçalho das demonstrações","C","65535","-","-","Não","-"
"C650","89","01","REG","Texto fixo contendo “C650”.","C","004","-","“C650”","Sim","-"
"C650","89","02","COD_AGL","Código de aglutinação da linha.","C","-","-","-","Sim","-"
"C650","89","03","NIVEL_AGL","Nível do código de aglutinação da linha.","N","-","-","-","Sim","-"
"C650","89","04","DESCR_COD_AGL","Descrição do código de aglutinação da linha.","C","-","-","-","Sim","-"
"C650","89","05","VL_CTA_FIN","Valor do saldo final da linha.","N","019","002","-","Sim","-"
"C650","89","06","IND_DC_CTA_FIN","Indicador da situação do saldo final da linha: D – Devedor. C – Credor.","C","001","-","[D;C]","Sim","-"
"C990","90","01","REG","Texto fixo contendo “C990”.","C","004","-","""C990""","Sim","-"
"C990","90","02","QTD_LIN_0","Quantidade total de linhas do Bloco 0.","N","-","-","-","Sim","[REGRA_QTD_LIN_ BLOCO_C]"
"I001","91","01","REG","Texto fixo contendo “I001”.","C","004","-","“I001”","Sim","-"
"I001","91","02","IND_DAD","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","-","[0,1]","Sim","-"
"I010","92","01","REG","Texto fixo contendo “I010”.","C","004","-","""I010""","Sim","-"
"I010","92","02","IND_ESC","G R A B Z Indicador da forma de escrituração contábil: - Livro Diário (Completo sem escrituração auxiliar). - Livro Diário com Escrituração Resumida (com escrituração auxiliar). - Livro Diário Auxiliar ao Diário com Escrituração Resumida. - Livro Balancetes Diários e Balanços. – Razão Auxiliar (Livro Contábil Auxiliar conforme leiaute definido nos registros I500 a I555).","C","001","-","[“G”,”R”, ”A”,”B”, ”Z”]","Sim","-"
"I010","92","03","COD_VER_LC","Código da Versão do Leiaute Contábil.","C","-","-","[9.00]","Sim","[REGRA_VERSAO_LC]"
"I012","94","01","REG","Texto fixo contendo “I012”.","C","004","-","""I012""","Sim","-"
"I012","94","02","NUM_ORD","Número de ordem do instrumento associado.","N","-","-","-","Sim","[REGRA_MAIOR_QUE_ZERO]"
"I012","94","03","NAT_LIVR","Natureza do livro associado; finalidade a que se destina o instrumento.","C","80","-","-","Sim","-"
"I012","94","04","TIPO","Tipo de escrituração do livro associado: 0 – digital (incluído no Sped). 1 – outros.","N","001","","[0,1]","Sim","[REGRA_VALIDA_TIPO_LIVRO _AUXILIAR]"
"I012","94","05","COD_HASH _AUX","Código Hash do arquivo correspondente ao livro auxiliar utilizado na assinatura digital.","C","40","-","-","Não","[ [REGRA_CAMPO_COD_HASH_ AUX_OBRIGATORIO] REGRA_VALIDA_ HEXADECIMAL]"
"I015","97","01","REG","Texto fixo contendo “I015”.","C","004","-","""I015""","Sim","-"
"I015","97","02","COD_CTA_RES","Código da(s) conta(s) analítica(s) do Livro Diário com Escrituração Resumida (R) que recebe os lançamentos globais (deve corresponder a uma conta sintética no livro auxiliar).","C","-","-","-","Sim","[ [REGRA_VALIDA_CONTA_ RESUMIDA_AUXILIAR] REGRA_VALIDA_CONTA_ AUXILIAR_RESUMIDA]"
"I020","99","01","REG","Texto fixo contendo “I020”.","C","004","-","""I020""","Sim","-"
"I020","99","02","REG_COD","Código do registro que recepciona o campo adicional.","C","004","-","[do “I050” ao “I355”]","Sim","[REGRA_REG_COD_NUM _AD_DUPLICADO]"
"I020","99","03","NUM_AD","Número sequencial do campo adicional.","N","-","-","-","Sim","-"
"I020","99","04","CAMPO","Nome do campo adicional.","C","-","-","-","Sim","-"
"I020","99","05","DESCRIÇÃO","Descrição do campo adicional.","C","-","-","-","Não","-"
"I020","99","06","TIPO","C Indicação do tipo de dado (N: numérico; C: caractere). N: numérico - campos adicionais que conterão informações de valores em espécie (moeda), com duas decimais. : caractere - campos adicionais que conterão outras informações que não sejam valores em espécie (moeda), Exemplos: Códigos, CNPJ, CPF, etc.","C","-","-","[“N”,”C”]","Sim","-"
"I020","101","07","IND_DC_INI_MF","Indicador da situação do saldo inicial em moeda funcional: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","",""
"I030","103","01","REG","Texto fixo contendo “I030”.","C","004","-","“I030”","Sim","-"
"I030","103","02","DNRC_ABERT","Texto fixo contendo “TERMO DE ABERTURA”.","C","017","-","“TERMO DE ABERTURA”","Sim","-"
"I030","103","03","NUM_ORD","Número de ordem do instrumento de escrituração.","N","-","-","-","Sim","[REGRA_MAIOR_QUE_ ZERO]"
"I030","103","04","NAT_LIVR","Natureza do livro; finalidade a que se destina o instrumento.","C","80","-","-","Sim","[ [REGRA_VALIDA_IDENT_ MF_LIVRO_RAS] REGRA_VALIDA_CONTEU DO_NAT_LIVR]"
"I030","103","05","QTD_LIN","Quantidade total de linhas do arquivo digital.","N","","","","Sim","[REGRA_IGUAL_QTD _LIN_REG9999]"
"I030","103","06","NOME","Nome empresarial.","C","-","-","-","Sim","[REGRA_IGUAL_NOME_ REG0000]"
"I030","103","07","NIRE","Número de Identificação do Registro de Empresas da Junta Comercial.","N","011","-","-","Não","[ [ [REGRA_VALIDA_NIRE] REGRA_NIRE_UF] REGRA_CAMPO_ OBRIGATORIO_NIRE]"
"I030","103","08","CNPJ","Número de inscrição no CNPJ.","N","014","-","-","Sim","[REGRA_IGUAL_CNPJ_ REG0000]"
"I030","103","09","DT_ARQ","Data do arquivamento dos atos constitutivos.","N","008","-","-","Não","[REGRA_DATA_INI_ MAIOR_ADV]"
"I030","103","10","DT_ARQ_CONV","Data de arquivamento do ato de conversão de sociedade simples em sociedade empresária.","N","008","-","-","Não","[ [REGRA_DATA_INI_ MAIOR] REGRA_PREENCHE_ DATA_I030]"
"I030","103","11","DESC_MUN","Município.","C","-","-","-","Não","-"
"I030","103","12","DT_EX_SOCIAL","Data de encerramento do exercício social.","N","008","-","-","Sim","[REGRA_OBRIGATORIA_ DT_EX_SOCIAL]"
"I050","107","01","REG","Texto fixo contendo “I050”.","C","004","-","""I050""","Sim","-"
"I050","107","02","DT_ALT","Data da inclusão/alteração.","N","008","-","-","Sim","[REGRA_ANO_ALT_MAIOR_ ANO_FIN]"
"I050","107","03","COD_NAT","Código da natureza da conta/grupo de contas, conforme tabela publicada pelo Sped.","C","002","-","","Sim","[REGRA_TABELA_ NATUREZA]"
"I050","107","04","IND_CTA","Indicador do tipo de conta: S - Sintética (grupo de contas) A - Analítica (conta)","C","001","-","[“S”,”A”]","Sim","-"
"I050","107","05","NIVEL","Nível da conta analítica/grupo de contas.","N","-","-","-","Sim","[ [REGRA_MAIOR_QUE _UM] REGRA_VALIDA_NIVEL _CONTAS]"
"I050","107","06","COD_CTA","Código da conta analítica/grupo de contas.","C","-","-","-","Sim","[REGRA_COD_CTA_ IGUAL_COD_CTA_SUP]"
"I050","108","07","COD_CTA_SUP","Código da conta sintética /grupo de contas de nível imediatamente superior.","C","-","-","-","Não","[ [ [REGRA_COD_CTA _SUP_OBRIGATORIO] REGRA_CTA_DE_NIVEL_ SUPERIOR_INVALIDA] REGRA_CONTA_SUPERIOR_ NAO_SE_APLICA]"
"I050","108","08","CTA","Nome da conta analítica/grupo de contas.","C","-","-","-","Sim","-"
"I051","112","01","REG","Texto fixo contendo “I051”.","C","004","-","“I051”","Sim","-"
"I051","112","02","COD_CCUS","Código do centro de custo.","C","-","-","-","Não","[REGRA_CCUS_NO_ CENTRO_CUSTOS_N3]"
"I051","112","03","COD_CTA_REF","Código da conta de acordo com o plano de contas referencial, conforme tabela publicada pelos órgãos indicados no campo COD_PLAN_REF do registro 0000.","C","-","-","-","Sim","[ [REGRA_VALIDADE_ COD_CTA_PAD] REGRA_NAO_EXISTE_ COD_CTA_PAD]"
"I052","114","01","REG","Texto fixo contendo “I052”.","C","004","-","“I052”","Sim","-"
"I052","114","02","COD_CCUS","Código do centro de custo.","C","-","-","-","Não","[REGRA_CCUS_NO_ CENTRO_CUSTOS_N3]"
"I052","114","03","COD_AGL","Código de aglutinação utilizado nas demonstrações contábeis do bloco J (Somente para as contas analíticas).","C","-","-","-","Sim","-"
"I053","116","1","REG","Texto fixo contendo “I053”.","C","004","-","“I053”","Sim",""
"I053","116","2","COD_IDT","Código de identificação do grupo de conta- subconta(s)","C","006","-","-","Sim","[REGRA_ COD_IDT_ UNICO_POR_CONTA]"
"I053","116","3","COD_CNT_CORR","Código da subconta correlata (deve estar no plano de contas e só pode estar relacionada a um único grupo)","C","-","-","-","Sim","[REGRA_SUBCONTA_ NO_PLANO_CONTAS]"
"I053","116","4","NAT_SUB_CNT","Natureza da subconta correlata (conforme tabela de natureza da subconta publicada no Sped )","C","002","-","-","Sm","[REGRA_NAT_090_UNICA_ POR_CONTA]"
"I075","119","01","REG","Texto fixo contendo “I075”.","C","004","-","""I075""","Sim","-"
"I075","119","02","COD_HIST","Código do histórico padronizado.","C","-","-","-","Sim","[REGRA_REGISTRO_ DUPLICADO]"
"I075","119","03","DESCR_HIST","Descrição do histórico padronizado.","C","-","-","-","Sim","-"
"I100","120","01","REG","Texto fixo contendo “I100”.","C","004","-","""I100""","Sim","-"
"I100","120","02","DT_ALT","Data da inclusão/alteração.","N","008","-","-","Sim","[REGRA_DT_ALT_DATA_ MAIOR]"
"I100","120","03","COD_CCUS","Código do centro de custos.","C","-","-","-","Sim","-"
"I100","120","04","CCUS","Nome do centro de custos.","C","-","-","-","Sim","-"
"I150","121","01","REG","Texto fixo contendo “I150”.","C","004","-","""I150""","Sim","-"
"I150","121","02","DT_INI","Data de início do período.","N","008","-","-","Sim","[ [ [REGRA_DATA_INTERVALO_ DO_ARQUIVO] REGRA_DT_INI_MAIOR_ DT_FIN] REGRA_DT_INI_INICIO_MES]"
"I150","121","03","DT_FIN","Data de fim do período.","N","008","-","-","Sim","[ [REGRA_DATA_INTERVALO_ DO_ARQUIVO] REGRA_DT_FIN_FIM_MES]"
"I155","123","01","REG","Texto fixo contendo “I155”.","C","004","-","""I155""","Sim","-"
"I155","123","02","COD_CTA","Código da conta analítica.","C","-","-","-","Sim","[REGRA_CONTA_PARA_ LANCAMENTO]"
"I155","123","03","COD_CCUS","Código do centro de custos.","C","-","-","-","Não","[REGRA_CCUS_NO_ CENTRO_CUSTOS]"
"I155","123","04","VL_SLD_INI","Valor do saldo inicial do período.","N","019","02","-","Sim","-"
"I155","123","05","IND_DC_INI","Indicador da situação do saldo inicial: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","Não","[REGRA_IND_DC_ INI_OBRIGATORIO]"
"I155","123","06","VL_DEB","Valor total dos débitos do período.","N","019","02","-","Sim","-"
"I155","124","07","VL_CRED","Valor total dos créditos do período.","N","019","02","-","Sim","-"
"I155","124","08","VL_SLD_FIN","Valor do saldo final do período.","N","019","02","-","Sim","-"
"I155","124","09","IND_DC_FIN","Indicador da situação do saldo final: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","Não","[REGRA_IND_DC_ FIN_OBRIGATORIO]"
"I155","124","10","VL_SLD_INI_MF","Valor do saldo inicial do período em moeda funcional, convertido para reais.","N","019","02","-","",""
"I155","124","11","IND_DC_INI_MF","Indicador da situação do saldo inicial em moeda funcional: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","",""
"I155","124","12","VL_DEB_MF","Valor total dos débitos do período em moeda funcional, convertido para reais.","N","019","02","-","",""
"I155","125","13","VL_CRED_MF","Valor total dos créditos do período em moeda funcional, convertido para reais.","N","019","02","-","",""
"I155","125","14","VL_SLD_FIN_MF","Valor do saldo final do período em moeda funcional, convertido para reais.","N","019","02","-","",""
"I155","125","15","IND_DC_FIN_MF","Indicador da situação do saldo final em moeda funcional: D - Devedor; C - Credor.","C","001","-","[“D”,”C”]","",""
"I157","130","01","REG","Texto fixo contendo “I157”.","C","004","-","""I157""","Sim","-"
"I157","130","02","COD_CTA","Código da conta analítica do plano de contas anterior.","C","-","-","-","Sim",""
"I157","130","03","COD_CCUS","Código do centro de custos do plano de contas anterior.","C","-","-","-","Não",""
