"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"G110","251","01","REG","Texto fixo contendo ""G110""","C","004*","-","O","",""
"G110","251","02","DT_INI","Data inicial a que a apuração se refere","N","008*","-","O","",""
"G110","251","03","DT_FIN","Data final a que a apuração se refere","N","008*","-","O","",""
"G110","251","04","SALDO_IN_ICMS","Saldo inicial de ICMS do CIAP, composto por ICMS de bens que entraram anteriormente ao período de apuração (somatório dos campos 05 a 08 dos registros G125)","N","-","02","O","",""
"G110","251","05","SOM_PARC","Somatório das parcelas de ICMS passível de apropriação de cada bem (campo 10 do G125)","N","-","02","O","",""
"G110","251","06","VL_TRIB_EXP","Valor do somatório das saídas tributadas e saídas para exportação","N","-","02","O","",""
"G110","251","07","VL_TOTAL","Valor total de saídas","N","-","02","O","",""
"G110","251","08","IND_PER_SAI","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)","N","-","08","O","",""
"G110","251","09","ICMS_APROP","Valor de ICMS a ser apropriado na apuração do ICMS, correspondente à multiplicação do campo 05 pelo campo 08.","N","-","02","O","",""
"G110","251","10","SOM_ICMS_OC","Valor de outros créditos a ser apropriado na Apuração do ICMS, correspondente ao somatório do campo 09 do registro G126.","N","-","02","O","",""
"G125","252","01","REG","Texto fixo contendo ""G125""","C","004*","-","O","",""
"G125","252","02","COD_IND_BEM","Código individualizado do bem ou componente adotado no controle patrimonial do estabelecimento informante","C","060","-","O","",""
"G125","252","03","DT_MOV","Data da movimentação ou do saldo inicial","N","008*","-","O","",""
"G125","252","04","TIPO_MOV","Tipo de movimentação do bem ou componente: SI = Saldo inicial de bens imobilizados; IM = Imobilização de bem individual; IA = Imobilização em Andamento - Componente; CI = Conclusão de Imobilização em Andamento – Bem Resultante; MC = Imobilização oriunda do Ativo Circulante; BA = Baixa do bem - Fim do período de apropriação; AT = Alienação ou Transferência; PE = Perecimento, Extravio ou Deterioração; OT = Outras Saídas do Imobilizado","C","002*","-","O","",""
"G125","252","05","VL_IMOB_ICMS_ OP","Valor do ICMS da Operação Própria na entrada do bem ou componente","N","-","02","OC","",""
"G125","252","06","VL_IMOB_ICMS_ ST","Valor do ICMS da Oper. por Sub. Tributária na entrada do bem ou componente","N","-","02","OC","",""
"G125","253","07","VL_IMOB_ICMS_ FRT","Valor do ICMS sobre Frete do Conhecimento de Transporte na entrada do bem ou componente","N","-","02","OC","",""
"G125","253","08","VL_IMOB_ICMS_ DIF","Valor do ICMS - Diferencial de Alíquota, conforme Doc. de Arrecadação, na entrada do bem ou componente","N","-","02","OC","",""
"G125","253","09","NUM_PARC","Número da parcela do ICMS","N","003","-","OC","",""
"G125","253","10","VL_PARC_PASS","Valor da parcela de ICMS passível de apropriação (antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais)","N","-","02","OC","",""
"G126","255","01","REG","Texto fixo contendo ""G126""","C","004*","-","O","",""
"G126","255","02","DT_INI","Data inicial do período de apuração","N","008*","-","O","",""
"G126","255","03","DT_FIM","Data final do período de apuração","N","008*","","O","",""
"G126","255","04","NUM_PARC","Número da parcela do ICMS","N","003","-","O","",""
"G126","255","05","VL_PARC_PASS","Valor da parcela de ICMS passível de apropriação - antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais","N","-","02","O","",""
"G126","255","06","VL_TRIB_OC","Valor do somatório das saídas tributadas e saídas para exportação no período indicado neste registro","N","-","02","O","",""
"G126","255","07","VL_TOTAL","Valor total de saídas no período indicado neste registro","N","-","02","O","",""
"G126","255","08","IND_PER_SAI","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)","N","-","08","O","",""
"G126","255","09","VL_PARC_APROP","Valor de outros créditos de ICMS a ser apropriado na apuração (campo 05 vezes o campo 08)","N","-","02","O","",""
"G130","256","01","REG","Texto fixo contendo ""G130""","C","004","-","O","",""
"G130","256","02","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros","C","001*","-","O","",""
"G130","256","03","COD_PART","Código do participante: - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","O","",""
"G130","256","04","COD_MOD","Código do modelo de documento fiscal, conforme tabela 4.1.1","C","002*","-","O","",""
"G130","256","05","SERIE","Série do documento fiscal","C","003","-","OC","",""
"G130","256","06","NUM_DOC","Número de documento fiscal","N","009","-","O","",""
"G130","257","07","CHV_NFE_CTE","Chave do documento fiscal eletrônico","N","044*","-","OC","",""
"G130","257","08","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"G130","257","09","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"G140","257","01","REG","Texto fixo contendo ""G140""","C","004","-","O","",""
"G140","257","02","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","-","O","",""
"G140","257","03","COD_ITEM","Código correspondente do bem no documento fiscal (campo 02 do registro 0200)","C","060","-","O","",""
"G140","257","04","QTDE","Quantidade, deste item da nota fiscal, que foi aplicada neste bem, expressa na mesma unidade constante no documento fiscal de entrada","N","-","05","O","",""
"G140","257","05","UNID","Unidade do item constante no documento fiscal de entrada","C","6","-","O","",""
"G140","257","06","VL_ICMS_OP_APLICADO","Valor do ICMS da Operação Própria na entrada do item, proporcional à quantidade aplicada no bem componente.","N ou","-","02","O","",""
"G140","257","07","VL_ICMS_ST_APLICADO","Valor do ICMS ST na entrada do item, proporcional à quantidade aplicada no bem ou componente.","N","-","02","O","",""
"G140","257","08","VL_ICMS_FRT_APLICADO","Valor do ICMS sobre Frete do Conhecimento de Transporte na entrada do item, proporcional quantidade aplicada no bem ou componente.","N à","-","02","O","",""
"G140","257","09","VL_ICMS_DIF_APLICADO","Valor do ICMS Diferencial de Alíquota, na entrada do item, proporcional à quantidade aplicada no bem ou componente.","N","-","02","O","",""
"G990","258","01","REG","Texto fixo contendo ""G990""","C","004*","-","O","",""
"G990","258","02","QTD_LIN_G","Quantidade total de linhas do Bloco G","N","-","-","O","",""
"1900","305","01","REG","Texto fixo contendo ""1900""","C","004","-","O","",""
"1900","305","02","IND_APUR_ICMS","Indicador de outra apuração do ICMS: 3 – APURAÇÃO 1; 4 – APURAÇÃO 2; 5 – APURAÇÃO 3; 6 – APURAÇÃO 4; 7 – APURAÇÃO 5; 8 – APURAÇÃO 6.","C","001*","-","O","",""
"1900","305","03","DESCR_COMPL_OUT_APUR","Descrição complementar de Outra Apuração do ICMS","C","-","-","O","",""
"1910","306","01","REG","Texto fixo contendo ""1910""","C","004","-","O","",""
"1910","306","02","DT_INI","Data inicial da sub-apuração","N","008*","-","O","",""
"1910","306","03","DT_FIN","Data final da sub-apuração","N","008*","-","O","",""
"1920","306","01","REG","Texto fixo contendo ""1920""","C","004","-","O","",""
"1920","306","02","VL_TOT_TRANSF_DEBITOS_OA","Valor total dos débitos por “Saídas e prestações com débito do imposto”","N","-","02","O","",""
"1920","306","03","VL_TOT_AJ_DEBITOS_OA","Valor total de “Ajustes a débito”","N","-","02","O","",""
"1920","306","04","VL_ESTORNOS_CRED_OA","Valor total de Ajustes “Estornos de créditos”","N","-","02","O","",""
"1920","306","05","VL_TOT_TRANSF_CREDITOS_OA","Valor total dos créditos por “Entradas e aquisições com crédito do imposto”","N","-","02","O","",""
"1920","306","06","VL_TOT_AJ_CREDITOS_OA","Valor total de “Ajustes a crédito”","N","-","02","O","",""
"1920","306","07","VL_ESTORNOS_DEB_OA","Valor total de Ajustes “Estornos de Débitos”","N","-","02","O","",""
"1920","306","08","VL_SLD_CREDOR_ANT_OA","Valor total de “Saldo credor do período anterior”","N","-","02","O","",""
"1920","306","09","VL_SLD_APURADO_OA","Valor do saldo devedor apurado","N","-","02","O","",""
"1920","306","10","VL_TOT_DED","Valor total de “Deduções”","N","-","02","O","",""
"1920","306","11","VL_ICMS_RECOLHER_OA","Valor total de ""ICMS a recolher (09-10)","N","-","02","O","",""
"1920","306","12","VL_SLD_CREDOR_TRANSP_OA","Valor total de “Saldo credor a transportar para o período seguinte”","N","-","02","O","",""
"1920","306","13","DEB_ESP_OA","Valores recolhidos ou a recolher, extra- apuração.","N","-","02","O","",""
"1921","309","01","REG","Texto fixo contendo ""1921""","C","004","-","O","",""
"1921","309","02","COD_AJ_APUR","Código do ajuste da SUB-APURAÇÃO e dedução, conforme a Tabela indicada no item 5.1.1.","C","008*","-","O","",""
"1921","309","03","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração.","C","-","-","OC","",""
"1921","309","04","VL_AJ_APUR","Valor do ajuste da apuração","N","-","02","O","",""
"1922","309","01","REG","Texto fixo contendo ""1922""","C","004","-","O","",""
"1922","309","02","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"1922","309","03","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","060","-","OC","",""
"1922","309","04","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"1922","309","05","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"1922","309","06","TXT_COMPL","Descrição complementar","C","-","-","OC","",""
"1923","310","01","REG","Texto fixo contendo ""1923""","C","004","-","O","",""
"1923","310","02","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","O","",""
"1923","310","03","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","O","",""
"1923","310","04","SER","Série do documento fiscal","C","004","-","OC","",""
"1923","310","05","SUB","Subsérie do documento fiscal","N","003","-","OC","",""
"1923","310","06","NUM_DOC","Número do documento fiscal","N","009","-","O","",""
"1923","310","07","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"1923","310","08","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","OC","",""
"1923","310","09","VL_AJ_ITEM","Valor do ajuste para a operação/item","N","-","02","O","",""
"1923","310","10","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","OC","",""
"1925","311","01","REG","Texto fixo contendo ""1925""","C","004","-","O","",""
"1925","311","02","COD_INF_ADIC","Código da informação adicional conforme tabela a ser definida pelas SEFAZ, conforme tabela definida no item 5.2.","C","008*","-","O","",""
"1925","311","03","VL_INF_ADIC","Valor referente à informação adicional","N","-","02","O","",""
"1925","311","04","DESCR_COMPL_AJ","Descrição complementar do ajuste","C","-","-","OC","",""
"1926","311","01","REG","Texto fixo contendo ""1926""","C","004","-","O","",""
"1926","311","02","COD_OR","Código da obrigação a recolher, conforme a Tabela 5.4","C","003*","-","O","",""
"1926","311","03","VL_OR","Valor da obrigação a recolher","N","-","02","O","",""
"1926","311","04","DT_VCTO","Data de vencimento da obrigação","N","008*","-","O","",""
"1926","311","05","COD_REC","Código de receita referente à obrigação, próprio da unidade da federação, conforme legislação estadual,","C","-","-","O","",""
"1926","311","06","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver.","C","060","-","OC","",""
"1926","311","07","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"1926","312","08","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"1926","312","09","TXT_COMPL","Descrição complementar das obrigações a recolher.","C","-","-","OC","",""
"1926","312","10","MES_REF*","Informe o mês de referência no formato “mmaaaa”","N","006*","-","O","",""
"0210","39","01","REG","Texto fixo contendo ""0210""","C","4","-","O","",""
"0210","39","02","COD_ITEM_COMP","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"0210","39","03","QTD_COMP","Quantidade do item componente/insumo para se produzir uma unidade do item composto/resultante","N","-","6","O","",""
"0210","39","04","PERDA","Perda/quebra normal percentual do insumo/componente para se produzir uma unidade do item composto/resultante","N","-","4","O","",""
"K001","263","01","REG","Texto fixo contendo ""K001""","C","004","-","O","",""
"K001","263","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001*","-","O","",""
"K100","265","01","REG","Texto fixo contendo ""K100""","C","4","-","O","",""
"K100","265","02","DT_INI","Data inicial a que a apuração se refere","N","8","-","O","",""
"K100","265","03","DT_FIN","Data final a que a apuração se refere","N","8","-","O","",""
"K200","265","01","REG","Texto fixo contendo ""K200""","C","4","-","O","",""
"K200","265","02","DT_EST","Data do estoque final","N","8","-","O","",""
"K200","265","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","60","-","O","",""
"K200","265","04","QTD","Quantidade em estoque","N","-","3","O","",""
"K200","265","05","IND_EST","Indicador do tipo de estoque: 0 - Estoque de propriedade do informante e em seu poder; 1 - Estoque de propriedade do informante e em posse de terceiros; 2 - Estoque de propriedade de terceiros e em posse do informante","C","1","-","O","",""
"K200","266","06","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","60","-","OC","",""
"K220","268","01","REG","Texto fixo contendo ""K220""","C","4","-","O","",""
"K220","268","02","DT_MOV","Data da movimentação interna","N","8","-","O","",""
"K220","268","03","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","60","-","O","",""
"K220","268","04","COD_ITEM_DEST","Código do item de destino (campo 02 do Registro 0200)","C","60","-","O","",""
"K220","268","05","QTD_ORI","Quantidade movimentada do item de origem","N","-","6","O","",""
"K220","268","06","QTD_DEST","Quantidade movimentada do item de destino","N","-","6","O","",""
"K230","269","01","REG","Texto fixo contendo ""K230""","C","4","-","O","",""
"K230","269","02","DT_INI_OP","Data de início da ordem de produção","N","8","-","OC","",""
"K230","269","03","DT_FIN_OP","Data de conclusão da ordem de produção","N","8","-","OC","",""
"K230","269","04","COD_DOC_OP","Código de identificação da ordem de produção","C","30","-","OC","",""
"K230","269","05","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","-","O","",""
"K230","269","06","QTD_ENC","Quantidade de produção acabada","N","-","6","O","",""
"K235","271","01","REG","Texto fixo contendo ""K235""","C","4","-","O","",""
"K235","271","02","DT_SAÍDA","Data de saída do estoque para alocação ao produto","N","8","-","O","",""
"K235","271","03","COD_ITEM","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"K235","271","04","QTD","Quantidade consumida do item","N","-","6","O","",""
"K235","271","05","COD_INS_SUBS T","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","-","OC","",""
"K250","271","01","REG","Texto fixo contendo ""K250""","C","4","-","O","",""
"K250","271","02","DT_PROD","Data do reconhecimento da produção ocorrida no terceiro","N","8","-","O","",""
"K250","271","03","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","-","O","",""
"K250","271","04","QTD","Quantidade produzida","N","-","6","O","",""
"K255","272","01","REG","Texto fixo contendo ""K255""","C","4","-","O","",""
"K255","272","02","DT_CONS","Data do reconhecimento do consumo do insumo referente ao produto informado no campo 04 do Registro K250","N","8","-","O","",""
"K255","272","03","COD_ITEM","Código do insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"K255","272","04","QTD","Quantidade de consumo do insumo.","N","-","6","O","",""
"K255","272","05","COD_INS_SUBS T","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","-","OC","",""
"K990","282","01","REG","Texto fixo contendo ""K990""","C","004","-","O","",""
"K990","282","02","QTD_LIN_K","Quantidade total de linhas do Bloco K","N","-","-","O","",""
"C101","68","01","REG","Texto fixo contendo “C101”","C","004","-","","O","O"
"C101","68","02","VL_FCP_UF_DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","-","02","","O","O"
"C101","68","03","VL_ICMS_UF_DEST","Valor total do ICMS Interestadual para a UF de destino","N","-","02","","O","O"
"C101","68","04","VL_ICMS_UF_REM","Valor total do ICMS Interestadual para a UF do remetente","N","-","02","","O","O"
"D101","174","01","REG","Texto fixo contendo ""D101""","C","004","-","","O","O"
"D101","174","02","VL_FCP_UF_DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","-","02","","O","O"
"D101","174","03","VL_ICMS_UF_DES T","Valor total do ICMS Interestadual para a UF de destino","N","-","02","","O","O"
"D101","174","04","VL_ICMS_UF_REM","Valor total do ICMS Interestadual para a UF do remetente","N","-","02","","O","O"
"E300","234","01","REG","Texto fixo contendo ""E300""","C","004","-","O","",""
"E310","235","01","REG","Texto fixo contendo ""E310""","C","004","-","O","",""
"E310","235","02","IND_MOV_DIFAL","Indicador de movimento: 0 – Sem operações com ICMS Diferencial de Alíquota da UF de Origem/Destino 1 – Com operações de ICMS Diferencial de Alíquota da UF de Origem/Destino","C","-","-","O","",""
"E310","235","03","VL_SLD_CRED_ANT_DIFAL","Valor do ""Saldo credor de período anterior – ICMS Diferencial de Alíquota da UF de Origem/Destino""","N","-","02","O","",""
"E310","235","04","VL_TOT_DEBITOS_DIFAL","Valor total dos débitos por ""Saídas e prestações com débito do ICMS referente ao diferencial de alíquota devido à UF do Remetente/Destinatário""","N","-","02","O","",""
"E310","235","05","VL_OUT_DEB_DIFAL","Valor Total dos ajustes ""Outros débitos ICMS Diferencial de Alíquota da UF de Origem/Destino"" "" e “Estorno de créditos ICMS Diferencial de Alíquota da UF de Origem/Destino","N","-","02","O","",""
"E310","235","06","VL_TOT_DEB_FCP","Valor total dos débitos FCP por ""Saídas e prestações”","N","-","02","O","",""
"E310","235","07","VL_TOT_CREDITOS_DIFAL","Valor total dos créditos do ICMS referente ao diferencial de alíquota devido à UF dos Remetente/ Destinatário","N","-","02","O","",""
"E310","235","08","VL_TOT_CRED_FCP","Valor total dos créditos FCP por Entradas","N","-","02","O","",""
"E310","235","09","VL_OUT_CRED_DIFAL","Valor total de Ajustes ""Outros créditos ICMS Diferencial de Alíquota da UF de Origem/Destino"" e “Estorno de débitos ICMS Diferencial de Alíquota da UF de Origem/Destino”","N","-","02","O","",""
"E310","235","10","VL_SLD_DEV_ANT_DIFAL","Valor total de Saldo devedor ICMS Diferencial de Alíquota da UF de Origem/Destino antes das deduções","N","-","02","O","",""
"E310","235","11","VL_DEDUÇÕES_DIFAL","Valor total dos ajustes ""Deduções ICMS Diferencial de Alíquota da UF de Origem/Destino""","N","-","02","O","",""
"E310","235","12","VL_RECOL","Valor recolhido ou a recolher referente a FCP e Imposto do Diferencial de Alíquota da UF de Origem/Destino (10-11)","N","-","02","O","",""
"E310","236","13","VL_SLD_CRED_TRANSPOR TAR","Saldo credor a transportar para o período seguinte referente a FCP e Imposto do Diferencial de Alíquota da UF de Origem/Destino","N","-","02","O","",""
"E310","236","14","DEB_ESP_DIFAL","Valores recolhidos ou a recolher, extra-apuração.","N","-","02","O","",""
"E310","238","15","VL_OUT_DEB_FCP","Valor total dos ajustes ""Outros débitos FCP"" e “Estorno de créditos FCP”","N","-","02","O","",""
"E310","238","16","VL_TOT_CRED_FCP","Valor total dos créditos FCP por Entradas","N","-","02","O","",""
"E310","238","17","VL_OUT_CRED_FCP","Valor total de Ajustes ""Outros créditos FCP"" e “Estorno de débitos FCP”","N","-","02","O","",""
"E310","238","18","VL_SLD_DEV_ANT_FCP","Valor total de Saldo devedor FCP antes das deduções","N","-","02","O","",""
"E310","238","19","VL_DEDUÇÕES_FCP","Valor total das deduções ""FCP""","N","-","02","O","",""
"E310","238","20","VL_RECOL_FCP","Valor recolhido ou a recolher referente ao FCP (18– 19)","N","-","02","O","",""
"E310","238","21","VL_SLD_CRED_TRANSPORT AR_FCP","Saldo credor a transportar para o período seguinte referente ao FCP","N","-","02","O","",""
"E310","238","22","DEB_ESP_FCP","Valores recolhidos ou a recolher, extra-apuração - FCP.","N","-","02","O","",""
"E311","241","01","REG","Texto fixo contendo ""E311""","C","004","-","O","",""
"E311","241","02","COD_AJ_APUR","Código do ajuste da apuração e dedução, conforme a Tabela indicada no item 5.1.1","C","008*","-","O","",""
"E311","241","03","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração","C","-","-","OC","",""
"E311","241","04","VL_AJ_APUR","Valor do ajuste da apuração","N","-","02","O","",""
"E312","242","01","REG","Texto fixo contendo ""E312""","C","004","-","O","",""
"E312","242","02","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"E312","242","03","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","060","-","OC","",""
"E312","242","04","IND_PROC","Indicador da origem do processo: 0- Sefaz; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","N","001*","-","OC","",""
"E312","242","05","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"E312","242","06","TXT_COMPL","Descrição complementar","C","-","-","OC","",""
"E313","243","01","REG","Texto fixo contendo ""E313""","C","004","-","O","",""
"E313","243","02","COD_PART","Código do participante (campo 02 do Registro 0150)","C","060","-","OC","",""
"E313","243","03","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","O","",""
"E313","243","04","SER","Série do documento fiscal","C","004","-","OC","",""
"E313","243","05","SUB","Subsérie do documento fiscal","N","003","-","OC","",""
"E313","243","06","NUM_DOC","Número do documento fiscal","N","009","-","O","",""
"E313","243","07","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","OC","",""
"E313","243","08","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"E313","243","09","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","OC","",""
"E313","243","10","VL_AJ_ITEM","Valor do ajuste para a operação/item","N","-","02","O","",""
"E316","244","01","REG","Texto fixo contendo ""E316""","C","004","-","O","",""
"E316","244","02","COD_OR","Código da obrigação recolhida ou a recolher, conforme a Tabela 5.4","C","003*","-","O","",""
"E316","244","03","VL_OR","Valor da obrigação recolhida ou a recolher","N","-","02","O","",""
"E316","244","04","DT_VCTO","Data de vencimento da obrigação","N","008*","-","O","",""
"E316","244","05","COD_REC","Código de receita referente à obrigação, próprio da unidade da federação da origem/destino, conforme legislação estadual.","C","-","-","O","",""
"E316","244","06","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver","C","060","-","OC","",""
"E316","244","07","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"E316","244","08","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"E316","244","09","TXT_COMPL","Descrição complementar das obrigações recolhidas ou a recolher","C","-","-","OC","",""
"E316","244","10","MES_REF*","Informe o mês de referência no formato “mmaaaa”","N","006*","-","O","",""
"K210","266","01","REG","Texto fixo contendo ""K210""","C","004","-","O","",""
"K210","266","02","DT_INI_OS","Data de início da ordem de serviço","N","008*","-","OC","",""
"K210","266","03","DT_FIN_OS","Data de conclusão da ordem de serviço","N","008*","-","OC","",""
"K210","266","04","COD_DOC_OS","Código de identificação da ordem de serviço","C","030","-","OC","",""
"K210","266","05","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","060","-","O","",""
"K215","267","01","REG","Texto fixo contendo ""K215""","C","004","-","O","",""
"K215","267","02","COD_ITEM_DES","Código do item de destino (campo 02 do Registro 0200)","C","060","-","O","",""
"K215","267","03","QTD_DES","Quantidade de destino – entrada em estoque","N","-","6","O","",""
"K260","273","01","REG","Texto fixo contendo ""K260""","C","004","-","O","",""
"K260","273","02","COD_OP_OS","Código de identificação da ordem de produção, no reprocessamento, ou da ordem de serviço, no reparo","C","030","-","OC","",""
"K260","273","03","COD_ITEM","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)","C","060","-","O","",""
"K260","273","04","DT_SAÍDA","Data de saída do estoque","N","008*","-","O","",""
"K260","273","05","QTD_SAÍDA","Quantidade de saída do estoque","N","-","6","O","",""
"K260","273","06","DT_RET","Data de retorno ao estoque (entrada)","N","008*","-","OC","",""
"K260","273","07","QTD_RET","Quantidade de retorno ao estoque (entrada)","N","-","6","OC","",""
"K265","274","01","REG","Texto fixo contendo ""K265""","C","004","-","O","",""
"K265","274","02","COD_ITEM","Código da mercadoria (campo 02 do Registro 0200)","C","060","-","O","",""
"K265","274","03","QTD_CONS","Quantidade consumida – saída do estoque","N","-","6","OC","",""
"K265","274","04","QTD_RET","Quantidade retornada – entrada em estoque","N","-","6","OC","",""
"K270","275","01","REG","Texto fixo contendo ""K270""","C","004","-","O","",""
"K270","275","02","DT_INI_AP","Data inicial do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","-","OC","",""
"K270","275","03","DT_FIN_AP","Data final do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","-","OC","",""
"K270","275","04","COD_OP_OS","Código de identificação da ordem de produção ou da ordem de serviço que está sendo corrigida","C","030","-","OC","",""
"K270","275","05","COD_ITEM","Código da mercadoria que está sendo corrigido (campo 02 do Registro 0200)","C","060","-","O","",""
"K270","275","06","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","-","6","OC","",""
