"Register","Page","Nº","Campo","Descrição","Tipo","Tamanho","Decimal","Valores Válidos","Obrigatório"
"0010","69","7","FORMA_TRIB_PER","Forma de Tributação no Período: Forma de tributação no período considerando para cada trimestre no formato XXXX onde X é igual a: 0 – ZERO – Não informado – trimestre não compreendido no período de apuração. R – Real P – Presumido A – Arbitrado E – Real Estimativa (somente utilizado no caso da observação abaixo). Observação: Caso 0010.FORMA_TRIB seja igual “3” (Presumido/Real) ou “4” (Presumido/Real/Arbitrado) e houver opção pelo REFIS (0010.OPT_REFIS), o período tributado pelo lucro real deve ter somente a forma de apuração trimestral (Caso em que deve ser utilizado “R” em 0010.FORMA_TRIB_PER) ou somente a forma de apuração correspondente à anual/estimativa (Caso em que deve ser utilizado “E” em 0010.FORMA_TRIB_PER) .","C","4","-","[0;R;P;A;E]","Não"
"0010","70","8","MES_BAL_RED","Forma de Apuração da Estimativa Mensal: Indicação da forma de apuração da estimativa mensal, quando 0010.FORMA_APUR = “A”, considerando o formato XXXXXXXXXXXX onde X é referente a um mês e é igual a: 0 – Fora do Período: Fora do período de apuração/ Forma de tributação diferente de “R” ou “E”. E – Receita Bruta: Estimativa com base na receita bruta e acréscimos. B – Balanço ou Balancete: Estimativa com base no balanço ou balancete de suspensão/redução. Os meses correspondentes a trimestres marcados em 0010.FORMA_TRIB_PER como diferente de “R” e “E” devem estar preenchidos com zero “0”. Os meses correspondentes a trimestres marcados em 0010.FORMA_TRIB_PER iguais a “R” ou “E” devem estar preenchidos com “E” ou “B”.","C","12","-","[0;E;B]","Não"
"0010","70","9","TIP_ESC_PRE","A Escrituração: C – Obrigada a entregar a ECD ou entrega facultativa (haverá recuperação dos dados). L – Não obrigada a entregar a ECD/Livro Caixa (Opção do Lucro Presumido - parágrafo único do art. 45 da Lei nº 8.981, de 1995). tenção: - Este campo deve ser preenchido pelas pessoas jurídicas tributadas pelo lucro presumido e as imunes ou isentas. - Caso a pessoa jurídica entregue a ECD facultativamente e não queira recuperar os dados da ECD, deve utilizar a opção “L”.","C","1","-","[L;C]","Não"
"0010","71","10","TIP_ENT","C C C C C Tipo de Pessoa Jurídica Imune ou Isenta: 01 – Assistência Social 02 – Educacional 03 – Sindicato de Trabalhadores 04 – Associação Civil 05 – Cultural 06 – Entidade Fechada de Previdência Complementar 07 – Filantrópica 08 – Sindicato 09 – Recreativa 10 – Científica 11 – Associação de Poupança e Empréstimo 12 – Entidade Aberta de Previdência Complementar (Sem Fins Lucrativos) 13 – Fifa e Entidades Relacionadas 14 – CIO e Entidades Relacionadas 15 – Partidos Políticos 99 – Outras. Observação: Este campo é obrigatório para 0010.FORMA_TRIB igual a “8” (Imune do IRPJ) ou “9” (Isenta do IRPJ). aso 0010.TIP_ENT = “01”, “02”, “03”, “04”, “05”, “07”, “08”, “09”, “10”, “13”, “14” ou “99”, os planos referenciais serão U100A e U150A. aso 0010.TIP_ENT = “11”, os planos referenciais serão U100B e U150B. aso 0010.TIP_ENT = “12”, os planos referenciais serão U100C e U150C. aso 0010.TIP_ENT = “06”, os planos referenciais serão U100D e U150D. aso 0010.TIP_ENT = “15”, os planos referenciais serão U100E e U150E.","N","2","-","[01;02;03;04;05;06 ;07;08;09;10;11;12 ;13;14;15;99]","Não"
"0010","72","11","FORMA_APUR_I","Apuração do IRPJ para Imunes ou Isentas: Existência ou não de atividade não abrangida pela imunidade ou isenção e tributada pelo IRPJ (para imunes ou isentas): A – Anual T – Trimestral D – Desobrigada","C","1","-","[A;T;D]","Não"
"0010","72","12","APUR_CSLL","Apuração da CSLL para Imunes ou Isentas: A – Anual, se optou pela apuração da CSLL sobre a base de cálculo estimada, facultada a opção pelo levantamento de balanço ou balancete de suspensão ou redução. T – Trimestral, no caso de ter adotado a apuração trimestral da CSLL. D – Desobrigada, na hipótese de pessoa jurídica imune ou isenta da CSLL. Atenção: 1) As entidades sem fins lucrativos de que trata o inciso I do art. 12 do Decreto nº 3.048, de 6 de maio de 1999, que não se enquadram na imunidade e isenção da Lei nº 9.532, de 10 de dezembro de 1997, estão sujeitas à CSLL, devendo apurar a base de cálculo e a contribuição devida nos termos da legislação comercial. 2) As associações de poupança e empréstimo devem apurar a contribuição social sobre o lucro líquido. 3) São isentas da CSLL as entidades fechadas de previdência complementar, relativamente aos fatos geradores ocorridos a partir de 1º de janeiro de 2002. Observação: Este campo é obrigatório para 0010.FORMA_TRIB igual a “8” (Imune do IRPJ) ou “9” (Isenta do IRPJ).","C","1","-","[A;T;D]","Não"
"0010","72","13","IND_REC_RECEITA","Critério de reconhecimento de receitas para empresas tributadas pelo Lucro Presumido (Art. 215, § 9º, Instrução Normativa RFB nº 1.700/2017): 1. Regime de caixa 2. Regime de competência Em relação aos fatos contábeis ocorridos a partir de 1º de janeiro de 2016, a obrigatoriedade de adotar a ECD alcança todas as pessoas jurídicas tributadas com base no lucro presumido que utilizem o regime de competência. Então, caso a empresa tenha o reconhecimento de receitas pelo regime de competência, deve indicar no campo 9, a opção C – Obrigada a entregar a ECD.","N","1","-","[1;2]","Não"
"0020","76","1","REG","Texto fixo contendo a identificação do registro (0020).","C","4","-","[0020]","Sim"
"0020","76","2","IND_ALIQ_CSLL","PJ Sujeita à Alíquota da CSLL de 9%; 15% ou 20%: 1 – Alíquota de 9% 3 – Alíquota de 20% 4 – Alíquota de 15%","N","1","-","[1;3;4]","Sim"
"0020","76","3","IND_QTE_SCP","Quantidade total de SCP do Sócio Ostensivo de SCP.","N","3","-","-","Sim"
"0020","76","4","IND_ADM_FUN_CLU","Administradora de Fundos e Clubes de Investimento: S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","76","5","IND_PART_CONS","Participações em Consórcios de Empresas: S – Sim N – Não A pessoa jurídica participante de consórcio constituído nos termos do disposto nos arts. 278 e 279 da Lei nº 6.404, de 15 de dezembro de 1976, deve assinalar este campo. Atenção: Somente deve ser assinalado este campo quando houver receita de pelo menos uma consorciada.","C","1","-","[S;N]","Sim"
"0020","77","6","IND_OP_EXT","Operações com o Exterior: S – Sim N – Não A pessoa jurídica, inclusive instituição financeira ou companhia seguradora, conforme relacionadas no § 1º do art. 22 da Lei nº 8.212, de 1991, e no inciso II do art. 14 da Lei nº 9.718, de 1998, que realizou exportação/importação de bens, serviços ou direitos ou auferiu receitas financeiras ou incorreu em despesas financeiras em operações efetuadas com pessoa física ou jurídica residente ou domiciliada no exterior, ainda que essas operações não tenham sido realizadas com pessoa vinculada ou com pessoa residente ou domiciliada em país ou dependência com tributação favorecida ou cuja legislação interna oponha sigilo relativo à composição societária de pessoas jurídicas ou a sua titularidade, deve assinalar este campo. Deve também assinalar este campo a pessoa jurídica, inclusive instituição financeira ou companhia seguradora, que realizar as operações acima referidas por intermédio de interposta pessoa.","C","1","-","[S;N]","Sim"
"0020","77","7","IND_OP_VINC","Operações com Pessoa Vinculada/Interposta Pessoa / País com Tributação Favorecida. S – Sim N – Não Deve assinalar este campo, a pessoa jurídica, inclusive instituição financeira ou companhia seguradora, conforme relacionadas no § 1º do art. 22 da Lei nº 8.212, de 1991, e no inciso II do art. 14 da Lei nº 9.718, de 1998, que realizou exportação/importação de bens, serviços ou direitos ou auferiu receitas financeiras ou incorreu em despesas financeiras em operações efetuadas com pessoa física ou jurídica residente ou domiciliada no exterior, considerada pela legislação brasileira: a) pessoa vinculada; b) pessoa residente ou domiciliada em países com tributação favorecida ou cuja legislação interna oponha sigilo relativo à composição societária de pessoas jurídicas ou a sua titularidade; e c) a partir de 1º de janeiro de 2009, pessoa residente ou domiciliada no exterior, que goze, nos termos da legislação, de regime fiscal privilegiado (Art. 24-A da Lei nº 9.430, de 1996, instituído pela Lei nº 11.727, de 2008 e alterado pela Lei nº 14.596, de 2023). Deve também assinalar este campo a pessoa jurídica, inclusive instituição financeira ou companhia seguradora, que realizar as operações acima referidas por intermédio de interposta pessoa.","C","1","-","[S;N]","Sim"
"0020","77","8","IND_PJ_ENQUAD","PJ Enquadrada nos artigos 48 ou 49 da Instrução Normativa RFB nº 1.312/2012: S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","78","9","IND_PART_EXT","Participações no Exterior: A pessoa jurídica deve assinalar este campo, caso tenha participações no exterior. S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","78","10","IND_ATIV_RURAL","Atividade Rural: A pessoa jurídica deve assinalar este campo, caso explore atividade rural. S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","78","11","IND_LUC_EXP","Existência de Lucro da Exploração: S – Sim N – Não Este campo deve ser assinalado pelas pessoas jurídicas que adotam a forma de tributação pelo lucro real, inclusive se optantes pelo Refis, que gozem de benefícios fiscais calculados com base no lucro da exploração.","C","1","-","[S;N]","Sim"
"0020","78","12","IND_RED_ISEN","Isenção e Redução do Imposto para Lucro Presumido: S – Sim N – Não A pessoa jurídica tributada pelo lucro presumido e optante pelo Refis deve assinalar este campo caso usufrua benefícios fiscais relativos a isenção ou redução do imposto de renda.","C","1","-","[S;N]","Sim"
"0020","78","13","IND_FIN","Indicativo da Existência de FINOR/FINAM: S – Sim N – Não Este campo deve ser assinalado pelas pessoas jurídicas ou grupos de empresas coligadas de que trata o art. 9º da Lei nº 8.167, de 1991, alterado pela Medida Provisória nº 2.199-14, de 24 de agosto de 2001, titulares de empreendimento de setor da economia considerado, em ato do Poder Executivo, prioritário para o desenvolvimento regional, aprovado ou protocolizado até 2 de maio de 2001 nas áreas da Sudam e da Sudene ou do Grupo Executivo para Recuperação Econômica do Estado do Espírito Santo (Geres) (MP nº 2.199-14, de 2001, art. 4º, e MP nº 2.145, de 2 de maio de 2001, art. 50, XX, atuais MP nº 2.156-5, de 2001, art. 32, XVIII, e nº 2.157-5, de 2001, art. 32, IV).","C","1","-","[S;N]","Sim"
"0020","79","14","IND_PART_COLIG","Participação Avaliada pelo Método de Equivalência Patrimonial: S – Sim N – Não A pessoa jurídica domiciliada no Brasil, que teve participações permanentes, no ano- calendário, em capital de pessoa jurídica domiciliada no Brasil ou no exterior, considerada, pela legislação brasileira, avaliada pelo método de equivalência patrimonial, deve assinalar este campo.","C","1","-","[S;N]","Sim"
"0020","79","15","IND_ REC_EXT","Recebimentos do Exterior ou de Não Residentes: S – Sim N – Não Deve assinalar este campo, a pessoa jurídica que recebeu, durante o ano-calendário, de pessoas físicas ou jurídicas, residentes ou domiciliadas no exterior ou de não-residentes: - quaisquer valores mediante operações de câmbio de qualquer natureza; - quaisquer valores por intermédio de transferências internacionais em reais (TIR), ou seja, provenientes de conta bancária em reais (R$) titulada por não-residente; - valores iguais ou superiores a R$ 120.000,00 (cento e vinte mil reais), equivalentes a R$ 10.000,00 por mês, por intermédio de cartões de crédito; - quaisquer valores por intermédio de depósitos em contas bancárias mantidas no exterior.","C","1","-","[S;N]","Sim"
"0020","79","16","IND_ATIV_EXT","Ativos no Exterior: S – Sim N – Não Preenchida por todas as pessoas jurídicas (Sim), salvo quando o valor contábil total dos ativos a declarar, convertido para Reais no final do período abrangido pela ECF, for inferior a R$ 100.000,00 (cem mil reais) (Não).","C","1","-","[S;N]","Sim"
"0020","79","17","IND_PGTO_EXT","Pagamentos ao Exterior ou a Não Residentes: S – Sim N – Não Deve assinalar este campo, a pessoa jurídica que tiver pagado, creditado, entregado, empregado ou remetido, durante o ano-calendário, a pessoas físicas ou jurídicas, residentes ou domiciliadas no exterior ou a não-residentes: - quaisquer valores mediante operações de câmbio de qualquer natureza; - quaisquer valores por intermédio de transferências internacionais em reais (TIR), ou seja, pela utilização de reais (R$) para crédito de conta bancária titulada por não-residentes; - valores iguais ou superiores a R$ 120.000,00 (cento e vinte mil reais), equivalentes a R$ 10.000,00 por mês, por intermédio de cartões de crédito; - quaisquer valores mediante a utilização de recursos mantidos no exterior.","C","1","-","[S;N]","Sim"
"0020","80","18","IND_E-COM_TI","Comércio Eletrônico e Tecnologia da Informação: S – Sim N – Não A pessoa jurídica que efetuou durante o ano-calendário vendas de bens (tangíveis ou intangíveis) ou tiver prestado serviços, por meio da Internet, para pessoas físicas e jurídicas, residentes ou domiciliadas no Brasil ou no exterior, deve assinalar este campo. Ao assinalar este campo, são disponibilizados os registros X400 (Comércio Eletrônico e Tecnologia da Informação) e X410 (Comércio Eletrônico).","C","1","-","[S;N]","Sim"
"0020","80","19","IND_ROY_REC","Royalties Recebidos do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver recebido, durante o ano-calendário, de pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, rendimentos a título de royalties relativos a: exploração econômica dos direitos patrimoniais do autor, de marcas, de patentes e de desenho industrial; exploração de know-how; exploração de franquias e exploração dos direitos relativos à propriedade intelectual referente a cultivares, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","80","20","IND_ROY_PAG","Royalties Pagos a Beneficiários do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver efetuado pagamento ou remessa, durante o ano-calendário, a pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, a título de royalties relativos a: exploração econômica dos direitos patrimoniais do autor, de marcas, de patentes e de desenho industrial; exploração de know-how; exploração de franquias e exploração dos direitos relativos à propriedade intelectual referente a cultivares, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","81","21","IND_REND_SERV","Rendimentos Relativos a Serviços, Juros e Dividendos Recebidos do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver recebido, durante o ano-calendário, de pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, rendimentos relativos a: serviços de assistência técnica, científica, administrativa e semelhantes que impliquem transferência de tecnologia; serviços técnicos e de assistência que não impliquem transferência de tecnologia; juros sobre capital próprio, bem como juros decorrentes de contratos de mútuo entre empresas ligadas e juros decorrentes de contratos de financiamento; dividendos decorrentes de participações em outras empresas, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","81","22","IND_PGTO_REM","A Pagamentos ou Remessas a Título de Serviços, Juros e Dividendos a Beneficiários do Brasil e do Exterior: S – Sim N – Não A pessoa jurídica que tiver pagado ou remetido, durante o ano-calendário, a pessoas físicas ou jurídicas, residentes ou domiciliadas no Brasil ou no exterior, valores relativos a: serviços de assistência técnica, científica, administrativa e semelhantes que impliquem transferência de tecnologia; serviços técnicos e de assistência que não impliquem transferência de tecnologia; juros sobre capital próprio, bem como juros decorrentes de contratos de mútuo entre empresas ligadas e juros decorrentes de contratos de financiamento; dividendos decorrentes de participações em outras empresas, deve preencher este campo com “Sim”. s pessoas jurídicas que realizaram pagamentos ou remessas ao exterior para as operações previstas no art. 1º, inc. II, III, IV, X, XI e XII, da Lei nº 9.481, de 1997, e art. 9º da Lei nº 11.774, de 2008.","C","1","-","[S;N]","Sim"
"0020","81","23","IND_INOV_TEC","Inovação Tecnológica e Desenvolvimento Tecnológico: S – Sim N – Não A pessoa jurídica beneficiária de incentivos fiscais relativos às atividades de pesquisa tecnológica e desenvolvimento de inovação tecnológica de que tratam os arts. 17 a 26 da Lei nº 11.196, de 21 de novembro de 2005, ou a pessoa jurídica executora dos programas de desenvolvimento tecnológico industrial ou agropecuário (PDTI/PDTA) de que trata a Lei nº 8.661, de 1993, aprovados até 31 de dezembro de 2005, que não tenha migrado para o regime estabelecido nos arts. 17 a 26 da Lei nº 11.196, de 2005, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","82","24","IND_CAP_INF","Capacitação de Informática e Inclusão Digital: S – Sim N – Não A pessoa jurídica que tiver investido em atividades de pesquisa e desenvolvimento em tecnologia da informação no âmbito dos programas de capacitação e competitividade dos setores de informática e automação e tecnologias da informação de que trata a Lei nº 8.248, de 23 de outubro de 1991, a Lei nº 10.176, de 11 de janeiro de 2001, e a Lei nº 11.077, de 30 de dezembro de 2004, regulamentadas pelo Decreto nº 5.906, de 26 de setembro de 2006, ou tiver efetuado venda a varejo nos termos dos arts. 28 a 30 da Lei nº 11.196, de 2005, que dispõem sobre o programa de inclusão digital, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","82","25","IND_PJ_HAB","a b c d PJ Habilitada ao Repes, Recap, Padis, Reidi, Recine, Retid, Óleo Bunker, Reporto, RET II, RET PMCMV/PCVA, RET EEI, EBAS Imune, Repetro-Industrialização, Repetro- Nacional, Repetro-Permanente e Repetro-Temporário: S – Sim N – Não Este registro deverá ser preenchido pela pessoa jurídica: ) habilitada ao Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação (Repes), instituído pela Lei nº 11.196, de 2005, com as alterações introduzidas pela Lei nº 11.774, de 17 de setembro de 2008 e pela Lei 12.715, de 17 de setembro de 2012, regulamentado pelo Decreto nº 5.712, de 2 de março de 2006, com as alterações introduzidas pelo Decreto nº 6.887, de 25 de junho de 2009; ou ) habilitada ao Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras (Recap) instituído pela Lei nº 11.196, de 2005, com as alterações introduzidas pela Lei nº 11.774, de 2008 e pela Lei 12.715, de 17 de setembro de 2012, regulamentado pelo Decreto nº 5.649, de 29 de dezembro de 2005, com as alterações posteriores; ou ) executora de projeto aprovado no âmbito do Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores (Padis), instituído pela Lei nº 11.484, de 31 de maio de 2007, com alterações introduzidas pelo art. 20 c/c art. 139, I, “d” da Lei nº 12.249, de 11 de junho de 2010, regulamentado pelo Decreto nº 6.233, de 11 de outubro de 2007, com as alterações introduzidas pelo Decreto nº 6.887, de 2009; ou ) habilitada ou co-habilitada ao Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura (Reidi), instituído pela Lei nº 11.488, de 15 de junho de 2007, com as alterações posteriores, regulamentado pelo Decreto nº 6.144, de 3 de julho de 2007, com as","C","1","-","[S;N]","Sim"
"0020","85","26","IND_POLO_AM","Pólo Industrial de Manaus e Amazônia Ocidental: S – Sim N – Não A pessoa jurídica que estiver localizada na área de atuação da Superintendência da Zona Franca de Manaus (Suframa) que seja beneficiária dos incentivos de que trata o Decreto-lei nº 288, de 28 de fevereiro de 1967, e alterações posteriores; a Lei nº 8.387, de 30 de dezembro de 1991, e alterações posteriores; ou o Decreto-lei nº 356, de 15 de agosto de 1968, e alterações posteriores (Amazônia Ocidental), deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","85","27","IND_ZON_EXP","Zonas de Processamento de Exportação: S – Sim N – Não A pessoa jurídica autorizada a operar em Zonas de Processamento de Exportação, voltadas para a produção de bens a serem comercializados no exterior, de acordo com o estabelecido pela Lei nº 11.508, de 20 de julho de 2007 e pela Lei nº 11.732, de 30 de junho de 2008, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","86","28","IND_AREA_COM","Áreas de Livre Comércio: S – Sim N – Não A pessoa jurídica autorizada a operar nas Áreas de Livre Comércio de Boa Vista, Bonfim, Tabatinga, Macapá e Santana, Brasiléia, Cruzeiro do Sul ou Guajará-Mirim, beneficiária dos incentivos de que tratam a Lei nº 8.256, de 25 de novembro de 1991, a Lei nº 11.732, de 30 de junho de 2008, a Lei nº 7.965, de 22 de dezembro de 1989, a Lei nº 8.387, de 30 de dezembro de 1991, o Decreto nº 517, de 8 de maio de 1992, a Lei nº 8.857, de 8 de março de 1994, e a Lei nº 8.210, de 19 de julho de 1991, e alterações posteriores, deve preencher este campo com “Sim”.","C","1","-","[S;N]","Sim"
"0020","86","29","IND_PAIS_A_PAIS","Entidade Integrante de Grupo Multinacional: A pessoa jurídica é entidade integrante de grupo multinacional, nos termos da Instrução Normativa RFB nº 1.681/2016? S - Sim N – Não","C","1","-","[S;N]","Sim"
"0020","86","30","IND_DEREX","Declaração sobre utilização dos recursos em moeda estrangeira decorrentes do recebimento de exportações (DEREX) S – Sim N – Não","C","1","-","[S;N]","Sim"
"0020","86","31","IND_PR_TRANSF","Opção pelas novas regras de preços de transferência no ano-calendário 2023 (Lei nº 14.956/2023): S – Sim N – Não","C","1","-","[S;N]","Sim"
"0021","91","1","REG","Texto fixo contendo a identificação do registro (0021).","C","4","-","[0021]","Sim"
"0021","91","2","IND_REPES","Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação (Repes): S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","91","3","IND_RECAP","Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras (Recap): S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","92","4","IND_PADIS","Programa de Apoio ao Desenvolvimento Tecnológico da Indústria de Semicondutores (Padis): S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","92","5","IND_REIDI","Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura (Reidi): S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","92","6","IND_RECINE","Regime Especial de Tributação para Desenvolvimento da Atividade de Exibição Cinematográfica (Recine): S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","92","7","IND_RETID","Regime Especial Tributário para a Indústria de Defesa (Retid): S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","92","8","IND_OLEO_BUNKER","Regime de Suspensão de Óleo Bunker: S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","92","9","IND_REPORTO","Regime Tributário para o Incentivo à Modernização e à Ampliação da Estrutura Portuária (Reporto): S - Sim N – Não","C","1","-","[S;N]","Não"
"0021","92","10","IND_RET_II","Regime Especial de Tributação Aplicável às Incorporações Imobiliárias Objeto de Patrimônio de Afetação (RET-II): S - Sim N – Não","C","1","-","[S;N]","Não"
