"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"G125","254","08","VL_IMOB_ICMS_ DIF","Valor do ICMS - Diferencial de Alíquota, conforme Doc. de Arrecadação, na entrada do bem ou componente","N","-","02","OC","",""
"G125","254","09","NUM_PARC","Número da parcela do ICMS","N","003","-","OC","",""
"G125","255","10","VL_PARC_PASS","Valor da parcela de ICMS passível de apropriação (antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais)","N","-","02","OC","",""
"G126","257","01","REG","Texto fixo contendo ""G126""","C","004*","-","O","",""
"G126","257","02","DT_INI","Data inicial do período de apuração","N","008*","-","O","",""
"G126","257","03","DT_FIM","Data final do período de apuração","N","008*","","O","",""
"G126","257","04","NUM_PARC","Número da parcela do ICMS","N","003","-","O","",""
"G126","257","05","VL_PARC_PASS","Valor da parcela de ICMS passível de apropriação - antes da aplicação da participação percentual do valor das saídas tributadas/exportação sobre as saídas totais","N","-","02","O","",""
"G126","257","06","VL_TRIB_OC","Valor do somatório das saídas tributadas e saídas para exportação no período indicado neste registro","N","-","02","O","",""
"G126","257","07","VL_TOTAL","Valor total de saídas no período indicado neste registro","N","-","02","O","",""
"G126","257","08","IND_PER_SAI","Índice de participação do valor do somatório das saídas tributadas e saídas para exportação no valor total de saídas (Campo 06 dividido pelo campo 07)","N","-","08","O","",""
"G126","257","09","VL_PARC_APROP","Valor de outros créditos de ICMS a ser apropriado na apuração (campo 05 vezes o campo 08)","N","-","02","O","",""
"G130","258","01","REG","Texto fixo contendo ""G130""","C","004","-","O","",""
"G130","258","02","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria; 1- Terceiros","C","001*","-","O","",""
"G130","258","03","COD_PART","Código do participante: - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","O","",""
"G130","258","04","COD_MOD","Código do modelo de documento fiscal, conforme tabela 4.1.1","C","002*","-","O","",""
"G130","258","05","SERIE","Série do documento fiscal","C","003","-","OC","",""
"G130","258","06","NUM_DOC","Número de documento fiscal","N","009","-","O","",""
"G130","258","07","CHV_NFE_CTE","Chave do documento fiscal eletrônico","N","044*","-","OC","",""
"G130","258","08","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"G130","259","09","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"G140","259","01","REG","Texto fixo contendo ""G140""","C","004","-","O","",""
"G140","259","02","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","-","O","",""
"G140","259","03","COD_ITEM","Código correspondente do bem no documento fiscal (campo 02 do registro 0200)","C","060","-","O","",""
"G140","259","04","QTDE","Quantidade, deste item da nota fiscal, que foi aplicada neste bem, expressa na mesma unidade constante no documento fiscal de entrada","N","-","05","O","",""
"G140","259","05","UNID","Unidade do item constante no documento fiscal de entrada","C","6","-","O","",""
"G140","259","06","VL_ICMS_OP_APLICADO","Valor do ICMS da Operação Própria na entrada do item, proporcional à quantidade aplicada no bem componente.","N ou","-","02","O","",""
"G140","259","07","VL_ICMS_ST_APLICADO","Valor do ICMS ST na entrada do item, proporcional à quantidade aplicada no bem ou componente.","N","-","02","O","",""
"G140","259","08","VL_ICMS_FRT_APLICADO","Valor do ICMS sobre Frete do Conhecimento de Transporte na entrada do item, proporcional quantidade aplicada no bem ou componente.","N à","-","02","O","",""
"G140","259","09","VL_ICMS_DIF_APLICADO","Valor do ICMS Diferencial de Alíquota, na entrada do item, proporcional à quantidade aplicada no bem ou componente.","N","-","02","O","",""
"G990","260","01","REG","Texto fixo contendo ""G990""","C","004*","-","O","",""
"G990","260","02","QTD_LIN_G","Quantidade total de linhas do Bloco G","N","-","-","O","",""
"1900","307","01","REG","Texto fixo contendo ""1900""","C","004","-","O","",""
"1900","307","02","IND_APUR_ICMS","Indicador de outra apuração do ICMS: 3 – APURAÇÃO 1; 4 – APURAÇÃO 2; 5 – APURAÇÃO 3; 6 – APURAÇÃO 4;","C","001*","-","O","",""
"1900","308","03","DESCR_COMPL_OUT_APUR","Descrição complementar de Outra Apuração do ICMS","C","-","-","O","",""
"1910","308","01","REG","Texto fixo contendo ""1910""","C","004","-","O","",""
"1910","308","02","DT_INI","Data inicial da sub-apuração","N","008*","-","O","",""
"1910","308","03","DT_FIN","Data final da sub-apuração","N","008*","-","O","",""
"1920","309","01","REG","Texto fixo contendo ""1920""","C","004","-","O","",""
"1920","309","02","VL_TOT_TRANSF_DEBITOS_OA","Valor total dos débitos por “Saídas e prestações com débito do imposto”","N","-","02","O","",""
"1920","309","03","VL_TOT_AJ_DEBITOS_OA","Valor total de “Ajustes a débito”","N","-","02","O","",""
"1920","309","04","VL_ESTORNOS_CRED_OA","Valor total de Ajustes “Estornos de créditos”","N","-","02","O","",""
"1920","309","05","VL_TOT_TRANSF_CREDITOS_OA","Valor total dos créditos por “Entradas e aquisições com crédito do imposto”","N","-","02","O","",""
"1920","309","06","VL_TOT_AJ_CREDITOS_OA","Valor total de “Ajustes a crédito”","N","-","02","O","",""
"1920","309","07","VL_ESTORNOS_DEB_OA","Valor total de Ajustes “Estornos de Débitos”","N","-","02","O","",""
"1920","309","08","VL_SLD_CREDOR_ANT_OA","Valor total de “Saldo credor do período anterior”","N","-","02","O","",""
"1920","309","09","VL_SLD_APURADO_OA","Valor do saldo devedor apurado","N","-","02","O","",""
"1920","309","10","VL_TOT_DED","Valor total de “Deduções”","N","-","02","O","",""
"1920","309","11","VL_ICMS_RECOLHER_OA","Valor total de ""ICMS a recolher (09-10)","N","-","02","O","",""
"1920","309","12","VL_SLD_CREDOR_TRANSP_OA","Valor total de “Saldo credor a transportar para o período seguinte”","N","-","02","O","",""
"1920","309","13","DEB_ESP_OA","Valores recolhidos ou a recolher, extra- apuração.","N","-","02","O","",""
"1921","311","01","REG","Texto fixo contendo ""1921""","C","004","-","O","",""
"1921","311","02","COD_AJ_APUR","Código do ajuste da SUB-APURAÇÃO e dedução, conforme a Tabela indicada no item 5.1.1.","C","008*","-","O","",""
"1921","311","03","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração.","C","-","-","OC","",""
"1921","311","04","VL_AJ_APUR","Valor do ajuste da apuração","N","-","02","O","",""
"1922","312","01","REG","Texto fixo contendo ""1922""","C","004","-","O","",""
"1922","312","02","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"1922","312","03","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","060","-","OC","",""
"1922","312","04","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"1922","312","05","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"1922","312","06","TXT_COMPL","Descrição complementar","C","-","-","OC","",""
"1923","313","01","REG","Texto fixo contendo ""1923""","C","004","-","O","",""
"1923","313","02","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","O","",""
"1923","313","03","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","O","",""
"1923","313","04","SER","Série do documento fiscal","C","004","-","OC","",""
"1923","313","05","SUB","Subsérie do documento fiscal","N","003","-","OC","",""
"1923","313","06","NUM_DOC","Número do documento fiscal","N","009","-","O","",""
"1923","313","07","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"1923","313","08","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","OC","",""
"1923","313","09","VL_AJ_ITEM","Valor do ajuste para a operação/item","N","-","02","O","",""
"1923","313","10","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","OC","",""
"1925","314","01","REG","Texto fixo contendo ""1925""","C","004","-","O","",""
"1925","314","02","COD_INF_ADIC","Código da informação adicional conforme tabela a ser definida pelas SEFAZ, conforme tabela definida no item 5.2.","C","008*","-","O","",""
"1925","314","03","VL_INF_ADIC","Valor referente à informação adicional","N","-","02","O","",""
"1925","314","04","DESCR_COMPL_AJ","Descrição complementar do ajuste","C","-","-","OC","",""
"1926","314","01","REG","Texto fixo contendo ""1926""","C","004","-","O","",""
"1926","314","02","COD_OR","Código da obrigação a recolher, conforme a Tabela 5.4","C","003*","-","O","",""
"1926","314","03","VL_OR","Valor da obrigação a recolher","N","-","02","O","",""
"1926","314","04","DT_VCTO","Data de vencimento da obrigação","N","008*","-","O","",""
"1926","314","05","COD_REC","Código de receita referente à obrigação, próprio da unidade da federação, conforme legislação estadual,","C","-","-","O","",""
"1926","314","06","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver.","C","060","-","OC","",""
"1926","314","07","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"1926","314","08","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"1926","314","09","TXT_COMPL","Descrição complementar das obrigações a recolher.","C","-","-","OC","",""
"1926","314","10","MES_REF*","Informe o mês de referência no formato “mmaaaa”","N","006*","-","O","",""
"0210","39","01","REG","Texto fixo contendo ""0210""","C","4","-","O","",""
"0210","40","02","COD_ITEM_COMP","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"0210","40","03","QTD_COMP","Quantidade do item componente/insumo para se produzir uma unidade do item composto/resultante","N","-","6","O","",""
"0210","40","04","PERDA","Perda/quebra normal percentual do insumo/componente para se produzir uma unidade do item composto/resultante","N","-","4","O","",""
"K001","265","01","REG","Texto fixo contendo ""K001""","C","004","-","O","",""
"K001","265","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001*","-","O","",""
"K100","267","01","REG","Texto fixo contendo ""K100""","C","4","-","O","",""
"K100","267","02","DT_INI","Data inicial a que a apuração se refere","N","8","-","O","",""
"K100","267","03","DT_FIN","Data final a que a apuração se refere","N","8","-","O","",""
"K200","267","01","REG","Texto fixo contendo ""K200""","C","4","-","O","",""
"K200","267","02","DT_EST","Data do estoque final","N","8","-","O","",""
"K200","267","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","60","-","O","",""
"K200","267","04","QTD","Quantidade em estoque","N","-","3","O","",""
"K200","267","05","IND_EST","Indicador do tipo de estoque: 0 - Estoque de propriedade do informante e em seu poder;","C","1","-","O","",""
"K200","268","06","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","60","-","OC","",""
"K220","270","01","REG","Texto fixo contendo ""K220""","C","4","-","O","",""
"K220","270","02","DT_MOV","Data da movimentação interna","N","8","-","O","",""
"K220","270","03","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","60","-","O","",""
"K220","270","04","COD_ITEM_DEST","Código do item de destino (campo 02 do Registro 0200)","C","60","-","O","",""
"K220","270","05","QTD_ORI","Quantidade movimentada do item de origem","N","-","6","O","",""
"K220","270","06","QTD_DEST","Quantidade movimentada do item de destino","N","-","6","O","",""
"K230","271","01","REG","Texto fixo contendo ""K230""","C","4","-","O","",""
"K230","271","02","DT_INI_OP","Data de início da ordem de produção","N","8","-","OC","",""
"K230","271","03","DT_FIN_OP","Data de conclusão da ordem de produção","N","8","-","OC","",""
"K230","271","04","COD_DOC_OP","Código de identificação da ordem de produção","C","30","-","OC","",""
"K230","271","05","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","-","O","",""
"K230","271","06","QTD_ENC","Quantidade de produção acabada","N","-","6","O","",""
"K235","273","01","REG","Texto fixo contendo ""K235""","C","4","-","O","",""
"K235","273","02","DT_SAÍDA","Data de saída do estoque para alocação ao produto","N","8","-","O","",""
"K235","273","03","COD_ITEM","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"K235","273","04","QTD","Quantidade consumida do item","N","-","6","O","",""
"K235","273","05","COD_INS_SUBS T","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","-","OC","",""
"K250","273","01","REG","Texto fixo contendo ""K250""","C","4","-","O","",""
"K250","274","02","DT_PROD","Data do reconhecimento da produção ocorrida no terceiro","N","8","-","O","",""
"K250","274","03","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","-","O","",""
"K250","274","04","QTD","Quantidade produzida","N","-","6","O","",""
"K255","274","01","REG","Texto fixo contendo ""K255""","C","4","-","O","",""
"K255","274","02","DT_CONS","Data do reconhecimento do consumo do insumo referente ao produto informado no campo 04 do Registro K250","N","8","-","O","",""
"K255","274","03","COD_ITEM","Código do insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"K255","274","04","QTD","Quantidade de consumo do insumo.","N","-","6","O","",""
"K255","274","05","COD_INS_SUBS T","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","-","OC","",""
"K990","285","01","REG","Texto fixo contendo ""K990""","C","004","-","O","",""
"K990","285","02","QTD_LIN_K","Quantidade total de linhas do Bloco K","N","-","-","O","",""
"C101","68","01","REG","Texto fixo contendo “C101”","C","004","-","","O","O"
"C101","68","02","VL_FCP_UF_DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","-","02","","O","O"
"C101","68","03","VL_ICMS_UF_DEST","Valor total do ICMS Interestadual para a UF de destino","N","-","02","","O","O"
"C101","69","04","VL_ICMS_UF_REM","Valor total do ICMS Interestadual para a UF do remetente","N","-","02","","O","O"
"D101","176","01","REG","Texto fixo contendo ""D101""","C","004","-","","O","O"
"D101","176","02","VL_FCP_UF_DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","-","02","","O","O"
"D101","176","03","VL_ICMS_UF_DES T","Valor total do ICMS Interestadual para a UF de destino","N","-","02","","O","O"
"D101","176","04","VL_ICMS_UF_REM","Valor total do ICMS Interestadual para a UF do remetente","N","-","02","","O","O"
"E300","236","01","REG","Texto fixo contendo ""E300""","C","004","-","O","",""
"E300","236","02","UF","Sigla da unidade da federação a que se refere à apuração do FCP e do ICMS Diferencial de Alíquota da UF de Origem/Destino","C","002","-","O","",""
"E300","236","03","DT_INI","Data inicial a que a apuração se refere","N","008*","-","O","",""
"E300","236","04","DT_FIN","Data final a que a apuração se refere","N","008*","-","O","",""
"E310","237","01","REG","Texto fixo contendo ""E310""","C","004","-","O","",""
"E310","237","02","IND_MOV_DIFAL","Indicador de movimento: 0 – Sem operações com ICMS Diferencial de Alíquota da UF de Origem/Destino 1 – Com operações de ICMS Diferencial de Alíquota da UF de Origem/Destino","C","-","-","O","",""
"E310","237","03","VL_SLD_CRED_ANT_DIFAL","Valor do ""Saldo credor de período anterior – ICMS Diferencial de Alíquota da UF de Origem/Destino""","N","-","02","O","",""
"E310","237","04","VL_TOT_DEBITOS_DIFAL","Valor total dos débitos por ""Saídas e prestações com débito do ICMS referente ao diferencial de alíquota devido à UF do Remetente/Destinatário""","N","-","02","O","",""
"E310","237","05","VL_OUT_DEB_DIFAL","Valor Total dos ajustes ""Outros débitos ICMS Diferencial de Alíquota da UF de Origem/Destino"" "" e “Estorno de créditos ICMS Diferencial de Alíquota da UF de Origem/Destino","N","-","02","O","",""
"E310","237","06","VL_TOT_DEB_FCP","Valor total dos débitos FCP por ""Saídas e prestações”","N","-","02","O","",""
"E310","237","07","VL_TOT_CREDITOS_DIFAL","Valor total dos créditos do ICMS referente ao diferencial de alíquota devido à UF dos Remetente/ Destinatário","N","-","02","O","",""
"E310","237","08","VL_TOT_CRED_FCP","Valor total dos créditos FCP por Entradas","N","-","02","O","",""
"E310","237","09","VL_OUT_CRED_DIFAL","Valor total de Ajustes ""Outros créditos ICMS Diferencial de Alíquota da UF de Origem/Destino"" e “Estorno de débitos ICMS Diferencial de Alíquota da UF de Origem/Destino”","N","-","02","O","",""
"E310","237","10","VL_SLD_DEV_ANT_DIFAL","Valor total de Saldo devedor ICMS Diferencial de Alíquota da UF de Origem/Destino antes das deduções","N","-","02","O","",""
"E310","237","11","VL_DEDUÇÕES_DIFAL","Valor total dos ajustes ""Deduções ICMS Diferencial de Alíquota da UF de Origem/Destino""","N","-","02","O","",""
"E310","237","12","VL_RECOL","Valor recolhido ou a recolher referente a FCP e Imposto do Diferencial de Alíquota da UF de Origem/Destino (10-11)","N","-","02","O","",""
"E310","237","13","VL_SLD_CRED_TRANSPOR TAR","Saldo credor a transportar para o período seguinte referente a FCP e Imposto do Diferencial de Alíquota da UF de Origem/Destino","N","-","02","O","",""
"E310","237","14","DEB_ESP_DIFAL","Valores recolhidos ou a recolher, extra-apuração.","N","-","02","O","",""
"E310","240","15","VL_OUT_DEB_FCP","Valor total dos ajustes ""Outros débitos FCP"" e “Estorno de créditos FCP”","N","-","02","O","",""
"E310","240","16","VL_TOT_CRED_FCP","Valor total dos créditos FCP por Entradas","N","-","02","O","",""
"E310","240","17","VL_OUT_CRED_FCP","Valor total de Ajustes ""Outros créditos FCP"" e “Estorno de débitos FCP”","N","-","02","O","",""
"E310","240","18","VL_SLD_DEV_ANT_FCP","Valor total de Saldo devedor FCP antes das deduções","N","-","02","O","",""
"E310","240","19","VL_DEDUÇÕES_FCP","Valor total das deduções ""FCP""","N","-","02","O","",""
"E310","240","20","VL_RECOL_FCP","Valor recolhido ou a recolher referente ao FCP (18– 19)","N","-","02","O","",""
"E310","240","21","VL_SLD_CRED_TRANSPORT AR_FCP","Saldo credor a transportar para o período seguinte referente ao FCP","N","-","02","O","",""
"E310","240","22","DEB_ESP_FCP","Valores recolhidos ou a recolher, extra-apuração - FCP.","N","-","02","O","",""
"E311","243","01","REG","Texto fixo contendo ""E311""","C","004","-","O","",""
"E311","243","02","COD_AJ_APUR","Código do ajuste da apuração e dedução, conforme a Tabela indicada no item 5.1.1","C","008*","-","O","",""
"E311","243","03","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração","C","-","-","OC","",""
"E311","243","04","VL_AJ_APUR","Valor do ajuste da apuração","N","-","02","O","",""
"E312","244","01","REG","Texto fixo contendo ""E312""","C","004","-","O","",""
"E312","244","02","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"E312","244","03","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","060","-","OC","",""
"E312","244","04","IND_PROC","Indicador da origem do processo: 0- Sefaz; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","N","001*","-","OC","",""
"E312","244","05","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"E312","244","06","TXT_COMPL","Descrição complementar","C","-","-","OC","",""
"E313","245","01","REG","Texto fixo contendo ""E313""","C","004","-","O","",""
"E313","245","02","COD_PART","Código do participante (campo 02 do Registro 0150)","C","060","-","OC","",""
"E313","245","03","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","O","",""
"E313","245","04","SER","Série do documento fiscal","C","004","-","OC","",""
"E313","245","05","SUB","Subsérie do documento fiscal","N","003","-","OC","",""
"E313","245","06","NUM_DOC","Número do documento fiscal","N","009","-","O","",""
"E313","245","07","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","OC","",""
"E313","245","08","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"E313","245","09","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","OC","",""
"E313","245","10","VL_AJ_ITEM","Valor do ajuste para a operação/item","N","-","02","O","",""
"E316","246","01","REG","Texto fixo contendo ""E316""","C","004","-","O","",""
"E316","246","02","COD_OR","Código da obrigação recolhida ou a recolher, conforme a Tabela 5.4","C","003*","-","O","",""
"E316","246","03","VL_OR","Valor da obrigação recolhida ou a recolher","N","-","02","O","",""
"E316","246","04","DT_VCTO","Data de vencimento da obrigação","N","008*","-","O","",""
"E316","246","05","COD_REC","Código de receita referente à obrigação, próprio da unidade da federação da origem/destino, conforme legislação estadual.","C","-","-","O","",""
"E316","246","06","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver","C","060","-","OC","",""
"E316","246","07","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"E316","246","08","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"E316","246","09","TXT_COMPL","Descrição complementar das obrigações recolhidas ou a recolher","C","-","-","OC","",""
"E316","246","10","MES_REF*","Informe o mês de referência no formato “mmaaaa”","N","006*","-","O","",""
"K210","268","01","REG","Texto fixo contendo ""K210""","C","004","-","O","",""
"K210","268","02","DT_INI_OS","Data de início da ordem de serviço","N","008*","-","OC","",""
"K210","269","03","DT_FIN_OS","Data de conclusão da ordem de serviço","N","008*","-","OC","",""
"K210","269","04","COD_DOC_OS","Código de identificação da ordem de serviço","C","030","-","OC","",""
"K210","269","05","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","060","-","O","",""
"K210","269","06","QTD_ORI","Quantidade de origem – saída do estoque","N","-","6","O","",""
"K215","269","01","REG","Texto fixo contendo ""K215""","C","004","-","O","",""
"K215","269","02","COD_ITEM_DES","Código do item de destino (campo 02 do Registro 0200)","C","060","-","O","",""
"K215","269","03","QTD_DES","Quantidade de destino – entrada em estoque","N","-","6","O","",""
"K260","275","01","REG","Texto fixo contendo ""K260""","C","004","-","O","",""
"K260","275","02","COD_OP_OS","Código de identificação da ordem de produção, no reprocessamento, ou da ordem de serviço, no reparo","C","030","-","OC","",""
"K260","275","03","COD_ITEM","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)","C","060","-","O","",""
"K260","275","04","DT_SAÍDA","Data de saída do estoque","N","008*","-","O","",""
"K260","275","05","QTD_SAÍDA","Quantidade de saída do estoque","N","-","6","O","",""
"K260","275","06","DT_RET","Data de retorno ao estoque (entrada)","N","008*","-","OC","",""
"K260","275","07","QTD_RET","Quantidade de retorno ao estoque (entrada)","N","-","6","OC","",""
"K265","276","01","REG","Texto fixo contendo ""K265""","C","004","-","O","",""
"K265","276","02","COD_ITEM","Código da mercadoria (campo 02 do Registro 0200)","C","060","-","O","",""
"K265","276","03","QTD_CONS","Quantidade consumida – saída do estoque","N","-","6","OC","",""
"K265","276","04","QTD_RET","Quantidade retornada – entrada em estoque","N","-","6","OC","",""
"K270","277","01","REG","Texto fixo contendo ""K270""","C","004","-","O","",""
"K270","277","02","DT_INI_AP","Data inicial do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","-","OC","",""
"K270","277","03","DT_FIN_AP","Data final do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","-","OC","",""
"K270","277","04","COD_OP_OS","Código de identificação da ordem de produção ou da ordem de serviço que está sendo corrigida","C","030","-","OC","",""
