"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"1921","293","02","COD_AJ_APUR","Código do ajuste da SUB-APURAÇÃO e dedução, conforme a Tabela indicada no item 5.1.1.","C","008*","-","O","",""
"1921","293","03","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração.","C","-","-","OC","",""
"1921","293","04","VL_AJ_APUR","Valor do ajuste da apuração","N","-","02","O","",""
"1922","293","01","REG","Texto fixo contendo ""1922""","C","004","-","O","",""
"1922","293","02","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"1922","294","03","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","015","-","OC","",""
"1922","294","04","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"1922","294","05","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"1922","294","06","TXT_COMPL","Descrição complementar","C","-","-","OC","",""
"1923","294","01","REG","Texto fixo contendo ""1923""","C","004","-","O","",""
"1923","294","02","COD_PART","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas","C","060","-","O","",""
"1923","294","03","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","O","",""
"1923","294","04","SER","Série do documento fiscal","C","004","-","OC","",""
"1923","294","05","SUB","Subsérie do documento fiscal","N","003","-","OC","",""
"1923","294","06","NUM_DOC","Número do documento fiscal","N","009","-","O","",""
"1923","294","07","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"1923","294","08","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","OC","",""
"1923","294","09","VL_AJ_ITEM","Valor do ajuste para a operação/item","N","-","02","O","",""
"1923","294","10","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","OC","",""
"1925","295","01","REG","Texto fixo contendo ""1925""","C","004","-","O","",""
"1925","295","02","COD_INF_ADIC","Código da informação adicional conforme tabela a ser definida pelas SEFAZ, conforme tabela definida no item 5.2.","C","008*","-","O","",""
"1925","295","03","VL_INF_ADIC","Valor referente à informação adicional","N","-","02","O","",""
"1925","295","04","DESCR_COMPL_AJ","Descrição complementar do ajuste","C","-","-","OC","",""
"1926","295","01","REG","Texto fixo contendo ""1926""","C","004","-","O","",""
"1926","296","02","COD_OR","Código da obrigação a recolher, conforme a Tabela 5.4","C","003*","-","O","",""
"1926","296","03","VL_OR","Valor da obrigação a recolher","N","-","02","O","",""
"1926","296","04","DT_VCTO","Data de vencimento da obrigação","N","008*","-","O","",""
"1926","296","05","COD_REC","Código de receita referente à obrigação, próprio da unidade da federação, conforme legislação estadual,","C","-","-","O","",""
"1926","296","06","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver.","C","015","-","OC","",""
"1926","296","07","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"1926","296","08","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"1926","296","09","TXT_COMPL","Descrição complementar das obrigações a recolher.","C","-","-","OC","",""
"1926","296","10","MES_REF*","Informe o mês de referência no formato “mmaaaa”","N","006*","-","O","",""
"0210","38","01","REG","Texto fixo contendo ""0210""","C","4","-","O","",""
"0210","38","02","COD_ITEM_COMP","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"0210","38","03","QTD_COMP","Quantidade do item componente/insumo para se produzir uma unidade do item composto/resultante","N","-","6","O","",""
"0210","38","04","PERDA","Perda/quebra normal percentual do insumo/componente para se produzir uma unidade do item composto/resultante","N","-","4","O","",""
"K001","249","01","REG","Texto fixo contendo ""K001""","C","004","-","O","",""
"K001","249","02","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados","C","001*","-","O","",""
"K100","250","01","REG","Texto fixo contendo ""K100""","C","4","-","O","",""
"K100","250","02","DT_INI","Data inicial a que a apuração se refere","N","8","-","O","",""
"K100","250","03","DT_FIN","Data final a que a apuração se refere","N","8","-","O","",""
"K200","251","01","REG","Texto fixo contendo ""K200""","C","4","-","O","",""
"K200","251","02","DT_EST","Data do estoque final","N","8","-","O","",""
"K200","251","03","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","60","-","O","",""
"K200","251","04","QTD","Quantidade em estoque","N","-","3","O","",""
"K200","251","05","IND_EST","Indicador do tipo de estoque: 0 - Estoque de propriedade do informante e em seu poder; 1 - Estoque de propriedade do informante e em posse de terceiros; 2 - Estoque de propriedade de terceiros e em posse do informante","C","1","-","O","",""
"K200","251","06","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","60","-","OC","",""
"K220","253","01","REG","Texto fixo contendo ""K220""","C","4","-","O","",""
"K220","253","02","DT_MOV","Data da movimentação interna","N","8","-","O","",""
"K220","253","03","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","60","-","O","",""
"K220","253","04","COD_ITEM_DEST","Código do item de destino (campo 02 do Registro 0200)","C","60","-","O","",""
"K220","253","05","QTD_ORI","Quantidade movimentada do item de origem","N","-","6","O","",""
"K220","253","06","QTD_DEST","Quantidade movimentada do item de destino","N","-","6","O","",""
"K230","254","01","REG","Texto fixo contendo ""K230""","C","4","-","O","",""
"K230","254","02","DT_INI_OP","Data de início da ordem de produção","N","8","-","OC","",""
"K230","255","03","DT_FIN_OP","Data de conclusão da ordem de produção","N","8","-","OC","",""
"K230","255","04","COD_DOC_OP","Código de identificação da ordem de produção","C","30","-","OC","",""
"K230","255","05","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","-","O","",""
"K230","255","06","QTD_ENC","Quantidade de produção acabada","N","-","6","O","",""
"K235","255","01","REG","Texto fixo contendo ""K235""","C","4","-","O","",""
"K235","256","02","DT_SAÍDA","Data de saída do estoque para alocação ao produto","N","8","-","O","",""
"K235","256","03","COD_ITEM","Código do item componente/insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"K235","256","04","QTD","Quantidade consumida do item","N","-","6","O","",""
"K235","256","05","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","-","OC","",""
"K250","256","01","REG","Texto fixo contendo ""K250""","C","4","-","O","",""
"K250","256","02","DT_PROD","Data do reconhecimento da produção ocorrida no terceiro","N","8","-","O","",""
"K250","256","03","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","60","-","O","",""
"K250","256","04","QTD","Quantidade produzida","N","-","6","O","",""
"K255","257","01","REG","Texto fixo contendo ""K255""","C","4","-","O","",""
"K255","257","02","DT_CONS","Data do reconhecimento do consumo do insumo referente ao produto informado no campo 04 do Registro K250","N","8","-","O","",""
"K255","257","03","COD_ITEM","Código do insumo (campo 02 do Registro 0200)","C","60","-","O","",""
"K255","257","04","QTD","Quantidade de consumo do insumo.","N","-","6","O","",""
"K255","257","05","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","60","-","OC","",""
"K990","267","01","REG","Texto fixo contendo ""K990""","C","004","-","O","",""
"K990","267","02","QTD_LIN_K","Quantidade total de linhas do Bloco K","N","-","-","O","",""
"C101","65","01","REG","Texto fixo contendo “C101”","C","004","-","","O","O"
"C101","65","02","VL_FCP_UF_DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","-","02","","O","O"
"C101","65","03","VL_ICMS_UF_DEST","Valor total do ICMS Interestadual para a UF de destino","N","-","02","","O","O"
"C101","65","04","VL_ICMS_UF_REM","Valor total do ICMS Interestadual para a UF do remetente","N","-","02","","O","O"
"D101","168","01","REG","Texto fixo contendo ""D101""","C","004","-","","O","O"
"D101","168","02","VL_FCP_UF_DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","-","02","","O","O"
"D101","169","03","VL_ICMS_UF_DES T","Valor total do ICMS Interestadual para a UF de destino","N","-","02","","O","O"
"D101","169","04","VL_ICMS_UF_REM","Valor total do ICMS Interestadual para a UF do remetente","N","-","02","","O","O"
"E310","221","01","REG","Texto fixo contendo ""E310""","C","004","-","O","",""
"E310","221","02","IND_MOV_DIFAL","Indicador de movimento: 0 – Sem operações com ICMS Diferencial de Alíquota da UF de Origem/Destino 1 – Com operações de ICMS Diferencial de Alíquota da UF de Origem/Destino","C","-","-","O","",""
"E310","221","03","VL_SLD_CRED_ANT_DIFAL","Valor do ""Saldo credor de período anterior – ICMS Diferencial de Alíquota da UF de Origem/Destino""","N","-","02","O","",""
"E310","221","04","VL_TOT_DEBITOS_DIFAL","Valor total dos débitos por ""Saídas e prestações com débito do ICMS referente ao diferencial de alíquota devido à UF do Remetente/Destinatário""","N","-","02","O","",""
"E310","221","05","VL_OUT_DEB_DIFAL","Valor Total dos ajustes ""Outros débitos ICMS Diferencial de Alíquota da UF de Origem/Destino"" "" e “Estorno de créditos ICMS Diferencial de Alíquota da UF de Origem/Destino","N","-","02","O","",""
"E310","221","06","VL_TOT_DEB_FCP","Valor total dos débitos FCP por ""Saídas e prestações”","N","-","02","O","",""
"E310","221","07","VL_TOT_CREDITOS_DIFAL","Valor total dos créditos do ICMS referente ao diferencial de alíquota devido à UF dos Remetente/ Destinatário","N","-","02","O","",""
"E310","221","08","VL_TOT_CRED_FCP","Valor total dos créditos FCP por Entradas","N","-","02","O","",""
"E310","221","09","VL_OUT_CRED_DIFAL","Valor total de Ajustes ""Outros créditos ICMS Diferencial de Alíquota da UF de Origem/Destino"" e “Estorno de débitos ICMS Diferencial de Alíquota da UF de Origem/Destino”","N","-","02","O","",""
"E310","221","10","VL_SLD_DEV_ANT_DIFAL","Valor total de Saldo devedor ICMS Diferencial de Alíquota da UF de Origem/Destino antes das deduções","N","-","02","O","",""
"E310","221","11","VL_DEDUÇÕES_DIFAL","Valor total dos ajustes ""Deduções ICMS Diferencial de Alíquota da UF de Origem/Destino""","N","-","02","O","",""
"E310","221","12","VL_RECOL","Valor recolhido ou a recolher referente a FCP e Imposto do Diferencial de Alíquota da UF de Origem/Destino (10-11)","N","-","02","O","",""
"E310","221","13","VL_SLD_CRED_TRANSPOR TAR","Saldo credor a transportar para o período seguinte referente a FCP e Imposto do Diferencial de","N","-","02","O","",""
"E310","222","14","DEB_ESP_DIFAL","Valores recolhidos ou a recolher, extra-apuração.","N","-","02","O","",""
"E310","224","15","VL_OUT_DEB_FCP","Valor total dos ajustes ""Outros débitos FCP"" e “Estorno de créditos FCP”","N","-","02","O","",""
"E310","224","16","VL_TOT_CRED_FCP","Valor total dos créditos FCP por Entradas","N","-","02","O","",""
"E310","224","17","VL_OUT_CRED_FCP","Valor total de Ajustes ""Outros créditos FCP"" e “Estorno de débitos FCP”","N","-","02","O","",""
"E310","224","18","VL_SLD_DEV_ANT_FCP","Valor total de Saldo devedor FCP antes das deduções","N","-","02","O","",""
"E310","224","19","VL_DEDUÇÕES_FCP","Valor total das deduções ""FCP""","N","-","02","O","",""
"E310","224","20","VL_RECOL_FCP","Valor recolhido ou a recolher referente ao FCP (18– 19)","N","-","02","O","",""
"E310","224","21","VL_SLD_CRED_TRANSPORT AR_FCP","Saldo credor a transportar para o período seguinte referente ao FCP","N","-","02","O","",""
"E310","224","22","DEB_ESP_FCP","Valores recolhidos ou a recolher, extra-apuração - FCP.","N","-","02","O","",""
"E311","227","01","REG","Texto fixo contendo ""E311""","C","004","-","O","",""
"E311","227","02","COD_AJ_APUR","Código do ajuste da apuração e dedução, conforme a Tabela indicada no item 5.1.1","C","008*","-","O","",""
"E311","227","03","DESCR_COMPL_AJ","Descrição complementar do ajuste da apuração","C","-","-","OC","",""
"E311","227","04","VL_AJ_APUR","Valor do ajuste da apuração","N","-","02","O","",""
"E312","228","01","REG","Texto fixo contendo ""E312""","C","004","-","O","",""
"E312","228","02","NUM_DA","Número do documento de arrecadação estadual, se houver","C","-","-","OC","",""
"E312","228","03","NUM_PROC","Número do processo ao qual o ajuste está vinculado, se houver","C","015","-","OC","",""
"E312","228","04","IND_PROC","Indicador da origem do processo: 0- Sefaz; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","N","001*","-","OC","",""
"E312","228","05","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"E312","228","06","TXT_COMPL","Descrição complementar","C","-","-","OC","",""
"E313","229","01","REG","Texto fixo contendo ""E313""","C","004","-","O","",""
"E313","229","02","COD_PART","Código do participante (campo 02 do Registro 0150)","C","060","-","OC","",""
"E313","229","03","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","-","O","",""
"E313","229","04","SER","Série do documento fiscal","C","004","-","OC","",""
"E313","229","05","SUB","Subsérie do documento fiscal","N","003","-","OC","",""
"E313","229","06","NUM_DOC","Número do documento fiscal","N","009","-","O","",""
"E313","229","07","CHV_DOCe","Chave do Documento Eletrônico","N","044*","-","OC","",""
"E313","229","08","DT_DOC","Data da emissão do documento fiscal","N","008*","-","O","",""
"E313","229","09","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","-","OC","",""
"E313","229","10","VL_AJ_ITEM","Valor do ajuste para a operação/item","N","-","02","O","",""
"E316","230","01","REG","Texto fixo contendo ""E316""","C","004","-","O","",""
"E316","230","02","COD_OR","Código da obrigação recolhida ou a recolher, conforme a Tabela 5.4","C","003*","-","O","",""
"E316","230","03","VL_OR","Valor da obrigação recolhida ou a recolher","N","-","02","O","",""
"E316","230","04","DT_VCTO","Data de vencimento da obrigação","N","008*","-","O","",""
"E316","230","05","COD_REC","Código de receita referente à obrigação, próprio da unidade da federação da origem/destino, conforme legislação estadual.","C","-","-","O","",""
"E316","230","06","NUM_PROC","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver","C","015","-","OC","",""
"E316","230","07","IND_PROC","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros","C","001*","-","OC","",""
"E316","230","08","PROC","Descrição resumida do processo que embasou o lançamento","C","-","-","OC","",""
"E316","230","09","TXT_COMPL","Descrição complementar das obrigações recolhidas ou a recolher","C","-","-","OC","",""
"E316","230","10","MES_REF*","Informe o mês de referência no formato “mmaaaa”","N","006*","-","O","",""
"K210","252","01","REG","Texto fixo contendo ""K210""","C","004","-","O","",""
"K210","252","02","DT_INI_OS","Data de início da ordem de serviço","N","008*","-","OC","",""
"K210","252","03","DT_FIN_OS","Data de conclusão da ordem de serviço","N","008*","-","OC","",""
"K210","252","04","COD_DOC_OS","Código de identificação da ordem de serviço","C","030","-","OC","",""
"K210","252","05","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","060","-","O","",""
"K210","252","06","QTD_ORI","Quantidade de origem – saída do estoque","N","-","6","O","",""
"K215","253","01","REG","Texto fixo contendo ""K215""","C","004","-","O","",""
"K215","253","02","COD_ITEM_DES","Código do item de destino (campo 02 do Registro 0200)","C","060","-","O","",""
"K215","253","03","QTD_DES","Quantidade de destino – entrada em estoque","N","-","6","O","",""
"K260","258","01","REG","Texto fixo contendo ""K260""","C","004","-","O","",""
"K260","258","02","COD_OP_OS","Código de identificação da ordem de produção, no reprocessamento, ou da ordem de serviço, no reparo","C","030","-","OC","",""
"K260","258","03","COD_ITEM","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)","C","060","-","O","",""
"K260","258","04","DT_SAÍDA","Data de saída do estoque","N","008*","-","O","",""
"K260","258","05","QTD_SAÍDA","Quantidade de saída do estoque","N","-","6","O","",""
"K260","258","06","DT_RET","Data de retorno ao estoque (entrada)","N","008*","-","OC","",""
"K260","258","07","QTD_RET","Quantidade de retorno ao estoque (entrada)","N","-","6","OC","",""
"K265","259","01","REG","Texto fixo contendo ""K265""","C","004","-","O","",""
"K265","259","02","COD_ITEM","Código da mercadoria (campo 02 do Registro 0200)","C","060","-","O","",""
"K265","259","03","QTD_CONS","Quantidade consumida – saída do estoque","N","-","6","OC","",""
"K265","259","04","QTD_RET","Quantidade retornada – entrada em estoque","N","-","6","OC","",""
"K270","260","01","REG","Texto fixo contendo ""K270""","C","004","-","O","",""
"K270","260","02","DT_INI_AP","Data inicial do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","-","OC","",""
"K270","260","03","DT_FIN_AP","Data final do período de apuração em que ocorreu o apontamento que está sendo corrigido","N","008*","-","OC","",""
"K270","260","04","COD_OP_OS","Código de identificação da ordem de produção ou da ordem de serviço que está sendo corrigida","C","030","-","OC","",""
"K270","260","05","COD_ITEM","Código da mercadoria que está sendo corrigido (campo 02 do Registro 0200)","C","060","-","O","",""
"K270","260","06","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","-","6","OC","",""
